Label (Grouping),Total
ZCTA5 77987,
    Estimate,230
    Margin of Error,±101
ZCTA5 77988,
    Estimate,100
    Margin of Error,±89
ZCTA5 77990,
    Estimate,913
    Margin of Error,±219
ZCTA5 77991,
    Estimate,492
    Margin of Error,±348
ZCTA5 77993,
    Estimate,233
    Margin of Error,±242
ZCTA5 77994,
    Estimate,376
    Margin of Error,±175
ZCTA5 77995,
    Estimate,"11,065"
    Margin of Error,±632
ZCTA5 78001,
    Estimate,0
    Margin of Error,±14
ZCTA5 78002,
    Estimate,"8,776"
    Margin of Error,"±1,361"
ZCTA5 78003,
    Estimate,"9,325"
    Margin of Error,"±1,081"
ZCTA5 78004,
    Estimate,391
    Margin of Error,±179
ZCTA5 78005,
    Estimate,"1,942"
    Margin of Error,±739
ZCTA5 78006,
    Estimate,"39,830"
    Margin of Error,"±1,402"
ZCTA5 78007,
    Estimate,204
    Margin of Error,±159
ZCTA5 78008,
    Estimate,284
    Margin of Error,±259
ZCTA5 78009,
    Estimate,"7,901"
    Margin of Error,±796
ZCTA5 78010,
    Estimate,"3,948"
    Margin of Error,±617
ZCTA5 78011,
    Estimate,"1,639"
    Margin of Error,±451
ZCTA5 78012,
    Estimate,250
    Margin of Error,±115
ZCTA5 78013,
    Estimate,"5,333"
    Margin of Error,±657
ZCTA5 78014,
    Estimate,"5,230"
    Margin of Error,±399
ZCTA5 78015,
    Estimate,"20,928"
    Margin of Error,"±2,284"
ZCTA5 78016,
    Estimate,"10,156"
    Margin of Error,"±1,086"
ZCTA5 78017,
    Estimate,"5,340"
    Margin of Error,±617
ZCTA5 78019,
    Estimate,"1,802"
    Margin of Error,±373
ZCTA5 78021,
    Estimate,66
    Margin of Error,±104
ZCTA5 78022,
    Estimate,"4,636"
    Margin of Error,±425
ZCTA5 78023,
    Estimate,"28,750"
    Margin of Error,"±1,636"
ZCTA5 78024,
    Estimate,"1,222"
    Margin of Error,±296
ZCTA5 78025,
    Estimate,"5,217"
    Margin of Error,±702
ZCTA5 78026,
    Estimate,"6,634"
    Margin of Error,±568
ZCTA5 78027,
    Estimate,445
    Margin of Error,±291
ZCTA5 78028,
    Estimate,"40,081"
    Margin of Error,±859
ZCTA5 78029,
    Estimate,0
    Margin of Error,±14
ZCTA5 78039,
    Estimate,"2,730"
    Margin of Error,±822
ZCTA5 78040,
    Estimate,"37,136"
    Margin of Error,"±2,464"
ZCTA5 78041,
    Estimate,"46,751"
    Margin of Error,"±2,141"
ZCTA5 78043,
    Estimate,"45,703"
    Margin of Error,"±3,013"
ZCTA5 78044,
    Estimate,350
    Margin of Error,±178
ZCTA5 78045,
    Estimate,"67,730"
    Margin of Error,"±2,936"
ZCTA5 78046,
    Estimate,"68,418"
    Margin of Error,"±2,732"
ZCTA5 78050,
    Estimate,471
    Margin of Error,±209
ZCTA5 78052,
    Estimate,"6,000"
    Margin of Error,"±1,067"
ZCTA5 78055,
    Estimate,"1,899"
    Margin of Error,±279
ZCTA5 78056,
    Estimate,"2,250"
    Margin of Error,±531
ZCTA5 78057,
    Estimate,560
    Margin of Error,±329
ZCTA5 78058,
    Estimate,827
    Margin of Error,±252
ZCTA5 78059,
    Estimate,"5,699"
    Margin of Error,"±1,052"
ZCTA5 78061,
    Estimate,"10,781"
    Margin of Error,±828
ZCTA5 78062,
    Estimate,0
    Margin of Error,±14
ZCTA5 78063,
    Estimate,"9,282"
    Margin of Error,±816
ZCTA5 78064,
    Estimate,"16,049"
    Margin of Error,"±1,100"
ZCTA5 78065,
    Estimate,"10,824"
    Margin of Error,"±1,129"
ZCTA5 78066,
    Estimate,582
    Margin of Error,±320
ZCTA5 78067,
    Estimate,679
    Margin of Error,±436
ZCTA5 78069,
    Estimate,"6,542"
    Margin of Error,"±1,172"
ZCTA5 78070,
    Estimate,"17,300"
    Margin of Error,"±1,463"
ZCTA5 78071,
    Estimate,"3,730"
    Margin of Error,±381
ZCTA5 78072,
    Estimate,488
    Margin of Error,±169
ZCTA5 78073,
    Estimate,"10,297"
    Margin of Error,"±1,538"
ZCTA5 78074,
    Estimate,83
    Margin of Error,±106
ZCTA5 78075,
    Estimate,199
    Margin of Error,±187
ZCTA5 78076,
    Estimate,"13,224"
    Margin of Error,±452
ZCTA5 78101,
    Estimate,"9,082"
    Margin of Error,"±1,844"
ZCTA5 78102,
    Estimate,"27,271"
    Margin of Error,±494
ZCTA5 78104,
    Estimate,96
    Margin of Error,±90
ZCTA5 78107,
    Estimate,397
    Margin of Error,±154
ZCTA5 78108,
    Estimate,"44,734"
    Margin of Error,"±1,391"
ZCTA5 78109,
    Estimate,"48,745"
    Margin of Error,"±2,357"
ZCTA5 78111,
    Estimate,0
    Margin of Error,±14
ZCTA5 78112,
    Estimate,"10,087"
    Margin of Error,±882
ZCTA5 78113,
    Estimate,"2,759"
    Margin of Error,±515
ZCTA5 78114,
    Estimate,"22,948"
    Margin of Error,"±1,146"
ZCTA5 78116,
    Estimate,234
    Margin of Error,±115
ZCTA5 78117,
    Estimate,676
    Margin of Error,±285
ZCTA5 78118,
    Estimate,"4,280"
    Margin of Error,±267
ZCTA5 78119,
    Estimate,"7,068"
    Margin of Error,±493
ZCTA5 78121,
    Estimate,"13,730"
    Margin of Error,±990
ZCTA5 78122,
    Estimate,250
    Margin of Error,±109
ZCTA5 78123,
    Estimate,"2,528"
    Margin of Error,±863
ZCTA5 78124,
    Estimate,"7,286"
    Margin of Error,±921
ZCTA5 78125,
    Estimate,17
    Margin of Error,±19
ZCTA5 78130,
    Estimate,"84,510"
    Margin of Error,"±1,501"
ZCTA5 78132,
    Estimate,"36,475"
    Margin of Error,"±1,727"
ZCTA5 78133,
    Estimate,"20,835"
    Margin of Error,"±1,680"
ZCTA5 78140,
    Estimate,"3,601"
    Margin of Error,±417
ZCTA5 78141,
    Estimate,853
    Margin of Error,±210
ZCTA5 78142,
    Estimate,99
    Margin of Error,±87
ZCTA5 78143,
    Estimate,219
    Margin of Error,±173
ZCTA5 78144,
    Estimate,18
    Margin of Error,±28
ZCTA5 78145,
    Estimate,85
    Margin of Error,±79
ZCTA5 78146,
    Estimate,797
    Margin of Error,±307
ZCTA5 78147,
    Estimate,"1,691"
    Margin of Error,±379
ZCTA5 78148,
    Estimate,"22,580"
    Margin of Error,±897
ZCTA5 78150,
    Estimate,0
    Margin of Error,±14
ZCTA5 78151,
    Estimate,"1,495"
    Margin of Error,±304
ZCTA5 78152,
    Estimate,"2,380"
    Margin of Error,±523
ZCTA5 78154,
    Estimate,"39,718"
    Margin of Error,"±1,028"
ZCTA5 78155,
    Estimate,"51,656"
    Margin of Error,"±1,604"
ZCTA5 78159,
    Estimate,860
    Margin of Error,±277
ZCTA5 78160,
    Estimate,"5,246"
    Margin of Error,±809
ZCTA5 78161,
    Estimate,621
    Margin of Error,±358
ZCTA5 78162,
    Estimate,341
    Margin of Error,±199
ZCTA5 78163,
    Estimate,"14,531"
    Margin of Error,"±1,402"
ZCTA5 78164,
    Estimate,"3,592"
    Margin of Error,±554
ZCTA5 78201,
    Estimate,"45,767"
    Margin of Error,"±2,954"
ZCTA5 78202,
    Estimate,"10,390"
    Margin of Error,"±1,112"
ZCTA5 78203,
    Estimate,"6,034"
    Margin of Error,"±1,129"
ZCTA5 78204,
    Estimate,"11,832"
    Margin of Error,"±1,498"
ZCTA5 78205,
    Estimate,"1,521"
    Margin of Error,±346
ZCTA5 78207,
    Estimate,"51,062"
    Margin of Error,"±2,990"
ZCTA5 78208,
    Estimate,"4,175"
    Margin of Error,±568
ZCTA5 78209,
    Estimate,"42,474"
    Margin of Error,"±1,832"
ZCTA5 78210,
    Estimate,"34,005"
    Margin of Error,"±1,886"
ZCTA5 78211,
    Estimate,"30,556"
    Margin of Error,"±2,289"
ZCTA5 78212,
    Estimate,"27,020"
    Margin of Error,"±1,404"
ZCTA5 78213,
    Estimate,"42,767"
    Margin of Error,"±2,431"
ZCTA5 78214,
    Estimate,"23,077"
    Margin of Error,"±1,799"
ZCTA5 78215,
    Estimate,"3,151"
    Margin of Error,±349
ZCTA5 78216,
    Estimate,"43,073"
    Margin of Error,"±2,207"
ZCTA5 78217,
    Estimate,"33,130"
    Margin of Error,"±1,742"
ZCTA5 78218,
    Estimate,"36,334"
    Margin of Error,"±3,259"
ZCTA5 78219,
    Estimate,"16,304"
    Margin of Error,"±1,183"
ZCTA5 78220,
    Estimate,"15,808"
    Margin of Error,"±1,596"
ZCTA5 78221,
    Estimate,"41,964"
    Margin of Error,"±2,402"
ZCTA5 78222,
    Estimate,"23,652"
    Margin of Error,"±1,605"
ZCTA5 78223,
    Estimate,"54,438"
    Margin of Error,"±2,579"
ZCTA5 78224,
    Estimate,"20,306"
    Margin of Error,"±2,147"
ZCTA5 78225,
    Estimate,"14,115"
    Margin of Error,"±1,449"
ZCTA5 78226,
    Estimate,"7,109"
    Margin of Error,±965
ZCTA5 78227,
    Estimate,"46,350"
    Margin of Error,"±2,965"
ZCTA5 78228,
    Estimate,"56,781"
    Margin of Error,"±2,640"
ZCTA5 78229,
    Estimate,"34,633"
    Margin of Error,"±1,970"
ZCTA5 78230,
    Estimate,"42,892"
    Margin of Error,"±1,869"
ZCTA5 78231,
    Estimate,"10,109"
    Margin of Error,"±1,251"
ZCTA5 78232,
    Estimate,"36,825"
    Margin of Error,"±2,232"
ZCTA5 78233,
    Estimate,"46,281"
    Margin of Error,"±2,082"
ZCTA5 78234,
    Estimate,"4,655"
    Margin of Error,±751
ZCTA5 78235,
    Estimate,"2,362"
    Margin of Error,±321
ZCTA5 78236,
    Estimate,"8,521"
    Margin of Error,"±2,755"
ZCTA5 78237,
    Estimate,"38,772"
    Margin of Error,"±2,606"
ZCTA5 78238,
    Estimate,"25,737"
    Margin of Error,"±2,670"
ZCTA5 78239,
    Estimate,"30,482"
    Margin of Error,"±2,082"
ZCTA5 78240,
    Estimate,"56,810"
    Margin of Error,"±3,281"
ZCTA5 78242,
    Estimate,"34,084"
    Margin of Error,"±1,964"
ZCTA5 78243,
    Estimate,383
    Margin of Error,±117
ZCTA5 78244,
    Estimate,"36,233"
    Margin of Error,"±3,272"
ZCTA5 78245,
    Estimate,"90,956"
    Margin of Error,"±3,573"
ZCTA5 78247,
    Estimate,"50,588"
    Margin of Error,"±2,101"
ZCTA5 78248,
    Estimate,"13,840"
    Margin of Error,"±1,124"
ZCTA5 78249,
    Estimate,"59,035"
    Margin of Error,"±2,353"
ZCTA5 78250,
    Estimate,"60,101"
    Margin of Error,"±3,469"
ZCTA5 78251,
    Estimate,"61,970"
    Margin of Error,"±4,107"
ZCTA5 78252,
    Estimate,"14,832"
    Margin of Error,"±1,790"
ZCTA5 78253,
    Estimate,"59,752"
    Margin of Error,"±3,147"
ZCTA5 78254,
    Estimate,"74,490"
    Margin of Error,"±3,867"
ZCTA5 78255,
    Estimate,"17,545"
    Margin of Error,"±1,629"
ZCTA5 78256,
    Estimate,"11,554"
    Margin of Error,"±1,761"
ZCTA5 78257,
    Estimate,"9,201"
    Margin of Error,"±1,165"
ZCTA5 78258,
    Estimate,"47,072"
    Margin of Error,"±3,103"
ZCTA5 78259,
    Estimate,"25,691"
    Margin of Error,"±2,168"
ZCTA5 78260,
    Estimate,"34,038"
    Margin of Error,"±2,206"
ZCTA5 78261,
    Estimate,"23,992"
    Margin of Error,"±1,848"
ZCTA5 78263,
    Estimate,"4,806"
    Margin of Error,±745
ZCTA5 78264,
    Estimate,"12,899"
    Margin of Error,"±2,122"
ZCTA5 78266,
    Estimate,"6,962"
    Margin of Error,±714
ZCTA5 78330,
    Estimate,597
    Margin of Error,±251
ZCTA5 78332,
    Estimate,"27,274"
    Margin of Error,"±1,201"
ZCTA5 78336,
    Estimate,"12,365"
    Margin of Error,±783
ZCTA5 78338,
    Estimate,0
    Margin of Error,±14
ZCTA5 78339,
    Estimate,348
    Margin of Error,±236
ZCTA5 78340,
    Estimate,383
    Margin of Error,±136
ZCTA5 78341,
    Estimate,"1,365"
    Margin of Error,±363
ZCTA5 78342,
    Estimate,226
    Margin of Error,±169
ZCTA5 78343,
    Estimate,"4,594"
    Margin of Error,±382
ZCTA5 78344,
    Estimate,415
    Margin of Error,±179
ZCTA5 78347,
    Estimate,24
    Margin of Error,±42
ZCTA5 78349,
    Estimate,768
    Margin of Error,±384
ZCTA5 78351,
    Estimate,705
    Margin of Error,±394
ZCTA5 78352,
    Estimate,290
    Margin of Error,±349
ZCTA5 78353,
    Estimate,320
    Margin of Error,±199
ZCTA5 78355,
    Estimate,"7,102"
    Margin of Error,±281
ZCTA5 78357,
    Estimate,"2,819"
    Margin of Error,±457
ZCTA5 78358,
    Estimate,987
    Margin of Error,±440
ZCTA5 78359,
    Estimate,"2,231"
    Margin of Error,±435
ZCTA5 78360,
    Estimate,0
    Margin of Error,±14
ZCTA5 78361,
    Estimate,"4,864"
    Margin of Error,*****
ZCTA5 78362,
    Estimate,"10,789"
    Margin of Error,±410
ZCTA5 78363,
    Estimate,"29,415"
    Margin of Error,±457
ZCTA5 78368,
    Estimate,"8,586"
    Margin of Error,±583
ZCTA5 78369,
    Estimate,189
    Margin of Error,±91
ZCTA5 78370,
    Estimate,"4,857"
    Margin of Error,±612
ZCTA5 78371,
    Estimate,108
    Margin of Error,±85
ZCTA5 78372,
    Estimate,"5,261"
    Margin of Error,"±1,090"
ZCTA5 78373,
    Estimate,"3,271"
    Margin of Error,±240
ZCTA5 78374,
    Estimate,"19,737"
    Margin of Error,±155
ZCTA5 78375,
    Estimate,"3,015"
    Margin of Error,±599
ZCTA5 78376,
    Estimate,273
    Margin of Error,±123
ZCTA5 78377,
    Estimate,"3,272"
    Margin of Error,±201
ZCTA5 78379,
    Estimate,"1,578"
    Margin of Error,±453
ZCTA5 78380,
    Estimate,"24,014"
    Margin of Error,±917
ZCTA5 78382,
    Estimate,"18,702"
    Margin of Error,±670
ZCTA5 78383,
    Estimate,"5,057"
    Margin of Error,"±1,098"
ZCTA5 78384,
    Estimate,"5,264"
    Margin of Error,±594
ZCTA5 78385,
    Estimate,169
    Margin of Error,±129
ZCTA5 78387,
    Estimate,"9,791"
    Margin of Error,±790
ZCTA5 78389,
    Estimate,"1,888"
    Margin of Error,±414
ZCTA5 78390,
    Estimate,"5,737"
    Margin of Error,±998
ZCTA5 78391,
    Estimate,156
    Margin of Error,±125
ZCTA5 78393,
    Estimate,"2,194"
    Margin of Error,±250
ZCTA5 78401,
    Estimate,"4,660"
    Margin of Error,±824
ZCTA5 78402,
    Estimate,233
    Margin of Error,±161
ZCTA5 78404,
    Estimate,"15,650"
    Margin of Error,"±1,278"
ZCTA5 78405,
    Estimate,"14,194"
    Margin of Error,"±1,465"
ZCTA5 78406,
    Estimate,"2,328"
    Margin of Error,±585
ZCTA5 78407,
    Estimate,"2,033"
    Margin of Error,±704
ZCTA5 78408,
    Estimate,"10,294"
    Margin of Error,"±1,224"
ZCTA5 78409,
    Estimate,"2,312"
    Margin of Error,±496
ZCTA5 78410,
    Estimate,"27,623"
    Margin of Error,"±1,790"
ZCTA5 78411,
    Estimate,"24,194"
    Margin of Error,"±1,681"
ZCTA5 78412,
    Estimate,"41,071"
    Margin of Error,"±2,031"
ZCTA5 78413,
    Estimate,"36,989"
    Margin of Error,"±1,913"
ZCTA5 78414,
    Estimate,"46,133"
    Margin of Error,"±2,241"
ZCTA5 78415,
    Estimate,"41,583"
    Margin of Error,"±2,056"
ZCTA5 78416,
    Estimate,"15,030"
    Margin of Error,"±1,315"
ZCTA5 78417,
    Estimate,"4,400"
    Margin of Error,±700
ZCTA5 78418,
    Estimate,"30,015"
    Margin of Error,"±1,925"
ZCTA5 78419,
    Estimate,544
    Margin of Error,±200
ZCTA5 78501,
    Estimate,"60,855"
    Margin of Error,"±2,484"
ZCTA5 78503,
    Estimate,"20,444"
    Margin of Error,"±1,773"
ZCTA5 78504,
    Estimate,"60,740"
    Margin of Error,"±3,067"
ZCTA5 78516,
    Estimate,"33,963"
    Margin of Error,"±2,118"
ZCTA5 78520,
    Estimate,"60,592"
    Margin of Error,"±2,398"
ZCTA5 78521,
    Estimate,"88,791"
    Margin of Error,"±2,915"
ZCTA5 78526,
    Estimate,"58,713"
    Margin of Error,"±2,742"
ZCTA5 78535,
    Estimate,713
    Margin of Error,±242
ZCTA5 78536,
    Estimate,353
    Margin of Error,±102
ZCTA5 78537,
    Estimate,"51,216"
    Margin of Error,"±2,867"
ZCTA5 78538,
    Estimate,"10,557"
    Margin of Error,"±1,439"
ZCTA5 78539,
    Estimate,"36,531"
    Margin of Error,"±2,183"
ZCTA5 78540,
    Estimate,0
    Margin of Error,±14
ZCTA5 78541,
    Estimate,"45,675"
    Margin of Error,"±2,596"
ZCTA5 78542,
    Estimate,"84,606"
    Margin of Error,"±4,854"
ZCTA5 78543,
    Estimate,"8,421"
    Margin of Error,"±1,101"
ZCTA5 78545,
    Estimate,407
    Margin of Error,±200
ZCTA5 78547,
    Estimate,257
    Margin of Error,±145
ZCTA5 78548,
    Estimate,"1,412"
    Margin of Error,±418
ZCTA5 78549,
    Estimate,"1,109"
    Margin of Error,±572
ZCTA5 78550,
    Estimate,"54,486"
    Margin of Error,"±1,830"
ZCTA5 78552,
    Estimate,"41,382"
    Margin of Error,"±2,350"
ZCTA5 78557,
    Estimate,"13,939"
    Margin of Error,±18
ZCTA5 78558,
    Estimate,430
    Margin of Error,±280
ZCTA5 78559,
    Estimate,"12,819"
    Margin of Error,"±1,151"
ZCTA5 78560,
    Estimate,"4,417"
    Margin of Error,±581
ZCTA5 78561,
    Estimate,694
    Margin of Error,±188
ZCTA5 78562,
    Estimate,"2,950"
    Margin of Error,±119
ZCTA5 78563,
    Estimate,102
    Margin of Error,±93
ZCTA5 78564,
    Estimate,42
    Margin of Error,±72
ZCTA5 78565,
    Estimate,61
    Margin of Error,±71
ZCTA5 78566,
    Estimate,"24,551"
    Margin of Error,"±2,108"
ZCTA5 78567,
    Estimate,318
    Margin of Error,±144
ZCTA5 78569,
    Estimate,"4,370"
    Margin of Error,±572
ZCTA5 78570,
    Estimate,"33,221"
    Margin of Error,"±2,479"
ZCTA5 78572,
    Estimate,"76,645"
    Margin of Error,"±2,403"
ZCTA5 78573,
    Estimate,"42,523"
    Margin of Error,"±2,167"
ZCTA5 78574,
    Estimate,"63,660"
    Margin of Error,"±3,334"
ZCTA5 78575,
    Estimate,"5,077"
    Margin of Error,±746
ZCTA5 78576,
    Estimate,"12,748"
    Margin of Error,"±2,286"
ZCTA5 78577,
    Estimate,"79,128"
    Margin of Error,±156
ZCTA5 78578,
    Estimate,"10,551"
    Margin of Error,±627
ZCTA5 78579,
    Estimate,"3,176"
    Margin of Error,"±1,183"
ZCTA5 78580,
    Estimate,"13,429"
    Margin of Error,±544
ZCTA5 78582,
    Estimate,"44,583"
    Margin of Error,±877
ZCTA5 78583,
    Estimate,"5,952"
    Margin of Error,±795
ZCTA5 78584,
    Estimate,"18,128"
    Margin of Error,±751
ZCTA5 78585,
    Estimate,0
    Margin of Error,±14
ZCTA5 78586,
    Estimate,"48,726"
    Margin of Error,"±2,091"
ZCTA5 78588,
    Estimate,121
    Margin of Error,±82
ZCTA5 78589,
    Estimate,"39,881"
    Margin of Error,"±1,311"
ZCTA5 78590,
    Estimate,622
    Margin of Error,±228
ZCTA5 78591,
    Estimate,274
    Margin of Error,±71
ZCTA5 78592,
    Estimate,618
    Margin of Error,±216
ZCTA5 78593,
    Estimate,"4,857"
    Margin of Error,±697
ZCTA5 78594,
    Estimate,"1,446"
    Margin of Error,±306
ZCTA5 78595,
    Estimate,"7,272"
    Margin of Error,"±2,250"
ZCTA5 78596,
    Estimate,"36,852"
    Margin of Error,"±2,023"
ZCTA5 78597,
    Estimate,"2,138"
    Margin of Error,±536
ZCTA5 78598,
    Estimate,132
    Margin of Error,±85
ZCTA5 78599,
    Estimate,"34,580"
    Margin of Error,"±3,433"
ZCTA5 78602,
    Estimate,"32,646"
    Margin of Error,"±1,883"
ZCTA5 78605,
    Estimate,"6,955"
    Margin of Error,±807
ZCTA5 78606,
    Estimate,"6,890"
    Margin of Error,±580
ZCTA5 78607,
    Estimate,186
    Margin of Error,±154
ZCTA5 78608,
    Estimate,325
    Margin of Error,±220
ZCTA5 78609,
    Estimate,"1,966"
    Margin of Error,±332
ZCTA5 78610,
    Estimate,"41,681"
    Margin of Error,"±1,709"
ZCTA5 78611,
    Estimate,"12,938"
    Margin of Error,±703
ZCTA5 78612,
    Estimate,"20,508"
    Margin of Error,"±2,203"
ZCTA5 78613,
    Estimate,"86,066"
    Margin of Error,"±1,525"
ZCTA5 78614,
    Estimate,426
    Margin of Error,±165
ZCTA5 78615,
    Estimate,"1,674"
    Margin of Error,±600
ZCTA5 78616,
    Estimate,"8,551"
    Margin of Error,"±1,285"
ZCTA5 78617,
    Estimate,"28,690"
    Margin of Error,"±2,243"
ZCTA5 78618,
    Estimate,264
    Margin of Error,±90
ZCTA5 78619,
    Estimate,"6,274"
    Margin of Error,"±1,391"
ZCTA5 78620,
    Estimate,"18,564"
    Margin of Error,"±1,417"
ZCTA5 78621,
    Estimate,"24,919"
    Margin of Error,"±1,564"
ZCTA5 78622,
    Estimate,326
    Margin of Error,±142
ZCTA5 78623,
    Estimate,"1,132"
    Margin of Error,±281
ZCTA5 78624,
    Estimate,"23,084"
    Margin of Error,±703
ZCTA5 78626,
    Estimate,"37,235"
    Margin of Error,"±2,063"
ZCTA5 78628,
    Estimate,"39,391"
    Margin of Error,"±1,724"
ZCTA5 78629,
    Estimate,"12,011"
    Margin of Error,±533
ZCTA5 78631,
    Estimate,"3,020"
    Margin of Error,±573
ZCTA5 78632,
    Estimate,"1,350"
    Margin of Error,±466
ZCTA5 78633,
    Estimate,"26,507"
    Margin of Error,"±1,461"
ZCTA5 78634,
    Estimate,"38,529"
    Margin of Error,"±1,428"
ZCTA5 78635,
    Estimate,205
    Margin of Error,±131
ZCTA5 78636,
    Estimate,"3,338"
    Margin of Error,±391
ZCTA5 78638,
    Estimate,"1,978"
    Margin of Error,±472
ZCTA5 78639,
    Estimate,"7,999"
    Margin of Error,±560
ZCTA5 78640,
    Estimate,"63,902"
    Margin of Error,"±1,839"
ZCTA5 78641,
    Estimate,"81,311"
    Margin of Error,"±2,181"
ZCTA5 78642,
    Estimate,"18,347"
    Margin of Error,"±1,438"
ZCTA5 78643,
    Estimate,"6,584"
    Margin of Error,±423
ZCTA5 78644,
    Estimate,"20,119"
    Margin of Error,"±1,006"
ZCTA5 78645,
    Estimate,"14,360"
    Margin of Error,±626
ZCTA5 78648,
    Estimate,"7,803"
    Margin of Error,±492
ZCTA5 78650,
    Estimate,"2,539"
    Margin of Error,±874
ZCTA5 78652,
    Estimate,"5,014"
    Margin of Error,"±1,043"
ZCTA5 78653,
    Estimate,"30,955"
    Margin of Error,"±2,782"
ZCTA5 78654,
    Estimate,"18,833"
    Margin of Error,±681
ZCTA5 78655,
    Estimate,"3,696"
    Margin of Error,±740
ZCTA5 78656,
    Estimate,"2,624"
    Margin of Error,±538
ZCTA5 78657,
    Estimate,"6,810"
    Margin of Error,±537
ZCTA5 78658,
    Estimate,72
    Margin of Error,±49
ZCTA5 78659,
    Estimate,"2,855"
    Margin of Error,±595
ZCTA5 78660,
    Estimate,"110,569"
    Margin of Error,"±4,524"
ZCTA5 78661,
    Estimate,336
    Margin of Error,±180
ZCTA5 78662,
    Estimate,"2,552"
    Margin of Error,±739
ZCTA5 78663,
    Estimate,696
    Margin of Error,±296
ZCTA5 78664,
    Estimate,"60,152"
    Margin of Error,"±2,150"
ZCTA5 78665,
    Estimate,"59,935"
    Margin of Error,"±3,410"
ZCTA5 78666,
    Estimate,"83,858"
    Margin of Error,"±1,692"
ZCTA5 78669,
    Estimate,"10,730"
    Margin of Error,±933
ZCTA5 78670,
    Estimate,169
    Margin of Error,±103
ZCTA5 78671,
    Estimate,703
    Margin of Error,±268
ZCTA5 78672,
    Estimate,825
    Margin of Error,±200
ZCTA5 78674,
    Estimate,169
    Margin of Error,±110
ZCTA5 78675,
    Estimate,209
    Margin of Error,±142
ZCTA5 78676,
    Estimate,"15,241"
    Margin of Error,"±1,828"
ZCTA5 78677,
    Estimate,7
    Margin of Error,±14
ZCTA5 78681,
    Estimate,"57,451"
    Margin of Error,"±2,705"
ZCTA5 78701,
    Estimate,"9,560"
    Margin of Error,±993
ZCTA5 78702,
    Estimate,"24,830"
    Margin of Error,"±1,876"
ZCTA5 78703,
    Estimate,"22,111"
    Margin of Error,"±1,457"
ZCTA5 78704,
    Estimate,"49,854"
    Margin of Error,"±2,841"
ZCTA5 78705,
    Estimate,"32,506"
    Margin of Error,"±2,322"
ZCTA5 78712,
    Estimate,206
    Margin of Error,±99
ZCTA5 78717,
    Estimate,"34,087"
    Margin of Error,"±1,672"
ZCTA5 78719,
    Estimate,"1,856"
    Margin of Error,±468
ZCTA5 78721,
    Estimate,"10,728"
    Margin of Error,"±1,003"
ZCTA5 78722,
    Estimate,"5,938"
    Margin of Error,±479
ZCTA5 78723,
    Estimate,"36,114"
    Margin of Error,"±2,399"
ZCTA5 78724,
    Estimate,"25,936"
    Margin of Error,"±2,202"
ZCTA5 78725,
    Estimate,"9,082"
    Margin of Error,"±1,195"
ZCTA5 78726,
    Estimate,"13,414"
    Margin of Error,"±1,845"
ZCTA5 78727,
    Estimate,"29,991"
    Margin of Error,"±2,057"
ZCTA5 78728,
    Estimate,"25,359"
    Margin of Error,"±2,164"
ZCTA5 78729,
    Estimate,"30,907"
    Margin of Error,"±1,774"
ZCTA5 78730,
    Estimate,"9,455"
    Margin of Error,"±1,287"
ZCTA5 78731,
    Estimate,"26,506"
    Margin of Error,"±1,293"
ZCTA5 78732,
    Estimate,"19,653"
    Margin of Error,"±2,030"
ZCTA5 78733,
    Estimate,"9,500"
    Margin of Error,±957
ZCTA5 78734,
    Estimate,"21,625"
    Margin of Error,"±1,259"
ZCTA5 78735,
    Estimate,"19,152"
    Margin of Error,"±1,125"
ZCTA5 78736,
    Estimate,"9,481"
    Margin of Error,"±1,129"
ZCTA5 78737,
    Estimate,"24,783"
    Margin of Error,"±2,027"
ZCTA5 78738,
    Estimate,"26,806"
    Margin of Error,"±1,281"
ZCTA5 78739,
    Estimate,"19,898"
    Margin of Error,±960
ZCTA5 78741,
    Estimate,"46,147"
    Margin of Error,"±2,079"
ZCTA5 78742,
    Estimate,"1,099"
    Margin of Error,±499
ZCTA5 78744,
    Estimate,"48,524"
    Margin of Error,"±2,697"
ZCTA5 78745,
    Estimate,"62,277"
    Margin of Error,"±3,164"
ZCTA5 78746,
    Estimate,"28,017"
    Margin of Error,"±1,286"
ZCTA5 78747,
    Estimate,"20,698"
    Margin of Error,"±1,683"
ZCTA5 78748,
    Estimate,"53,501"
    Margin of Error,"±2,662"
ZCTA5 78749,
    Estimate,"35,933"
    Margin of Error,"±2,136"
ZCTA5 78750,
    Estimate,"29,559"
    Margin of Error,"±2,156"
ZCTA5 78751,
    Estimate,"15,856"
    Margin of Error,"±1,362"
ZCTA5 78752,
    Estimate,"21,178"
    Margin of Error,"±2,038"
ZCTA5 78753,
    Estimate,"58,805"
    Margin of Error,"±3,476"
ZCTA5 78754,
    Estimate,"29,690"
    Margin of Error,"±2,811"
ZCTA5 78756,
    Estimate,"9,314"
    Margin of Error,±969
ZCTA5 78757,
    Estimate,"25,547"
    Margin of Error,"±2,351"
ZCTA5 78758,
    Estimate,"50,717"
    Margin of Error,"±2,361"
ZCTA5 78759,
    Estimate,"44,978"
    Margin of Error,"±2,188"
ZCTA5 78801,
    Estimate,"21,435"
    Margin of Error,±601
ZCTA5 78802,
    Estimate,0
    Margin of Error,±14
ZCTA5 78827,
    Estimate,919
    Margin of Error,±360
ZCTA5 78828,
    Estimate,97
    Margin of Error,±78
ZCTA5 78829,
