Label (Grouping),Total
ZCTA5 75977,
    Estimate,444
    Margin of Error,±251
ZCTA5 75978,
    Estimate,193
    Margin of Error,±126
ZCTA5 75979,
    Estimate,"12,579"
    Margin of Error,±713
ZCTA5 75980,
    Estimate,"2,255"
    Margin of Error,±452
ZCTA5 76001,
    Estimate,"37,231"
    Margin of Error,"±3,007"
ZCTA5 76002,
    Estimate,"36,302"
    Margin of Error,"±2,662"
ZCTA5 76006,
    Estimate,"24,057"
    Margin of Error,"±1,342"
ZCTA5 76008,
    Estimate,"20,288"
    Margin of Error,"±1,285"
ZCTA5 76009,
    Estimate,"19,618"
    Margin of Error,"±1,240"
ZCTA5 76010,
    Estimate,"59,526"
    Margin of Error,"±3,176"
ZCTA5 76011,
    Estimate,"22,878"
    Margin of Error,"±1,789"
ZCTA5 76012,
    Estimate,"26,730"
    Margin of Error,"±2,174"
ZCTA5 76013,
    Estimate,"34,763"
    Margin of Error,"±1,922"
ZCTA5 76014,
    Estimate,"33,289"
    Margin of Error,"±2,087"
ZCTA5 76015,
    Estimate,"17,773"
    Margin of Error,"±1,791"
ZCTA5 76016,
    Estimate,"31,705"
    Margin of Error,"±2,126"
ZCTA5 76017,
    Estimate,"46,312"
    Margin of Error,"±2,648"
ZCTA5 76018,
    Estimate,"28,353"
    Margin of Error,"±2,005"
ZCTA5 76020,
    Estimate,"30,487"
    Margin of Error,"±1,550"
ZCTA5 76021,
    Estimate,"35,168"
    Margin of Error,"±1,226"
ZCTA5 76022,
    Estimate,"13,945"
    Margin of Error,"±1,233"
ZCTA5 76023,
    Estimate,"7,090"
    Margin of Error,±880
ZCTA5 76028,
    Estimate,"72,493"
    Margin of Error,"±2,461"
ZCTA5 76031,
    Estimate,"18,432"
    Margin of Error,"±1,513"
ZCTA5 76033,
    Estimate,"25,977"
    Margin of Error,±827
ZCTA5 76034,
    Estimate,"26,693"
    Margin of Error,±121
ZCTA5 76035,
    Estimate,"2,373"
    Margin of Error,±564
ZCTA5 76036,
    Estimate,"27,835"
    Margin of Error,"±2,023"
ZCTA5 76039,
    Estimate,"37,896"
    Margin of Error,"±1,345"
ZCTA5 76040,
    Estimate,"33,419"
    Margin of Error,"±2,472"
ZCTA5 76041,
    Estimate,514
    Margin of Error,±210
ZCTA5 76043,
    Estimate,"7,525"
    Margin of Error,±490
ZCTA5 76044,
    Estimate,"5,407"
    Margin of Error,±826
ZCTA5 76048,
    Estimate,"24,586"
    Margin of Error,"±1,127"
ZCTA5 76049,
    Estimate,"30,062"
    Margin of Error,"±1,275"
ZCTA5 76050,
    Estimate,"6,094"
    Margin of Error,±853
ZCTA5 76051,
    Estimate,"54,130"
    Margin of Error,±104
ZCTA5 76052,
    Estimate,"23,080"
    Margin of Error,"±2,118"
ZCTA5 76053,
    Estimate,"30,317"
    Margin of Error,"±1,319"
ZCTA5 76054,
    Estimate,"12,178"
    Margin of Error,"±1,125"
ZCTA5 76055,
    Estimate,"3,181"
    Margin of Error,±370
ZCTA5 76058,
    Estimate,"21,037"
    Margin of Error,"±1,292"
ZCTA5 76059,
    Estimate,"5,716"
    Margin of Error,±251
ZCTA5 76060,
    Estimate,"8,606"
    Margin of Error,±307
ZCTA5 76061,
    Estimate,59
    Margin of Error,±56
ZCTA5 76063,
    Estimate,"76,609"
    Margin of Error,"±1,248"
ZCTA5 76064,
    Estimate,"2,100"
    Margin of Error,±518
ZCTA5 76065,
    Estimate,"38,800"
    Margin of Error,"±1,106"
ZCTA5 76066,
    Estimate,"4,106"
    Margin of Error,"±1,394"
ZCTA5 76067,
    Estimate,"20,437"
    Margin of Error,±627
ZCTA5 76070,
    Estimate,955
    Margin of Error,±461
ZCTA5 76071,
    Estimate,"4,173"
    Margin of Error,±612
ZCTA5 76073,
    Estimate,"6,237"
    Margin of Error,±801
ZCTA5 76077,
    Estimate,333
    Margin of Error,±219
ZCTA5 76078,
    Estimate,"9,024"
    Margin of Error,±831
ZCTA5 76082,
    Estimate,"21,151"
    Margin of Error,"±1,865"
ZCTA5 76084,
    Estimate,"9,574"
    Margin of Error,"±1,010"
ZCTA5 76085,
    Estimate,"10,965"
    Margin of Error,"±1,007"
ZCTA5 76086,
    Estimate,"23,161"
    Margin of Error,"±1,214"
ZCTA5 76087,
    Estimate,"29,119"
    Margin of Error,"±1,710"
ZCTA5 76088,
    Estimate,"12,610"
    Margin of Error,"±1,292"
ZCTA5 76092,
    Estimate,"31,837"
    Margin of Error,±255
ZCTA5 76093,
    Estimate,"2,930"
    Margin of Error,±923
ZCTA5 76102,
    Estimate,"10,632"
    Margin of Error,±948
ZCTA5 76103,
    Estimate,"16,848"
    Margin of Error,"±1,827"
ZCTA5 76104,
    Estimate,"17,653"
    Margin of Error,"±1,484"
ZCTA5 76105,
    Estimate,"22,922"
    Margin of Error,"±1,798"
ZCTA5 76106,
    Estimate,"38,906"
    Margin of Error,"±2,694"
ZCTA5 76107,
    Estimate,"29,377"
    Margin of Error,"±1,442"
ZCTA5 76108,
    Estimate,"42,902"
    Margin of Error,"±1,712"
ZCTA5 76109,
    Estimate,"23,725"
    Margin of Error,"±1,340"
ZCTA5 76110,
    Estimate,"33,720"
    Margin of Error,"±2,423"
ZCTA5 76111,
    Estimate,"22,567"
    Margin of Error,"±1,583"
ZCTA5 76112,
    Estimate,"42,218"
    Margin of Error,"±2,237"
ZCTA5 76114,
    Estimate,"27,151"
    Margin of Error,"±1,330"
ZCTA5 76115,
    Estimate,"21,907"
    Margin of Error,"±1,881"
ZCTA5 76116,
    Estimate,"50,371"
    Margin of Error,"±2,717"
ZCTA5 76117,
    Estimate,"32,191"
    Margin of Error,"±1,252"
ZCTA5 76118,
    Estimate,"16,594"
    Margin of Error,"±1,118"
ZCTA5 76119,
    Estimate,"52,279"
    Margin of Error,"±2,547"
ZCTA5 76120,
    Estimate,"19,941"
    Margin of Error,"±2,288"
ZCTA5 76123,
    Estimate,"37,075"
    Margin of Error,"±3,232"
ZCTA5 76126,
    Estimate,"23,844"
    Margin of Error,"±1,427"
ZCTA5 76127,
    Estimate,"2,038"
    Margin of Error,±245
ZCTA5 76129,
    Estimate,"1,616"
    Margin of Error,±242
ZCTA5 76131,
    Estimate,"47,377"
    Margin of Error,"±3,427"
ZCTA5 76132,
    Estimate,"26,265"
    Margin of Error,"±1,972"
ZCTA5 76133,
    Estimate,"53,694"
    Margin of Error,"±3,913"
ZCTA5 76134,
    Estimate,"28,852"
    Margin of Error,"±2,643"
ZCTA5 76135,
    Estimate,"20,233"
    Margin of Error,"±1,335"
ZCTA5 76137,
    Estimate,"59,983"
    Margin of Error,"±2,570"
ZCTA5 76140,
    Estimate,"30,930"
    Margin of Error,"±2,374"
ZCTA5 76148,
    Estimate,"23,679"
    Margin of Error,"±1,264"
ZCTA5 76155,
    Estimate,"6,329"
    Margin of Error,±795
ZCTA5 76164,
    Estimate,"13,628"
    Margin of Error,"±1,327"
ZCTA5 76177,
    Estimate,"10,814"
    Margin of Error,"±1,828"
ZCTA5 76179,
    Estimate,"69,066"
    Margin of Error,"±3,450"
ZCTA5 76180,
    Estimate,"37,117"
    Margin of Error,"±1,583"
ZCTA5 76182,
    Estimate,"31,889"
    Margin of Error,"±1,550"
ZCTA5 76201,
    Estimate,"29,447"
    Margin of Error,"±1,783"
ZCTA5 76205,
    Estimate,"21,657"
    Margin of Error,"±1,524"
ZCTA5 76207,
    Estimate,"14,794"
    Margin of Error,"±1,411"
ZCTA5 76208,
    Estimate,"24,992"
    Margin of Error,"±2,012"
ZCTA5 76209,
    Estimate,"26,244"
    Margin of Error,"±1,742"
ZCTA5 76210,
    Estimate,"46,046"
    Margin of Error,"±2,105"
ZCTA5 76225,
    Estimate,"2,688"
    Margin of Error,±488
ZCTA5 76226,
    Estimate,"29,240"
    Margin of Error,"±2,096"
ZCTA5 76227,
    Estimate,"36,392"
    Margin of Error,"±1,946"
ZCTA5 76228,
    Estimate,"1,215"
    Margin of Error,±217
ZCTA5 76230,
    Estimate,"9,633"
    Margin of Error,±453
ZCTA5 76233,
    Estimate,"3,317"
    Margin of Error,±480
ZCTA5 76234,
    Estimate,"18,937"
    Margin of Error,"±1,257"
ZCTA5 76238,
    Estimate,276
    Margin of Error,±103
ZCTA5 76239,
    Estimate,"1,310"
    Margin of Error,±251
ZCTA5 76240,
    Estimate,"28,546"
    Margin of Error,±914
ZCTA5 76244,
    Estimate,"78,815"
    Margin of Error,"±6,351"
ZCTA5 76245,
    Estimate,"1,463"
    Margin of Error,±399
ZCTA5 76247,
    Estimate,"12,542"
    Margin of Error,±957
ZCTA5 76248,
    Estimate,"39,641"
    Margin of Error,±843
ZCTA5 76249,
    Estimate,"8,196"
    Margin of Error,±551
ZCTA5 76250,
    Estimate,894
    Margin of Error,±162
ZCTA5 76251,
    Estimate,763
    Margin of Error,±186
ZCTA5 76252,
    Estimate,"2,441"
    Margin of Error,±329
ZCTA5 76253,
    Estimate,383
    Margin of Error,±237
ZCTA5 76255,
    Estimate,"5,477"
    Margin of Error,±263
ZCTA5 76258,
    Estimate,"6,926"
    Margin of Error,±586
ZCTA5 76259,
    Estimate,"5,738"
    Margin of Error,±851
ZCTA5 76261,
    Estimate,261
    Margin of Error,±96
ZCTA5 76262,
    Estimate,"41,158"
    Margin of Error,"±1,474"
ZCTA5 76263,
    Estimate,23
    Margin of Error,±30
ZCTA5 76264,
    Estimate,"1,368"
    Margin of Error,±368
ZCTA5 76265,
    Estimate,"1,464"
    Margin of Error,±205
ZCTA5 76266,
    Estimate,"16,571"
    Margin of Error,"±1,178"
ZCTA5 76268,
    Estimate,224
    Margin of Error,±128
ZCTA5 76270,
    Estimate,"1,932"
    Margin of Error,±414
ZCTA5 76271,
    Estimate,"1,984"
    Margin of Error,±552
ZCTA5 76272,
    Estimate,"4,404"
    Margin of Error,±588
ZCTA5 76273,
    Estimate,"9,429"
    Margin of Error,±819
ZCTA5 76301,
    Estimate,"15,113"
    Margin of Error,"±1,151"
ZCTA5 76302,
    Estimate,"12,867"
    Margin of Error,±787
ZCTA5 76305,
    Estimate,"4,285"
    Margin of Error,±416
ZCTA5 76306,
    Estimate,"15,726"
    Margin of Error,"±1,249"
ZCTA5 76308,
    Estimate,"19,937"
    Margin of Error,"±1,262"
ZCTA5 76309,
    Estimate,"13,546"
    Margin of Error,"±1,062"
ZCTA5 76310,
    Estimate,"18,908"
    Margin of Error,"±1,229"
ZCTA5 76311,
    Estimate,"8,760"
    Margin of Error,±976
ZCTA5 76351,
    Estimate,"1,805"
    Margin of Error,±258
ZCTA5 76354,
    Estimate,"12,323"
    Margin of Error,±392
ZCTA5 76357,
    Estimate,517
    Margin of Error,±127
ZCTA5 76360,
    Estimate,"3,581"
    Margin of Error,±301
ZCTA5 76363,
    Estimate,399
    Margin of Error,±125
ZCTA5 76364,
    Estimate,189
    Margin of Error,±68
ZCTA5 76365,
    Estimate,"4,598"
    Margin of Error,±290
ZCTA5 76366,
    Estimate,"2,152"
    Margin of Error,±304
ZCTA5 76367,
    Estimate,"13,385"
    Margin of Error,±691
ZCTA5 76370,
    Estimate,325
    Margin of Error,±124
ZCTA5 76371,
    Estimate,"1,540"
    Margin of Error,±182
ZCTA5 76372,
    Estimate,953
    Margin of Error,±232
ZCTA5 76373,
    Estimate,144
    Margin of Error,±73
ZCTA5 76374,
    Estimate,"3,891"
    Margin of Error,±267
ZCTA5 76377,
    Estimate,415
    Margin of Error,±113
ZCTA5 76379,
    Estimate,680
    Margin of Error,±166
ZCTA5 76380,
    Estimate,"3,601"
    Margin of Error,±31
ZCTA5 76384,
    Estimate,"12,112"
    Margin of Error,±168
ZCTA5 76388,
    Estimate,231
    Margin of Error,±59
ZCTA5 76389,
    Estimate,"1,542"
    Margin of Error,±257
ZCTA5 76401,
    Estimate,"29,904"
    Margin of Error,±833
ZCTA5 76402,
    Estimate,952
    Margin of Error,±277
ZCTA5 76424,
    Estimate,"8,898"
    Margin of Error,±219
ZCTA5 76426,
    Estimate,"12,694"
    Margin of Error,±808
ZCTA5 76427,
    Estimate,"1,041"
    Margin of Error,±226
ZCTA5 76429,
    Estimate,154
    Margin of Error,±136
ZCTA5 76430,
    Estimate,"2,169"
    Margin of Error,±184
ZCTA5 76431,
    Estimate,"3,708"
    Margin of Error,±857
ZCTA5 76432,
    Estimate,"1,467"
    Margin of Error,±354
ZCTA5 76433,
    Estimate,"1,834"
    Margin of Error,±342
ZCTA5 76435,
    Estimate,443
    Margin of Error,±132
ZCTA5 76436,
    Estimate,148
    Margin of Error,±107
ZCTA5 76437,
    Estimate,"5,899"
    Margin of Error,±449
ZCTA5 76442,
    Estimate,"7,812"
    Margin of Error,±431
ZCTA5 76443,
    Estimate,"1,903"
    Margin of Error,±385
ZCTA5 76444,
    Estimate,"3,515"
    Margin of Error,±403
ZCTA5 76445,
    Estimate,486
    Margin of Error,±315
ZCTA5 76446,
    Estimate,"8,120"
    Margin of Error,±902
ZCTA5 76448,
    Estimate,"4,983"
    Margin of Error,±367
ZCTA5 76449,
    Estimate,"2,351"
    Margin of Error,±347
ZCTA5 76450,
    Estimate,"13,036"
    Margin of Error,±411
ZCTA5 76452,
    Estimate,80
    Margin of Error,±92
ZCTA5 76453,
    Estimate,"1,438"
    Margin of Error,±255
ZCTA5 76454,
    Estimate,"1,903"
    Margin of Error,±442
ZCTA5 76455,
    Estimate,926
    Margin of Error,±220
ZCTA5 76457,
    Estimate,"4,045"
    Margin of Error,±493
ZCTA5 76458,
    Estimate,"6,121"
    Margin of Error,±279
ZCTA5 76459,
    Estimate,200
    Margin of Error,±89
ZCTA5 76460,
    Estimate,433
    Margin of Error,±236
ZCTA5 76462,
    Estimate,"4,412"
    Margin of Error,±755
ZCTA5 76463,
    Estimate,450
    Margin of Error,±138
ZCTA5 76464,
    Estimate,516
    Margin of Error,±141
ZCTA5 76466,
    Estimate,125
    Margin of Error,±133
ZCTA5 76469,
    Estimate,90
    Margin of Error,±46
ZCTA5 76470,
    Estimate,"3,518"
    Margin of Error,±521
ZCTA5 76471,
    Estimate,"1,772"
    Margin of Error,±304
ZCTA5 76472,
    Estimate,"1,502"
    Margin of Error,±386
ZCTA5 76474,
    Estimate,327
    Margin of Error,±171
ZCTA5 76475,
    Estimate,"1,204"
    Margin of Error,±277
ZCTA5 76476,
    Estimate,"3,151"
    Margin of Error,±693
ZCTA5 76481,
    Estimate,191
    Margin of Error,±196
ZCTA5 76483,
    Estimate,895
    Margin of Error,±135
ZCTA5 76484,
    Estimate,909
    Margin of Error,±248
ZCTA5 76486,
    Estimate,970
    Margin of Error,±259
ZCTA5 76487,
    Estimate,"2,230"
    Margin of Error,±510
ZCTA5 76490,
    Estimate,107
    Margin of Error,±79
ZCTA5 76491,
    Estimate,466
    Margin of Error,±93
ZCTA5 76501,
    Estimate,"16,922"
    Margin of Error,"±1,424"
ZCTA5 76502,
    Estimate,"42,946"
    Margin of Error,"±2,017"
ZCTA5 76504,
    Estimate,"22,769"
    Margin of Error,"±1,268"
ZCTA5 76508,
    Estimate,7
    Margin of Error,±9
ZCTA5 76511,
    Estimate,"2,426"
    Margin of Error,±517
ZCTA5 76513,
    Estimate,"42,162"
    Margin of Error,"±1,463"
ZCTA5 76518,
    Estimate,"1,810"
    Margin of Error,±407
ZCTA5 76519,
    Estimate,350
    Margin of Error,±236
ZCTA5 76520,
    Estimate,"8,033"
    Margin of Error,±524
ZCTA5 76522,
    Estimate,"37,382"
    Margin of Error,±678
ZCTA5 76523,
    Estimate,0
    Margin of Error,±14
ZCTA5 76524,
    Estimate,"4,072"
    Margin of Error,±804
ZCTA5 76525,
    Estimate,"1,188"
    Margin of Error,±235
ZCTA5 76527,
    Estimate,"3,696"
    Margin of Error,±748
ZCTA5 76528,
    Estimate,"19,224"
    Margin of Error,"±1,035"
ZCTA5 76530,
    Estimate,"1,788"
    Margin of Error,±260
ZCTA5 76531,
    Estimate,"4,595"
    Margin of Error,±294
ZCTA5 76534,
    Estimate,"3,119"
    Margin of Error,±523
ZCTA5 76537,
    Estimate,"7,065"
    Margin of Error,±944
ZCTA5 76538,
    Estimate,"1,167"
    Margin of Error,±284
ZCTA5 76539,
    Estimate,"8,824"
    Margin of Error,"±1,224"
ZCTA5 76541,
    Estimate,"18,396"
    Margin of Error,"±1,342"
ZCTA5 76542,
    Estimate,"49,765"
    Margin of Error,"±2,090"
ZCTA5 76543,
    Estimate,"32,031"
    Margin of Error,"±1,992"
ZCTA5 76544,
    Estimate,"23,514"
    Margin of Error,"±1,555"
ZCTA5 76548,
    Estimate,"31,247"
    Margin of Error,±300
ZCTA5 76549,
    Estimate,"53,490"
    Margin of Error,"±2,584"
ZCTA5 76550,
    Estimate,"14,169"
    Margin of Error,±721
ZCTA5 76554,
    Estimate,"2,461"
    Margin of Error,±544
ZCTA5 76556,
    Estimate,"1,707"
    Margin of Error,±334
ZCTA5 76557,
    Estimate,"5,991"
    Margin of Error,"±1,029"
ZCTA5 76559,
    Estimate,"6,180"
    Margin of Error,±215
ZCTA5 76561,
    Estimate,997
    Margin of Error,±228
ZCTA5 76565,
    Estimate,175
    Margin of Error,±120
ZCTA5 76566,
    Estimate,231
    Margin of Error,±128
ZCTA5 76567,
    Estimate,"8,867"
    Margin of Error,±481
ZCTA5 76569,
    Estimate,"2,614"
    Margin of Error,±383
ZCTA5 76570,
    Estimate,"2,780"
    Margin of Error,±369
ZCTA5 76571,
    Estimate,"9,007"
    Margin of Error,±926
ZCTA5 76573,
    Estimate,28
    Margin of Error,±35
ZCTA5 76574,
    Estimate,"19,328"
    Margin of Error,±396
ZCTA5 76577,
    Estimate,"3,074"
    Margin of Error,±452
ZCTA5 76578,
    Estimate,"1,233"
    Margin of Error,±223
ZCTA5 76579,
    Estimate,"5,547"
    Margin of Error,±735
ZCTA5 76596,
    Estimate,"1,268"
    Margin of Error,±147
ZCTA5 76597,
    Estimate,17
    Margin of Error,±7
ZCTA5 76598,
    Estimate,482
    Margin of Error,±83
ZCTA5 76599,
    Estimate,"2,351"
    Margin of Error,±295
ZCTA5 76621,
    Estimate,"1,061"
    Margin of Error,±194
ZCTA5 76622,
    Estimate,"1,537"
    Margin of Error,±296
ZCTA5 76623,
    Estimate,254
    Margin of Error,±83
ZCTA5 76624,
    Estimate,"2,485"
    Margin of Error,±865
ZCTA5 76626,
    Estimate,"1,294"
    Margin of Error,±310
ZCTA5 76627,
    Estimate,"1,334"
    Margin of Error,±269
ZCTA5 76628,
    Estimate,101
    Margin of Error,±37
ZCTA5 76629,
    Estimate,"1,954"
    Margin of Error,±312
ZCTA5 76630,
    Estimate,"1,375"
    Margin of Error,±379
ZCTA5 76631,
    Estimate,681
    Margin of Error,±160
ZCTA5 76632,
    Estimate,"1,400"
    Margin of Error,±303
ZCTA5 76633,
    Estimate,"5,334"
    Margin of Error,±915
ZCTA5 76634,
    Estimate,"7,610"
    Margin of Error,±452
ZCTA5 76635,
    Estimate,"1,330"
    Margin of Error,±287
ZCTA5 76636,
    Estimate,"1,509"
    Margin of Error,±338
ZCTA5 76637,
    Estimate,461
    Margin of Error,±118
ZCTA5 76638,
    Estimate,"3,355"
    Margin of Error,±575
ZCTA5 76639,
    Estimate,"1,437"
    Margin of Error,±365
ZCTA5 76640,
    Estimate,"3,110"
    Margin of Error,±692
ZCTA5 76641,
    Estimate,"1,687"
    Margin of Error,±361
ZCTA5 76642,
    Estimate,"6,628"
    Margin of Error,±426
ZCTA5 76643,
    Estimate,"14,705"
    Margin of Error,±27
ZCTA5 76645,
    Estimate,"10,513"
    Margin of Error,±315
ZCTA5 76648,
    Estimate,"2,697"
    Margin of Error,±364
ZCTA5 76649,
    Estimate,646
    Margin of Error,±119
ZCTA5 76650,
    Estimate,153
    Margin of Error,±95
ZCTA5 76651,
    Estimate,"4,084"
    Margin of Error,±604
ZCTA5 76652,
    Estimate,"1,089"
    Margin of Error,±268
ZCTA5 76653,
    Estimate,"1,481"
    Margin of Error,±326
ZCTA5 76654,
    Estimate,110
    Margin of Error,±54
ZCTA5 76655,
    Estimate,"8,168"
    Margin of Error,±962
ZCTA5 76656,
    Estimate,"2,656"
    Margin of Error,±347
ZCTA5 76657,
    Estimate,"11,151"
    Margin of Error,"±1,011"
ZCTA5 76660,
    Estimate,624
    Margin of Error,±156
ZCTA5 76661,
    Estimate,"7,824"
    Margin of Error,±317
ZCTA5 76664,
    Estimate,"3,387"
    Margin of Error,±361
ZCTA5 76665,
    Estimate,"2,562"
    Margin of Error,±370
ZCTA5 76666,
    Estimate,254
    Margin of Error,±100
ZCTA5 76667,
    Estimate,"10,991"
    Margin of Error,±471
ZCTA5 76670,
    Estimate,"1,617"
    Margin of Error,±293
ZCTA5 76671,
    Estimate,"1,748"
    Margin of Error,±323
ZCTA5 76673,
    Estimate,"1,804"
    Margin of Error,±549
ZCTA5 76676,
    Estimate,238
    Margin of Error,±93
ZCTA5 76678,
    Estimate,246
    Margin of Error,±171
ZCTA5 76679,
    Estimate,"1,206"
    Margin of Error,±324
ZCTA5 76680,
    Estimate,189
    Margin of Error,±109
ZCTA5 76681,
    Estimate,732
    Margin of Error,±251
ZCTA5 76682,
    Estimate,"3,034"
    Margin of Error,±589
ZCTA5 76685,
    Estimate,37
    Margin of Error,±39
ZCTA5 76686,
    Estimate,188
    Margin of Error,±80
ZCTA5 76687,
    Estimate,"1,950"
    Margin of Error,±341
ZCTA5 76689,
    Estimate,"3,821"
    Margin of Error,±531
ZCTA5 76690,
    Estimate,"1,081"
    Margin of Error,±285
ZCTA5 76691,
    Estimate,"6,479"
    Margin of Error,±503
ZCTA5 76692,
    Estimate,"10,048"
    Margin of Error,±549
ZCTA5 76693,
    Estimate,"1,825"
    Margin of Error,±314
ZCTA5 76701,
    Estimate,"1,872"
    Margin of Error,±369
ZCTA5 76704,
    Estimate,"7,681"
    Margin of Error,"±1,055"
ZCTA5 76705,
    Estimate,"31,868"
    Margin of Error,"±1,080"
ZCTA5 76706,
    Estimate,"39,667"
    Margin of Error,"±1,744"
ZCTA5 76707,
    Estimate,"15,595"
    Margin of Error,"±1,455"
ZCTA5 76708,
    Estimate,"27,095"
    Margin of Error,"±2,049"
ZCTA5 76710,
    Estimate,"24,607"
    Margin of Error,"±1,862"
ZCTA5 76711,
    Estimate,"10,475"
    Margin of Error,"±1,481"
ZCTA5 76712,
    Estimate,"26,104"
    Margin of Error,"±1,952"
ZCTA5 76798,
    Estimate,"1,630"
    Margin of Error,±399
ZCTA5 76801,
    Estimate,"24,636"
    Margin of Error,±541
ZCTA5 76802,
    Estimate,"5,271"
    Margin of Error,±348
ZCTA5 76820,
    Estimate,86
    Margin of Error,±81
ZCTA5 76821,
    Estimate,"4,680"
    Margin of Error,±228
ZCTA5 76823,
    Estimate,"3,139"
    Margin of Error,±421
ZCTA5 76824,
    Estimate,13
    Margin of Error,±19
ZCTA5 76825,
    Estimate,"6,682"
    Margin of Error,±207
ZCTA5 76827,
    Estimate,592
    Margin of Error,±274
ZCTA5 76828,
    Estimate,199
    Margin of Error,±112
ZCTA5 76831,
    Estimate,0
    Margin of Error,±14
ZCTA5 76832,
    Estimate,709
    Margin of Error,±179
ZCTA5 76834,
    Estimate,"5,370"
    Margin of Error,±222
ZCTA5 76836,
    Estimate,3
    Margin of Error,±5
ZCTA5 76837,
    Estimate,"2,070"
    Margin of Error,±134
ZCTA5 76841,
    Estimate,174
    Margin of Error,±188
ZCTA5 76842,
    Estimate,277
    Margin of Error,±148
ZCTA5 76844,
    Estimate,"3,393"
    Margin of Error,±275
ZCTA5 76845,
    Estimate,256
    Margin of Error,±85
ZCTA5 76848,
    Estimate,79
    Margin of Error,±84
ZCTA5 76849,
    Estimate,"3,760"
    Margin of Error,±186
ZCTA5 76852,
    Estimate,291
    Margin of Error,±110
ZCTA5 76853,
    Estimate,"1,333"
    Margin of Error,±259
ZCTA5 76854,
    Estimate,306
    Margin of Error,±166
ZCTA5 76856,
    Estimate,"3,746"
    Margin of Error,±186
ZCTA5 76857,
    Estimate,"1,773"
    Margin of Error,±428
ZCTA5 76858,
    Estimate,300
    Margin of Error,±96
ZCTA5 76859,
    Estimate,"1,787"
    Margin of Error,±199
ZCTA5 76861,
    Estimate,"1,984"
    Margin of Error,±296
ZCTA5 76862,
    Estimate,210
    Margin of Error,±67
ZCTA5 76864,
    Estimate,857
    Margin of Error,±209
ZCTA5 76865,
    Estimate,216
    Margin of Error,±118
ZCTA5 76866,
    Estimate,662
    Margin of Error,±133
ZCTA5 76869,
    Estimate,37
    Margin of Error,±29
ZCTA5 76870,
    Estimate,238
    Margin of Error,±87
ZCTA5 76871,
    Estimate,823
    Margin of Error,±167
ZCTA5 76872,
    Estimate,876
    Margin of Error,±184
ZCTA5 76873,
    Estimate,93
    Margin of Error,±68
ZCTA5 76874,
    Estimate,14
    Margin of Error,±24
ZCTA5 76875,
    Estimate,449
    Margin of Error,±101
ZCTA5 76877,
    Estimate,"4,225"
    Margin of Error,±234
ZCTA5 76878,
    Estimate,"1,670"
    Margin of Error,±217
ZCTA5 76882,
    Estimate,250
    Margin of Error,±119
ZCTA5 76884,
    Estimate,98
    Margin of Error,±54
ZCTA5 76885,
    Estimate,234
    Margin of Error,±170
ZCTA5 76887,
    Estimate,89
    Margin of Error,±58
ZCTA5 76888,
    Estimate,137
    Margin of Error,±67
ZCTA5 76890,
    Estimate,865
    Margin of Error,±185
ZCTA5 76901,
    Estimate,"30,972"
    Margin of Error,"±1,829"
ZCTA5 76903,
    Estimate,"31,429"
    Margin of Error,"±1,955"
ZCTA5 76904,
    Estimate,"36,688"
    Margin of Error,"±2,067"
ZCTA5 76905,
    Estimate,"12,746"
    Margin of Error,"±1,238"
ZCTA5 76908,
    Estimate,"2,541"
    Margin of Error,±423
ZCTA5 76930,
    Estimate,86
    Margin of Error,±59
ZCTA5 76932,
    Estimate,"3,941"
    Margin of Error,±159
ZCTA5 76933,
    Estimate,"1,340"
    Margin of Error,±173
ZCTA5 76934,
    Estimate,974
    Margin of Error,±317
ZCTA5 76935,
    Estimate,"1,852"
    Margin of Error,±501
ZCTA5 76936,
    Estimate,"2,898"
    Margin of Error,*****
ZCTA5 76937,
    Estimate,13
    Margin of Error,±20
ZCTA5 76939,
    Estimate,0
    Margin of Error,±14
ZCTA5 76940,
    Estimate,107
    Margin of Error,±105
ZCTA5 76941,
    Estimate,"1,421"
    Margin of Error,±153
ZCTA5 76943,
    Estimate,"3,206"
    Margin of Error,±331
ZCTA5 76945,
    Estimate,"1,762"
    Margin of Error,±144
ZCTA5 76949,
    Estimate,13
    Margin of Error,±10
ZCTA5 76950,
    Estimate,"3,824"
    Margin of Error,±43
ZCTA5 76951,
    Estimate,"1,274"
    Margin of Error,±165
ZCTA5 76953,
    Estimate,83
    Margin of Error,±52
ZCTA5 76955,
    Estimate,141
    Margin of Error,±88
ZCTA5 76957,
    Estimate,158
    Margin of Error,±163
ZCTA5 76958,
    Estimate,134
    Margin of Error,±79
ZCTA5 77002,
    Estimate,"17,026"
    Margin of Error,"±2,821"
ZCTA5 77003,
    Estimate,"9,612"
    Margin of Error,±862
ZCTA5 77004,
    Estimate,"38,721"
    Margin of Error,"±2,456"
ZCTA5 77005,
    Estimate,"29,022"
    Margin of Error,"±1,472"
ZCTA5 77006,
    Estimate,"21,938"
    Margin of Error,"±1,312"
ZCTA5 77007,
    Estimate,"40,112"
    Margin of Error,"±1,933"
ZCTA5 77008,
    Estimate,"36,248"
    Margin of Error,"±2,124"
ZCTA5 77009,
    Estimate,"37,149"
    Margin of Error,"±2,400"
ZCTA5 77010,
    Estimate,911
    Margin of Error,±239
ZCTA5 77011,
    Estimate,"18,296"
    Margin of Error,"±1,970"
ZCTA5 77012,
    Estimate,"18,640"
    Margin of Error,"±1,860"
ZCTA5 77013,
    Estimate,"19,548"
