Label (Grouping),Total
    Estimate,"17,910"
    Margin of Error,±871
ZCTA5 76009,
    Estimate,"21,041"
    Margin of Error,"±1,234"
ZCTA5 76010,
    Estimate,"57,668"
    Margin of Error,"±1,875"
ZCTA5 76011,
    Estimate,"22,640"
    Margin of Error,"±1,184"
ZCTA5 76012,
    Estimate,"26,919"
    Margin of Error,"±1,310"
ZCTA5 76013,
    Estimate,"33,760"
    Margin of Error,"±1,281"
ZCTA5 76014,
    Estimate,"36,156"
    Margin of Error,"±1,502"
ZCTA5 76015,
    Estimate,"16,253"
    Margin of Error,±931
ZCTA5 76016,
    Estimate,"31,318"
    Margin of Error,±950
ZCTA5 76017,
    Estimate,"47,355"
    Margin of Error,"±1,793"
ZCTA5 76018,
    Estimate,"31,729"
    Margin of Error,"±2,062"
ZCTA5 76020,
    Estimate,"28,207"
    Margin of Error,"±1,187"
ZCTA5 76021,
    Estimate,"35,741"
    Margin of Error,±645
ZCTA5 76022,
    Estimate,"13,532"
    Margin of Error,±636
ZCTA5 76023,
    Estimate,"6,533"
    Margin of Error,±855
ZCTA5 76028,
    Estimate,"69,413"
    Margin of Error,"±1,548"
ZCTA5 76031,
    Estimate,"16,855"
    Margin of Error,"±1,180"
ZCTA5 76033,
    Estimate,"26,310"
    Margin of Error,±697
ZCTA5 76034,
    Estimate,"26,001"
    Margin of Error,±70
ZCTA5 76035,
    Estimate,"1,654"
    Margin of Error,±504
ZCTA5 76036,
    Estimate,"25,597"
    Margin of Error,"±1,283"
ZCTA5 76039,
    Estimate,"35,394"
    Margin of Error,"±1,107"
ZCTA5 76040,
    Estimate,"32,005"
    Margin of Error,"±1,390"
ZCTA5 76041,
    Estimate,568
    Margin of Error,±299
ZCTA5 76043,
    Estimate,"7,499"
    Margin of Error,±426
ZCTA5 76044,
    Estimate,"3,810"
    Margin of Error,±357
ZCTA5 76048,
    Estimate,"24,118"
    Margin of Error,±866
ZCTA5 76049,
    Estimate,"29,279"
    Margin of Error,"±1,046"
ZCTA5 76050,
    Estimate,"6,241"
    Margin of Error,±639
ZCTA5 76051,
    Estimate,"52,454"
    Margin of Error,±77
ZCTA5 76052,
    Estimate,"22,744"
    Margin of Error,"±2,203"
ZCTA5 76053,
    Estimate,"30,939"
    Margin of Error,±830
ZCTA5 76054,
    Estimate,"12,119"
    Margin of Error,±611
ZCTA5 76055,
    Estimate,"2,703"
    Margin of Error,±344
ZCTA5 76058,
    Estimate,"18,535"
    Margin of Error,±892
ZCTA5 76059,
    Estimate,"5,211"
    Margin of Error,±381
ZCTA5 76060,
    Estimate,"8,198"
    Margin of Error,±231
ZCTA5 76061,
    Estimate,39
    Margin of Error,±64
ZCTA5 76063,
    Estimate,"71,555"
    Margin of Error,"±1,193"
ZCTA5 76064,
    Estimate,"1,808"
    Margin of Error,±427
ZCTA5 76065,
    Estimate,"35,643"
    Margin of Error,±837
ZCTA5 76066,
    Estimate,"2,443"
    Margin of Error,±497
ZCTA5 76067,
    Estimate,"20,215"
    Margin of Error,±622
ZCTA5 76070,
    Estimate,853
    Margin of Error,±365
ZCTA5 76071,
    Estimate,"4,508"
    Margin of Error,±592
ZCTA5 76073,
    Estimate,"5,774"
    Margin of Error,±636
ZCTA5 76077,
    Estimate,342
    Margin of Error,±169
ZCTA5 76078,
    Estimate,"10,168"
    Margin of Error,±787
ZCTA5 76082,
    Estimate,"18,951"
    Margin of Error,"±1,157"
ZCTA5 76084,
    Estimate,"8,453"
    Margin of Error,±705
ZCTA5 76085,
    Estimate,"11,119"
    Margin of Error,"±1,139"
ZCTA5 76086,
    Estimate,"23,383"
    Margin of Error,±788
ZCTA5 76087,
    Estimate,"27,089"
    Margin of Error,"±1,398"
ZCTA5 76088,
    Estimate,"11,827"
    Margin of Error,"±1,140"
ZCTA5 76092,
    Estimate,"30,908"
    Margin of Error,±265
ZCTA5 76093,
    Estimate,"1,753"
    Margin of Error,±376
ZCTA5 76102,
    Estimate,"9,417"
    Margin of Error,±661
ZCTA5 76103,
    Estimate,"14,508"
    Margin of Error,"±1,034"
ZCTA5 76104,
    Estimate,"18,327"
    Margin of Error,"±1,105"
ZCTA5 76105,
    Estimate,"21,822"
    Margin of Error,"±1,281"
ZCTA5 76106,
    Estimate,"40,014"
    Margin of Error,"±2,137"
ZCTA5 76107,
    Estimate,"29,851"
    Margin of Error,"±1,214"
ZCTA5 76108,
    Estimate,"43,178"
    Margin of Error,"±1,349"
ZCTA5 76109,
    Estimate,"23,512"
    Margin of Error,"±1,206"
ZCTA5 76110,
    Estimate,"31,825"
    Margin of Error,"±1,438"
ZCTA5 76111,
    Estimate,"22,320"
    Margin of Error,±864
ZCTA5 76112,
    Estimate,"41,743"
    Margin of Error,"±1,411"
ZCTA5 76114,
    Estimate,"25,416"
    Margin of Error,±930
ZCTA5 76115,
    Estimate,"20,507"
    Margin of Error,"±1,252"
ZCTA5 76116,
    Estimate,"50,640"
    Margin of Error,"±2,047"
ZCTA5 76117,
    Estimate,"31,860"
    Margin of Error,"±1,210"
ZCTA5 76118,
    Estimate,"16,300"
    Margin of Error,±828
ZCTA5 76119,
    Estimate,"50,213"
    Margin of Error,"±1,681"
ZCTA5 76120,
    Estimate,"18,820"
    Margin of Error,"±1,241"
ZCTA5 76123,
    Estimate,"34,056"
    Margin of Error,"±1,632"
ZCTA5 76126,
    Estimate,"22,825"
    Margin of Error,±764
ZCTA5 76127,
    Estimate,"2,049"
    Margin of Error,±296
ZCTA5 76129,
    Estimate,"2,920"
    Margin of Error,±291
ZCTA5 76131,
    Estimate,"40,463"
    Margin of Error,"±2,304"
ZCTA5 76132,
    Estimate,"27,058"
    Margin of Error,"±1,010"
ZCTA5 76133,
    Estimate,"51,369"
    Margin of Error,"±1,963"
ZCTA5 76134,
    Estimate,"26,484"
    Margin of Error,"±1,434"
ZCTA5 76135,
    Estimate,"23,230"
    Margin of Error,"±1,841"
ZCTA5 76137,
    Estimate,"60,061"
    Margin of Error,"±1,580"
ZCTA5 76140,
    Estimate,"30,661"
    Margin of Error,"±1,523"
ZCTA5 76148,
    Estimate,"23,586"
    Margin of Error,±690
ZCTA5 76155,
    Estimate,"5,494"
    Margin of Error,±413
ZCTA5 76164,
    Estimate,"15,685"
    Margin of Error,"±1,030"
ZCTA5 76177,
    Estimate,"9,361"
    Margin of Error,"±1,192"
ZCTA5 76179,
    Estimate,"60,286"
    Margin of Error,"±2,101"
ZCTA5 76180,
    Estimate,"36,964"
    Margin of Error,±840
ZCTA5 76182,
    Estimate,"31,031"
    Margin of Error,±827
ZCTA5 76201,
    Estimate,"27,965"
    Margin of Error,±946
ZCTA5 76205,
    Estimate,"22,093"
    Margin of Error,"±1,327"
ZCTA5 76207,
    Estimate,"14,342"
    Margin of Error,±883
ZCTA5 76208,
    Estimate,"24,687"
    Margin of Error,"±1,422"
ZCTA5 76209,
    Estimate,"24,838"
    Margin of Error,"±1,333"
ZCTA5 76210,
    Estimate,"44,231"
    Margin of Error,"±1,206"
ZCTA5 76225,
    Estimate,"3,035"
    Margin of Error,±435
ZCTA5 76226,
    Estimate,"25,100"
    Margin of Error,±989
ZCTA5 76227,
    Estimate,"32,000"
    Margin of Error,"±1,167"
ZCTA5 76228,
    Estimate,999
    Margin of Error,±154
ZCTA5 76230,
    Estimate,"9,762"
    Margin of Error,±454
ZCTA5 76233,
    Estimate,"3,327"
    Margin of Error,±524
ZCTA5 76234,
    Estimate,"16,187"
    Margin of Error,±785
ZCTA5 76238,
    Estimate,353
    Margin of Error,±119
ZCTA5 76239,
    Estimate,"1,214"
    Margin of Error,±235
ZCTA5 76240,
    Estimate,"27,419"
    Margin of Error,±797
ZCTA5 76244,
    Estimate,"76,882"
    Margin of Error,"±2,681"
ZCTA5 76245,
    Estimate,"2,068"
    Margin of Error,±412
ZCTA5 76247,
    Estimate,"14,260"
    Margin of Error,±973
ZCTA5 76248,
    Estimate,"39,376"
    Margin of Error,±739
ZCTA5 76249,
    Estimate,"8,550"
    Margin of Error,±751
ZCTA5 76250,
    Estimate,"1,017"
    Margin of Error,±184
ZCTA5 76251,
    Estimate,671
    Margin of Error,±149
ZCTA5 76252,
    Estimate,"2,834"
    Margin of Error,±296
ZCTA5 76253,
    Estimate,294
    Margin of Error,±167
ZCTA5 76255,
    Estimate,"5,444"
    Margin of Error,±268
ZCTA5 76258,
    Estimate,"6,876"
    Margin of Error,±453
ZCTA5 76259,
    Estimate,"6,042"
    Margin of Error,±980
ZCTA5 76261,
    Estimate,235
    Margin of Error,±79
ZCTA5 76262,
    Estimate,"37,183"
    Margin of Error,"±1,312"
ZCTA5 76263,
    Estimate,158
    Margin of Error,±118
ZCTA5 76264,
    Estimate,"1,508"
    Margin of Error,±380
ZCTA5 76265,
    Estimate,"1,602"
    Margin of Error,±234
ZCTA5 76266,
    Estimate,"15,695"
    Margin of Error,±685
ZCTA5 76268,
    Estimate,273
    Margin of Error,±122
ZCTA5 76270,
    Estimate,"1,834"
    Margin of Error,±387
ZCTA5 76271,
    Estimate,"1,741"
    Margin of Error,±548
ZCTA5 76272,
    Estimate,"4,130"
    Margin of Error,±669
ZCTA5 76273,
    Estimate,"9,575"
    Margin of Error,±856
ZCTA5 76301,
    Estimate,"15,056"
    Margin of Error,±831
ZCTA5 76302,
    Estimate,"13,083"
    Margin of Error,±629
ZCTA5 76305,
    Estimate,"4,352"
    Margin of Error,±425
ZCTA5 76306,
    Estimate,"15,201"
    Margin of Error,±847
ZCTA5 76308,
    Estimate,"19,092"
    Margin of Error,±981
ZCTA5 76309,
    Estimate,"13,695"
    Margin of Error,±841
ZCTA5 76310,
    Estimate,"18,362"
    Margin of Error,±772
ZCTA5 76311,
    Estimate,"8,784"
    Margin of Error,±798
ZCTA5 76351,
    Estimate,"2,047"
    Margin of Error,±263
ZCTA5 76354,
    Estimate,"12,021"
    Margin of Error,±313
ZCTA5 76357,
    Estimate,622
    Margin of Error,±155
ZCTA5 76360,
    Estimate,"3,533"
    Margin of Error,±350
ZCTA5 76363,
    Estimate,523
    Margin of Error,±159
ZCTA5 76364,
    Estimate,152
    Margin of Error,±66
ZCTA5 76365,
    Estimate,"4,419"
    Margin of Error,±200
ZCTA5 76366,
    Estimate,"1,841"
    Margin of Error,±227
ZCTA5 76367,
    Estimate,"14,917"
    Margin of Error,±518
ZCTA5 76370,
    Estimate,257
    Margin of Error,±77
ZCTA5 76371,
    Estimate,"1,376"
    Margin of Error,±189
ZCTA5 76372,
    Estimate,"1,179"
    Margin of Error,±290
ZCTA5 76373,
    Estimate,187
    Margin of Error,±97
ZCTA5 76374,
    Estimate,"3,906"
    Margin of Error,±313
ZCTA5 76377,
    Estimate,793
    Margin of Error,±193
ZCTA5 76379,
    Estimate,610
    Margin of Error,±190
ZCTA5 76380,
    Estimate,"3,639"
    Margin of Error,±37
ZCTA5 76384,
    Estimate,"12,289"
    Margin of Error,±167
ZCTA5 76388,
    Estimate,255
    Margin of Error,±87
ZCTA5 76389,
    Estimate,"1,413"
    Margin of Error,±207
ZCTA5 76401,
    Estimate,"30,324"
    Margin of Error,±793
ZCTA5 76402,
    Estimate,881
    Margin of Error,±195
ZCTA5 76424,
    Estimate,"8,811"
    Margin of Error,±250
ZCTA5 76426,
    Estimate,"12,251"
    Margin of Error,±706
ZCTA5 76427,
    Estimate,760
    Margin of Error,±162
ZCTA5 76429,
    Estimate,119
    Margin of Error,±88
ZCTA5 76430,
    Estimate,"2,318"
    Margin of Error,±184
ZCTA5 76431,
    Estimate,"3,415"
    Margin of Error,±583
ZCTA5 76432,
    Estimate,"1,166"
    Margin of Error,±283
ZCTA5 76433,
    Estimate,"1,517"
    Margin of Error,±262
ZCTA5 76435,
    Estimate,467
    Margin of Error,±138
ZCTA5 76436,
    Estimate,237
    Margin of Error,±127
ZCTA5 76437,
    Estimate,"5,706"
    Margin of Error,±545
ZCTA5 76442,
    Estimate,"7,813"
    Margin of Error,±436
ZCTA5 76443,
    Estimate,"2,056"
    Margin of Error,±291
ZCTA5 76444,
    Estimate,"3,585"
    Margin of Error,±317
ZCTA5 76445,
    Estimate,165
    Margin of Error,±90
ZCTA5 76446,
    Estimate,"7,686"
    Margin of Error,±718
ZCTA5 76448,
    Estimate,"5,547"
    Margin of Error,±516
ZCTA5 76449,
    Estimate,"2,506"
    Margin of Error,±339
ZCTA5 76450,
    Estimate,"13,020"
    Margin of Error,±479
ZCTA5 76452,
    Estimate,108
    Margin of Error,±87
ZCTA5 76453,
    Estimate,"1,275"
    Margin of Error,±190
ZCTA5 76454,
    Estimate,"1,553"
    Margin of Error,±326
ZCTA5 76455,
    Estimate,973
    Margin of Error,±183
ZCTA5 76457,
    Estimate,"3,764"
    Margin of Error,±407
ZCTA5 76458,
    Estimate,"6,025"
    Margin of Error,±194
ZCTA5 76459,
    Estimate,241
    Margin of Error,±99
ZCTA5 76460,
    Estimate,348
    Margin of Error,±190
ZCTA5 76462,
    Estimate,"3,372"
    Margin of Error,±680
ZCTA5 76463,
    Estimate,382
    Margin of Error,±105
ZCTA5 76464,
    Estimate,532
    Margin of Error,±137
ZCTA5 76466,
    Estimate,244
    Margin of Error,±211
ZCTA5 76469,
    Estimate,78
    Margin of Error,±37
ZCTA5 76470,
    Estimate,"3,479"
    Margin of Error,±479
ZCTA5 76471,
    Estimate,"1,940"
    Margin of Error,±333
ZCTA5 76472,
    Estimate,"1,699"
    Margin of Error,±366
ZCTA5 76474,
    Estimate,196
    Margin of Error,±69
ZCTA5 76475,
    Estimate,892
    Margin of Error,±180
ZCTA5 76476,
    Estimate,"2,623"
    Margin of Error,±573
ZCTA5 76481,
    Estimate,255
    Margin of Error,±279
ZCTA5 76483,
    Estimate,"1,065"
    Margin of Error,±137
ZCTA5 76484,
    Estimate,921
    Margin of Error,±265
ZCTA5 76486,
    Estimate,"1,105"
    Margin of Error,±246
ZCTA5 76487,
    Estimate,"3,201"
    Margin of Error,±592
ZCTA5 76490,
    Estimate,79
    Margin of Error,±48
ZCTA5 76491,
    Estimate,318
    Margin of Error,±79
ZCTA5 76501,
    Estimate,"16,801"
    Margin of Error,"±1,102"
ZCTA5 76502,
    Estimate,"40,622"
    Margin of Error,"±1,428"
ZCTA5 76504,
    Estimate,"23,666"
    Margin of Error,"±1,056"
ZCTA5 76508,
    Estimate,8
    Margin of Error,±16
ZCTA5 76511,
    Estimate,"2,753"
    Margin of Error,±426
ZCTA5 76513,
    Estimate,"37,916"
    Margin of Error,"±1,098"
ZCTA5 76518,
    Estimate,"1,880"
    Margin of Error,±388
ZCTA5 76519,
    Estimate,401
    Margin of Error,±323
ZCTA5 76520,
    Estimate,"7,921"
    Margin of Error,±404
ZCTA5 76522,
    Estimate,"36,204"
    Margin of Error,±422
ZCTA5 76523,
    Estimate,0
    Margin of Error,±13
ZCTA5 76524,
    Estimate,"2,944"
    Margin of Error,±443
ZCTA5 76525,
    Estimate,"1,082"
    Margin of Error,±201
ZCTA5 76527,
    Estimate,"3,681"
    Margin of Error,±581
ZCTA5 76528,
    Estimate,"16,825"
    Margin of Error,±799
ZCTA5 76530,
    Estimate,"2,037"
    Margin of Error,±257
ZCTA5 76531,
    Estimate,"4,740"
    Margin of Error,±311
ZCTA5 76534,
    Estimate,"2,857"
    Margin of Error,±489
ZCTA5 76537,
    Estimate,"5,631"
    Margin of Error,±498
ZCTA5 76538,
    Estimate,860
    Margin of Error,±188
ZCTA5 76539,
    Estimate,"8,566"
    Margin of Error,±917
ZCTA5 76541,
    Estimate,"18,198"
    Margin of Error,"±1,219"
ZCTA5 76542,
    Estimate,"49,857"
    Margin of Error,"±1,828"
ZCTA5 76543,
    Estimate,"30,378"
    Margin of Error,"±1,273"
ZCTA5 76544,
    Estimate,"25,561"
    Margin of Error,"±1,297"
ZCTA5 76548,
    Estimate,"30,329"
    Margin of Error,±354
ZCTA5 76549,
    Estimate,"51,767"
    Margin of Error,"±2,151"
ZCTA5 76550,
    Estimate,"12,905"
    Margin of Error,±585
ZCTA5 76554,
    Estimate,"2,139"
    Margin of Error,±381
ZCTA5 76556,
    Estimate,"1,372"
    Margin of Error,±234
ZCTA5 76557,
    Estimate,"5,184"
    Margin of Error,±619
ZCTA5 76559,
    Estimate,"5,849"
    Margin of Error,±267
ZCTA5 76561,
    Estimate,"1,059"
    Margin of Error,±200
ZCTA5 76565,
    Estimate,104
    Margin of Error,±77
ZCTA5 76566,
    Estimate,292
    Margin of Error,±163
ZCTA5 76567,
    Estimate,"9,170"
    Margin of Error,±578
ZCTA5 76569,
    Estimate,"2,297"
    Margin of Error,±304
ZCTA5 76570,
    Estimate,"2,723"
    Margin of Error,±453
ZCTA5 76571,
    Estimate,"7,737"
    Margin of Error,±680
ZCTA5 76573,
    Estimate,23
    Margin of Error,±28
ZCTA5 76574,
    Estimate,"19,026"
    Margin of Error,±402
ZCTA5 76577,
    Estimate,"3,052"
    Margin of Error,±384
ZCTA5 76578,
    Estimate,"1,443"
    Margin of Error,±299
ZCTA5 76579,
    Estimate,"4,732"
    Margin of Error,±555
ZCTA5 76596,
    Estimate,"1,317"
    Margin of Error,±159
ZCTA5 76597,
    Estimate,"2,817"
    Margin of Error,±269
ZCTA5 76598,
    Estimate,506
    Margin of Error,±86
ZCTA5 76599,
    Estimate,"2,084"
    Margin of Error,±198
ZCTA5 76621,
    Estimate,870
    Margin of Error,±151
ZCTA5 76622,
    Estimate,"1,066"
    Margin of Error,±223
ZCTA5 76623,
    Estimate,190
    Margin of Error,±84
ZCTA5 76624,
    Estimate,"1,925"
    Margin of Error,±373
ZCTA5 76626,
    Estimate,"1,192"
    Margin of Error,±265
ZCTA5 76627,
    Estimate,"1,574"
    Margin of Error,±300
ZCTA5 76628,
    Estimate,34
    Margin of Error,±19
ZCTA5 76629,
    Estimate,"1,627"
    Margin of Error,±258
ZCTA5 76630,
    Estimate,"1,271"
    Margin of Error,±552
ZCTA5 76631,
    Estimate,592
    Margin of Error,±154
ZCTA5 76632,
    Estimate,"1,732"
    Margin of Error,±361
ZCTA5 76633,
    Estimate,"5,286"
    Margin of Error,±472
ZCTA5 76634,
    Estimate,"7,225"
    Margin of Error,±341
ZCTA5 76635,
    Estimate,"1,216"
    Margin of Error,±210
ZCTA5 76636,
    Estimate,"1,404"
    Margin of Error,±257
ZCTA5 76637,
    Estimate,558
    Margin of Error,±128
ZCTA5 76638,
    Estimate,"3,064"
    Margin of Error,±308
ZCTA5 76639,
    Estimate,"1,471"
    Margin of Error,±308
ZCTA5 76640,
    Estimate,"3,157"
    Margin of Error,±656
ZCTA5 76641,
    Estimate,"1,688"
    Margin of Error,±263
ZCTA5 76642,
    Estimate,"6,750"
    Margin of Error,±342
ZCTA5 76643,
    Estimate,"14,347"
    Margin of Error,±46
ZCTA5 76645,
    Estimate,"10,459"
    Margin of Error,±271
ZCTA5 76648,
    Estimate,"2,789"
    Margin of Error,±387
ZCTA5 76649,
    Estimate,635
    Margin of Error,±150
ZCTA5 76650,
    Estimate,148
    Margin of Error,±72
ZCTA5 76651,
    Estimate,"3,221"
    Margin of Error,±301
ZCTA5 76652,
    Estimate,"1,352"
    Margin of Error,±282
ZCTA5 76653,
    Estimate,"1,253"
    Margin of Error,±312
ZCTA5 76654,
    Estimate,159
    Margin of Error,±64
ZCTA5 76655,
    Estimate,"8,652"
    Margin of Error,±531
ZCTA5 76656,
    Estimate,"2,499"
    Margin of Error,±274
ZCTA5 76657,
    Estimate,"9,897"
    Margin of Error,±643
ZCTA5 76660,
    Estimate,587
    Margin of Error,±144
ZCTA5 76661,
    Estimate,"8,060"
    Margin of Error,±412
ZCTA5 76664,
    Estimate,"3,762"
    Margin of Error,±343
ZCTA5 76665,
    Estimate,"2,523"
    Margin of Error,±247
ZCTA5 76666,
    Estimate,285
    Margin of Error,±88
ZCTA5 76667,
    Estimate,"11,096"
    Margin of Error,±474
ZCTA5 76670,
    Estimate,"1,598"
    Margin of Error,±279
ZCTA5 76671,
    Estimate,"1,722"
    Margin of Error,±225
ZCTA5 76673,
    Estimate,"1,697"
    Margin of Error,±507
ZCTA5 76676,
    Estimate,297
    Margin of Error,±110
ZCTA5 76678,
    Estimate,258
    Margin of Error,±136
ZCTA5 76679,
    Estimate,"1,376"
    Margin of Error,±375
ZCTA5 76680,
    Estimate,265
    Margin of Error,±131
ZCTA5 76681,
    Estimate,675
    Margin of Error,±235
ZCTA5 76682,
    Estimate,"2,817"
    Margin of Error,±338
ZCTA5 76685,
    Estimate,20
    Margin of Error,±23
ZCTA5 76686,
    Estimate,205
    Margin of Error,±72
ZCTA5 76687,
    Estimate,"1,898"
    Margin of Error,±326
ZCTA5 76689,
    Estimate,"3,359"
    Margin of Error,±300
ZCTA5 76690,
    Estimate,"1,063"
    Margin of Error,±220
ZCTA5 76691,
    Estimate,"6,568"
    Margin of Error,±506
ZCTA5 76692,
    Estimate,"10,474"
    Margin of Error,±546
ZCTA5 76693,
    Estimate,"1,629"
    Margin of Error,±304
ZCTA5 76701,
    Estimate,"2,002"
    Margin of Error,±382
ZCTA5 76704,
    Estimate,"7,538"
    Margin of Error,±749
ZCTA5 76705,
    Estimate,"31,230"
    Margin of Error,±866
ZCTA5 76706,
    Estimate,"38,597"
    Margin of Error,"±1,215"
ZCTA5 76707,
    Estimate,"15,418"
    Margin of Error,"±1,270"
ZCTA5 76708,
    Estimate,"27,467"
    Margin of Error,"±1,305"
ZCTA5 76710,
    Estimate,"24,685"
    Margin of Error,"±1,083"
ZCTA5 76711,
    Estimate,"9,772"
    Margin of Error,±872
ZCTA5 76712,
    Estimate,"25,503"
    Margin of Error,"±1,105"
ZCTA5 76798,
    Estimate,"1,568"
    Margin of Error,±256
ZCTA5 76801,
    Estimate,"25,319"
    Margin of Error,±514
ZCTA5 76802,
    Estimate,"5,183"
    Margin of Error,±409
ZCTA5 76820,
    Estimate,136
    Margin of Error,±75
ZCTA5 76821,
    Estimate,"4,578"
    Margin of Error,±174
ZCTA5 76823,
    Estimate,"2,840"
    Margin of Error,±302
ZCTA5 76824,
    Estimate,11
    Margin of Error,±18
ZCTA5 76825,
    Estimate,"6,798"
    Margin of Error,±170
ZCTA5 76827,
    Estimate,391
    Margin of Error,±119
ZCTA5 76828,
    Estimate,214
    Margin of Error,±89
ZCTA5 76831,
    Estimate,36
    Margin of Error,±54
ZCTA5 76832,
    Estimate,687
    Margin of Error,±155
ZCTA5 76834,
    Estimate,"5,328"
    Margin of Error,±173
ZCTA5 76836,
    Estimate,16
    Margin of Error,±17
ZCTA5 76837,
    Estimate,"3,279"
    Margin of Error,±181
ZCTA5 76841,
    Estimate,25
    Margin of Error,±28
ZCTA5 76842,
    Estimate,266
    Margin of Error,±94
ZCTA5 76844,
    Estimate,"3,706"
    Margin of Error,±219
ZCTA5 76845,
    Estimate,254
    Margin of Error,±102
ZCTA5 76848,
    Estimate,64
    Margin of Error,±48
ZCTA5 76849,
    Estimate,"3,880"
    Margin of Error,±175
ZCTA5 76852,
    Estimate,206
    Margin of Error,±49
ZCTA5 76853,
    Estimate,"1,544"
    Margin of Error,±259
ZCTA5 76854,
    Estimate,263
    Margin of Error,±135
ZCTA5 76856,
    Estimate,"3,650"
    Margin of Error,±152
ZCTA5 76857,
    Estimate,"1,596"
    Margin of Error,±258
ZCTA5 76858,
    Estimate,256
    Margin of Error,±84
ZCTA5 76859,
    Estimate,"1,978"
    Margin of Error,±77
ZCTA5 76861,
    Estimate,"1,927"
    Margin of Error,±228
ZCTA5 76862,
    Estimate,189
    Margin of Error,±80
ZCTA5 76864,
    Estimate,822
    Margin of Error,±175
ZCTA5 76865,
    Estimate,144
    Margin of Error,±86
ZCTA5 76866,
    Estimate,727
    Margin of Error,±166
ZCTA5 76869,
    Estimate,100
    Margin of Error,±84
ZCTA5 76870,
    Estimate,230
    Margin of Error,±89
ZCTA5 76871,
    Estimate,700
    Margin of Error,±166
ZCTA5 76872,
    Estimate,896
    Margin of Error,±189
ZCTA5 76873,
    Estimate,36
    Margin of Error,±20
ZCTA5 76874,
    Estimate,0
    Margin of Error,±13
ZCTA5 76875,
    Estimate,522
    Margin of Error,±101
ZCTA5 76877,
    Estimate,"4,332"
    Margin of Error,±197
ZCTA5 76878,
    Estimate,"1,857"
    Margin of Error,±160
ZCTA5 76882,
    Estimate,233
    Margin of Error,±94
ZCTA5 76884,
    Estimate,148
    Margin of Error,±64
ZCTA5 76885,
    Estimate,322
    Margin of Error,±274
ZCTA5 76887,
    Estimate,110
    Margin of Error,±83
ZCTA5 76888,
    Estimate,129
    Margin of Error,±52
ZCTA5 76890,
    Estimate,"1,100"
    Margin of Error,±234
ZCTA5 76901,
    Estimate,"30,552"
    Margin of Error,"±1,271"
ZCTA5 76903,
    Estimate,"31,749"
    Margin of Error,"±1,414"
ZCTA5 76904,
    Estimate,"35,697"
    Margin of Error,"±1,337"
ZCTA5 76905,
    Estimate,"12,769"
    Margin of Error,"±1,028"
ZCTA5 76908,
    Estimate,"2,534"
    Margin of Error,±443
ZCTA5 76930,
    Estimate,96
    Margin of Error,±50
ZCTA5 76932,
    Estimate,"3,769"
    Margin of Error,±57
ZCTA5 76933,
    Estimate,"1,273"
    Margin of Error,±149
ZCTA5 76934,
    Estimate,"1,160"
    Margin of Error,±283
ZCTA5 76935,
    Estimate,"1,912"
    Margin of Error,±487
ZCTA5 76936,
    Estimate,"3,061"
    Margin of Error,*****
ZCTA5 76937,
    Estimate,30
    Margin of Error,±33
ZCTA5 76939,
    Estimate,10
    Margin of Error,±14
ZCTA5 76940,
    Estimate,115
    Margin of Error,±106
ZCTA5 76941,
    Estimate,"1,360"
    Margin of Error,±159
ZCTA5 76943,
    Estimate,"3,527"
    Margin of Error,±216
ZCTA5 76945,
    Estimate,"1,712"
    Margin of Error,±135
ZCTA5 76949,
    Estimate,7
    Margin of Error,±3
ZCTA5 76950,
    Estimate,"3,883"
    Margin of Error,±23
ZCTA5 76951,
    Estimate,"1,141"
    Margin of Error,±137
ZCTA5 76953,
    Estimate,100
    Margin of Error,±46
ZCTA5 76955,
    Estimate,180
    Margin of Error,±113
ZCTA5 76957,
    Estimate,0
    Margin of Error,±13
ZCTA5 76958,
    Estimate,146
    Margin of Error,±85
ZCTA5 77002,
    Estimate,"13,571"
    Margin of Error,"±3,701"
ZCTA5 77003,
    Estimate,"9,876"
    Margin of Error,±718
ZCTA5 77004,
    Estimate,"36,959"
    Margin of Error,"±2,037"
ZCTA5 77005,
    Estimate,"28,552"
    Margin of Error,±644
ZCTA5 77006,
    Estimate,"22,632"
    Margin of Error,"±1,070"
ZCTA5 77007,
    Estimate,"37,492"
    Margin of Error,"±1,404"
ZCTA5 77008,
    Estimate,"34,184"
    Margin of Error,"±1,150"
ZCTA5 77009,
    Estimate,"36,260"
    Margin of Error,"±1,384"
ZCTA5 77010,
    Estimate,862
    Margin of Error,±175
ZCTA5 77011,
    Estimate,"17,803"
    Margin of Error,"±1,341"
ZCTA5 77012,
    Estimate,"19,468"
    Margin of Error,"±1,219"
ZCTA5 77013,
    Estimate,"20,706"
    Margin of Error,"±1,071"
ZCTA5 77014,
    Estimate,"36,455"
    Margin of Error,"±1,966"
ZCTA5 77015,
    Estimate,"56,155"
    Margin of Error,"±2,162"
ZCTA5 77016,
    Estimate,"30,184"
    Margin of Error,"±1,710"
ZCTA5 77017,
    Estimate,"32,720"
    Margin of Error,"±1,423"
ZCTA5 77018,
    Estimate,"28,235"
    Margin of Error,"±1,216"
ZCTA5 77019,
    Estimate,"21,319"
    Margin of Error,"±1,088"
ZCTA5 77020,
    Estimate,"25,749"
    Margin of Error,"±1,429"
ZCTA5 77021,
    Estimate,"26,655"
    Margin of Error,"±1,130"
ZCTA5 77022,
    Estimate,"28,277"
    Margin of Error,"±1,352"
ZCTA5 77023,
    Estimate,"29,074"
    Margin of Error,"±1,130"
