Label (Grouping),Total
    Margin of Error,±364
ZCTA5 75949,
    Estimate,"8,472"
    Margin of Error,"±1,273"
ZCTA5 75951,
    Estimate,"15,148"
    Margin of Error,±887
ZCTA5 75954,
    Estimate,"2,719"
    Margin of Error,±491
ZCTA5 75956,
    Estimate,"7,374"
    Margin of Error,±987
ZCTA5 75959,
    Estimate,974
    Margin of Error,±396
ZCTA5 75960,
    Estimate,785
    Margin of Error,±409
ZCTA5 75961,
    Estimate,"15,081"
    Margin of Error,±929
ZCTA5 75962,
    Estimate,"3,336"
    Margin of Error,±310
ZCTA5 75964,
    Estimate,"20,623"
    Margin of Error,"±1,074"
ZCTA5 75965,
    Estimate,"17,410"
    Margin of Error,±935
ZCTA5 75966,
    Estimate,"4,788"
    Margin of Error,±467
ZCTA5 75968,
    Estimate,"2,128"
    Margin of Error,±332
ZCTA5 75969,
    Estimate,"4,597"
    Margin of Error,±705
ZCTA5 75972,
    Estimate,"6,081"
    Margin of Error,±476
ZCTA5 75973,
    Estimate,"2,934"
    Margin of Error,±446
ZCTA5 75974,
    Estimate,"2,726"
    Margin of Error,±535
ZCTA5 75975,
    Estimate,"4,441"
    Margin of Error,±531
ZCTA5 75976,
    Estimate,"1,225"
    Margin of Error,±406
ZCTA5 75977,
    Estimate,461
    Margin of Error,±181
ZCTA5 75979,
    Estimate,"11,473"
    Margin of Error,±716
ZCTA5 75980,
    Estimate,"2,522"
    Margin of Error,±434
ZCTA5 76001,
    Estimate,"38,010"
    Margin of Error,"±3,480"
ZCTA5 76002,
    Estimate,"33,076"
    Margin of Error,"±2,533"
ZCTA5 76005,
    Estimate,"4,899"
    Margin of Error,"±1,277"
ZCTA5 76006,
    Estimate,"24,072"
    Margin of Error,"±1,395"
ZCTA5 76008,
    Estimate,"23,084"
    Margin of Error,"±1,249"
ZCTA5 76009,
    Estimate,"19,879"
    Margin of Error,"±1,312"
ZCTA5 76010,
    Estimate,"57,197"
    Margin of Error,"±2,654"
ZCTA5 76011,
    Estimate,"22,529"
    Margin of Error,"±1,896"
ZCTA5 76012,
    Estimate,"27,769"
    Margin of Error,"±1,644"
ZCTA5 76013,
    Estimate,"35,535"
    Margin of Error,"±2,109"
ZCTA5 76014,
    Estimate,"32,805"
    Margin of Error,"±1,643"
ZCTA5 76015,
    Estimate,"17,474"
    Margin of Error,"±1,607"
ZCTA5 76016,
    Estimate,"31,079"
    Margin of Error,"±2,063"
ZCTA5 76017,
    Estimate,"46,361"
    Margin of Error,"±2,602"
ZCTA5 76018,
    Estimate,"27,827"
    Margin of Error,"±2,074"
ZCTA5 76020,
    Estimate,"32,937"
    Margin of Error,"±1,690"
ZCTA5 76021,
    Estimate,"34,858"
    Margin of Error,"±1,383"
ZCTA5 76022,
    Estimate,"14,632"
    Margin of Error,"±1,385"
ZCTA5 76023,
    Estimate,"7,227"
    Margin of Error,±840
ZCTA5 76028,
    Estimate,"76,343"
    Margin of Error,"±2,155"
ZCTA5 76031,
    Estimate,"18,108"
    Margin of Error,"±1,863"
ZCTA5 76033,
    Estimate,"27,664"
    Margin of Error,±919
ZCTA5 76034,
    Estimate,"25,793"
    Margin of Error,±120
ZCTA5 76035,
    Estimate,"3,101"
    Margin of Error,±729
ZCTA5 76036,
    Estimate,"30,489"
    Margin of Error,"±1,751"
ZCTA5 76039,
    Estimate,"41,045"
    Margin of Error,"±1,411"
ZCTA5 76040,
    Estimate,"30,708"
    Margin of Error,"±1,949"
ZCTA5 76041,
    Estimate,772
    Margin of Error,±412
ZCTA5 76043,
    Estimate,"7,281"
    Margin of Error,±456
ZCTA5 76044,
    Estimate,"7,644"
    Margin of Error,±901
ZCTA5 76048,
    Estimate,"27,005"
    Margin of Error,"±1,198"
ZCTA5 76049,
    Estimate,"29,301"
    Margin of Error,"±1,241"
ZCTA5 76050,
    Estimate,"7,395"
    Margin of Error,±900
ZCTA5 76051,
    Estimate,"50,303"
    Margin of Error,±252
ZCTA5 76052,
    Estimate,"27,171"
    Margin of Error,"±1,888"
ZCTA5 76053,
    Estimate,"31,396"
    Margin of Error,"±1,239"
ZCTA5 76054,
    Estimate,"11,886"
    Margin of Error,±961
ZCTA5 76055,
    Estimate,"3,566"
    Margin of Error,±420
ZCTA5 76058,
    Estimate,"21,082"
    Margin of Error,"±1,242"
ZCTA5 76059,
    Estimate,"5,224"
    Margin of Error,±396
ZCTA5 76060,
    Estimate,"8,552"
    Margin of Error,±274
ZCTA5 76061,
    Estimate,59
    Margin of Error,±96
ZCTA5 76063,
    Estimate,"80,101"
    Margin of Error,"±1,769"
ZCTA5 76064,
    Estimate,"1,952"
    Margin of Error,±539
ZCTA5 76065,
    Estimate,"42,415"
    Margin of Error,"±1,030"
ZCTA5 76066,
    Estimate,"4,923"
    Margin of Error,"±1,751"
ZCTA5 76067,
    Estimate,"20,582"
    Margin of Error,±611
ZCTA5 76070,
    Estimate,766
    Margin of Error,±459
ZCTA5 76071,
    Estimate,"4,610"
    Margin of Error,±711
ZCTA5 76073,
    Estimate,"6,948"
    Margin of Error,±810
ZCTA5 76077,
    Estimate,748
    Margin of Error,±289
ZCTA5 76078,
    Estimate,"9,696"
    Margin of Error,"±1,198"
ZCTA5 76082,
    Estimate,"23,489"
    Margin of Error,"±1,973"
ZCTA5 76084,
    Estimate,"12,058"
    Margin of Error,"±1,395"
ZCTA5 76085,
    Estimate,"11,695"
    Margin of Error,"±1,261"
ZCTA5 76086,
    Estimate,"21,979"
    Margin of Error,"±1,229"
ZCTA5 76087,
    Estimate,"31,831"
    Margin of Error,"±1,933"
ZCTA5 76088,
    Estimate,"14,693"
    Margin of Error,"±1,355"
ZCTA5 76092,
    Estimate,"31,212"
    Margin of Error,±305
ZCTA5 76093,
    Estimate,"3,485"
    Margin of Error,±934
ZCTA5 76102,
    Estimate,"11,645"
    Margin of Error,±590
ZCTA5 76103,
    Estimate,"17,285"
    Margin of Error,"±1,919"
ZCTA5 76104,
    Estimate,"18,914"
    Margin of Error,"±1,520"
ZCTA5 76105,
    Estimate,"23,252"
    Margin of Error,"±1,825"
ZCTA5 76106,
    Estimate,"37,777"
    Margin of Error,"±2,842"
ZCTA5 76107,
    Estimate,"29,629"
    Margin of Error,"±1,471"
ZCTA5 76108,
    Estimate,"44,930"
    Margin of Error,"±1,790"
ZCTA5 76109,
    Estimate,"25,658"
    Margin of Error,"±1,634"
ZCTA5 76110,
    Estimate,"33,640"
    Margin of Error,"±2,440"
ZCTA5 76111,
    Estimate,"21,366"
    Margin of Error,"±1,836"
ZCTA5 76112,
    Estimate,"44,116"
    Margin of Error,"±2,115"
ZCTA5 76114,
    Estimate,"27,297"
    Margin of Error,"±1,437"
ZCTA5 76115,
    Estimate,"21,355"
    Margin of Error,"±1,682"
ZCTA5 76116,
    Estimate,"49,232"
    Margin of Error,"±2,316"
ZCTA5 76117,
    Estimate,"32,692"
    Margin of Error,"±1,506"
ZCTA5 76118,
    Estimate,"16,822"
    Margin of Error,"±1,171"
ZCTA5 76119,
    Estimate,"51,401"
    Margin of Error,"±2,703"
ZCTA5 76120,
    Estimate,"19,842"
    Margin of Error,"±1,635"
ZCTA5 76123,
    Estimate,"40,973"
    Margin of Error,"±3,250"
ZCTA5 76126,
    Estimate,"25,480"
    Margin of Error,"±1,409"
ZCTA5 76127,
    Estimate,"1,657"
    Margin of Error,±154
ZCTA5 76129,
    Estimate,"1,724"
    Margin of Error,±655
ZCTA5 76131,
    Estimate,"50,572"
    Margin of Error,"±4,012"
ZCTA5 76132,
    Estimate,"26,709"
    Margin of Error,"±1,659"
ZCTA5 76133,
    Estimate,"54,241"
    Margin of Error,"±3,472"
ZCTA5 76134,
    Estimate,"29,211"
    Margin of Error,"±2,561"
ZCTA5 76135,
    Estimate,"18,648"
    Margin of Error,"±1,500"
ZCTA5 76137,
    Estimate,"58,970"
    Margin of Error,"±2,595"
ZCTA5 76140,
    Estimate,"31,882"
    Margin of Error,"±2,354"
ZCTA5 76148,
    Estimate,"24,080"
    Margin of Error,"±1,265"
ZCTA5 76155,
    Estimate,"6,295"
    Margin of Error,±780
ZCTA5 76164,
    Estimate,"13,853"
    Margin of Error,"±1,011"
ZCTA5 76177,
    Estimate,"21,967"
    Margin of Error,"±2,623"
ZCTA5 76179,
    Estimate,"74,074"
    Margin of Error,"±3,430"
ZCTA5 76180,
    Estimate,"37,271"
    Margin of Error,"±1,381"
ZCTA5 76182,
    Estimate,"30,509"
    Margin of Error,"±1,378"
ZCTA5 76201,
    Estimate,"28,345"
    Margin of Error,"±1,778"
ZCTA5 76203,
    Estimate,"1,026"
    Margin of Error,±430
ZCTA5 76205,
    Estimate,"20,734"
    Margin of Error,"±1,897"
ZCTA5 76207,
    Estimate,"16,685"
    Margin of Error,"±1,436"
ZCTA5 76208,
    Estimate,"27,364"
    Margin of Error,"±2,056"
ZCTA5 76209,
    Estimate,"27,538"
    Margin of Error,"±2,029"
ZCTA5 76210,
    Estimate,"44,990"
    Margin of Error,"±1,962"
ZCTA5 76225,
    Estimate,"3,093"
    Margin of Error,±521
ZCTA5 76226,
    Estimate,"37,413"
    Margin of Error,"±2,305"
ZCTA5 76227,
    Estimate,"49,155"
    Margin of Error,"±2,396"
ZCTA5 76228,
    Estimate,"1,258"
    Margin of Error,±232
ZCTA5 76230,
    Estimate,"9,742"
    Margin of Error,±524
ZCTA5 76233,
    Estimate,"3,256"
    Margin of Error,±585
ZCTA5 76234,
    Estimate,"20,110"
    Margin of Error,"±1,572"
ZCTA5 76238,
    Estimate,499
    Margin of Error,±221
ZCTA5 76239,
    Estimate,"1,157"
    Margin of Error,±225
ZCTA5 76240,
    Estimate,"29,253"
    Margin of Error,±938
ZCTA5 76241,
    Estimate,10
    Margin of Error,±17
ZCTA5 76244,
    Estimate,"75,185"
    Margin of Error,"±4,349"
ZCTA5 76245,
    Estimate,"1,847"
    Margin of Error,±409
ZCTA5 76247,
    Estimate,"16,870"
    Margin of Error,"±1,818"
ZCTA5 76248,
    Estimate,"40,130"
    Margin of Error,±828
ZCTA5 76249,
    Estimate,"9,572"
    Margin of Error,±852
ZCTA5 76250,
    Estimate,835
    Margin of Error,±165
ZCTA5 76251,
    Estimate,672
    Margin of Error,±167
ZCTA5 76252,
    Estimate,"2,729"
    Margin of Error,±366
ZCTA5 76253,
    Estimate,264
    Margin of Error,±225
ZCTA5 76255,
    Estimate,"5,743"
    Margin of Error,±295
ZCTA5 76258,
    Estimate,"7,559"
    Margin of Error,±772
ZCTA5 76259,
    Estimate,"5,611"
    Margin of Error,±974
ZCTA5 76261,
    Estimate,152
    Margin of Error,±50
ZCTA5 76262,
    Estimate,"42,072"
    Margin of Error,"±1,521"
ZCTA5 76263,
    Estimate,20
    Margin of Error,±26
ZCTA5 76264,
    Estimate,"1,143"
    Margin of Error,±265
ZCTA5 76265,
    Estimate,"1,696"
    Margin of Error,±250
ZCTA5 76266,
    Estimate,"18,546"
    Margin of Error,"±1,299"
ZCTA5 76267,
    Estimate,64
    Margin of Error,±107
ZCTA5 76268,
    Estimate,125
    Margin of Error,±94
ZCTA5 76270,
    Estimate,"2,064"
    Margin of Error,±444
ZCTA5 76271,
    Estimate,"1,961"
    Margin of Error,±466
ZCTA5 76272,
    Estimate,"5,185"
    Margin of Error,±652
ZCTA5 76273,
    Estimate,"10,553"
    Margin of Error,±985
ZCTA5 76301,
    Estimate,"15,610"
    Margin of Error,"±1,107"
ZCTA5 76302,
    Estimate,"11,169"
    Margin of Error,±883
ZCTA5 76305,
    Estimate,"4,829"
    Margin of Error,±420
ZCTA5 76306,
    Estimate,"14,391"
    Margin of Error,"±1,322"
ZCTA5 76308,
    Estimate,"20,493"
    Margin of Error,"±1,266"
ZCTA5 76309,
    Estimate,"14,216"
    Margin of Error,"±1,040"
ZCTA5 76310,
    Estimate,"19,676"
    Margin of Error,"±1,032"
ZCTA5 76311,
    Estimate,"7,009"
    Margin of Error,±639
ZCTA5 76351,
    Estimate,"1,687"
    Margin of Error,±236
ZCTA5 76354,
    Estimate,"11,794"
    Margin of Error,±423
ZCTA5 76357,
    Estimate,490
    Margin of Error,±148
ZCTA5 76360,
    Estimate,"2,541"
    Margin of Error,±406
ZCTA5 76363,
    Estimate,247
    Margin of Error,±88
ZCTA5 76364,
    Estimate,228
    Margin of Error,±85
ZCTA5 76365,
    Estimate,"4,566"
    Margin of Error,±278
ZCTA5 76366,
    Estimate,"1,984"
    Margin of Error,±333
ZCTA5 76367,
    Estimate,"13,984"
    Margin of Error,±606
ZCTA5 76370,
    Estimate,478
    Margin of Error,±235
ZCTA5 76371,
    Estimate,"1,628"
    Margin of Error,±156
ZCTA5 76372,
    Estimate,"1,005"
    Margin of Error,±284
ZCTA5 76373,
    Estimate,155
    Margin of Error,±93
ZCTA5 76374,
    Estimate,"3,629"
    Margin of Error,±241
ZCTA5 76377,
    Estimate,438
    Margin of Error,±140
ZCTA5 76379,
    Estimate,596
    Margin of Error,±151
ZCTA5 76380,
    Estimate,"3,526"
    Margin of Error,±43
ZCTA5 76384,
    Estimate,"12,279"
    Margin of Error,±129
ZCTA5 76388,
    Estimate,205
    Margin of Error,±64
ZCTA5 76389,
    Estimate,"1,418"
    Margin of Error,±271
ZCTA5 76401,
    Estimate,"30,703"
    Margin of Error,±927
ZCTA5 76402,
    Estimate,720
    Margin of Error,±431
ZCTA5 76424,
    Estimate,"8,656"
    Margin of Error,±266
ZCTA5 76426,
    Estimate,"11,132"
    Margin of Error,±827
ZCTA5 76427,
    Estimate,"1,030"
    Margin of Error,±217
ZCTA5 76429,
    Estimate,129
    Margin of Error,±113
ZCTA5 76430,
    Estimate,"2,260"
    Margin of Error,±197
ZCTA5 76431,
    Estimate,"4,543"
    Margin of Error,±738
ZCTA5 76432,
    Estimate,"1,178"
    Margin of Error,±259
ZCTA5 76433,
    Estimate,"1,945"
    Margin of Error,±336
ZCTA5 76435,
    Estimate,541
    Margin of Error,±177
ZCTA5 76436,
    Estimate,101
    Margin of Error,±55
ZCTA5 76437,
    Estimate,"5,920"
    Margin of Error,±399
ZCTA5 76439,
    Estimate,0
    Margin of Error,±15
ZCTA5 76442,
    Estimate,"7,281"
    Margin of Error,±392
ZCTA5 76443,
    Estimate,"1,828"
    Margin of Error,±323
ZCTA5 76444,
    Estimate,"3,793"
    Margin of Error,±411
ZCTA5 76445,
    Estimate,416
    Margin of Error,±297
ZCTA5 76446,
    Estimate,"8,554"
    Margin of Error,±951
ZCTA5 76448,
    Estimate,"4,969"
    Margin of Error,±475
ZCTA5 76449,
    Estimate,"2,389"
    Margin of Error,±349
ZCTA5 76450,
    Estimate,"13,003"
    Margin of Error,±422
ZCTA5 76452,
    Estimate,133
    Margin of Error,±110
ZCTA5 76453,
    Estimate,"1,442"
    Margin of Error,±265
ZCTA5 76454,
    Estimate,"1,668"
    Margin of Error,±332
ZCTA5 76455,
    Estimate,698
    Margin of Error,±159
ZCTA5 76457,
    Estimate,"4,023"
    Margin of Error,±473
ZCTA5 76458,
    Estimate,"6,049"
    Margin of Error,±243
ZCTA5 76459,
    Estimate,139
    Margin of Error,±46
ZCTA5 76460,
    Estimate,472
    Margin of Error,±292
ZCTA5 76462,
    Estimate,"4,669"
    Margin of Error,"±1,038"
ZCTA5 76463,
    Estimate,500
    Margin of Error,±115
ZCTA5 76464,
    Estimate,409
    Margin of Error,±119
ZCTA5 76466,
    Estimate,621
    Margin of Error,±470
ZCTA5 76469,
    Estimate,73
    Margin of Error,±41
ZCTA5 76470,
    Estimate,"3,022"
    Margin of Error,±389
ZCTA5 76471,
    Estimate,"1,464"
    Margin of Error,±239
ZCTA5 76472,
    Estimate,"1,503"
    Margin of Error,±371
ZCTA5 76474,
    Estimate,340
    Margin of Error,±188
ZCTA5 76475,
    Estimate,947
    Margin of Error,±212
ZCTA5 76476,
    Estimate,"3,423"
    Margin of Error,±745
ZCTA5 76481,
    Estimate,205
    Margin of Error,±139
ZCTA5 76483,
    Estimate,746
    Margin of Error,±147
ZCTA5 76484,
    Estimate,739
    Margin of Error,±243
ZCTA5 76486,
    Estimate,"1,379"
    Margin of Error,±330
ZCTA5 76487,
    Estimate,"2,707"
    Margin of Error,±657
ZCTA5 76490,
    Estimate,39
    Margin of Error,±55
ZCTA5 76491,
    Estimate,625
    Margin of Error,±150
ZCTA5 76501,
    Estimate,"17,200"
    Margin of Error,"±1,544"
ZCTA5 76502,
    Estimate,"48,508"
    Margin of Error,"±1,868"
ZCTA5 76504,
    Estimate,"24,276"
    Margin of Error,"±1,333"
ZCTA5 76511,
    Estimate,"2,390"
    Margin of Error,±396
ZCTA5 76513,
    Estimate,"43,738"
    Margin of Error,"±1,436"
ZCTA5 76518,
    Estimate,"1,473"
    Margin of Error,±411
ZCTA5 76519,
    Estimate,483
    Margin of Error,±191
ZCTA5 76520,
    Estimate,"7,878"
    Margin of Error,±469
ZCTA5 76522,
    Estimate,"41,087"
    Margin of Error,±849
ZCTA5 76523,
    Estimate,477
    Margin of Error,±256
ZCTA5 76524,
    Estimate,"4,053"
    Margin of Error,±863
ZCTA5 76525,
    Estimate,"1,227"
    Margin of Error,±265
ZCTA5 76527,
    Estimate,"4,141"
    Margin of Error,±836
ZCTA5 76528,
    Estimate,"19,323"
    Margin of Error,"±1,718"
ZCTA5 76530,
    Estimate,"2,424"
    Margin of Error,±418
ZCTA5 76531,
    Estimate,"4,591"
    Margin of Error,±256
ZCTA5 76534,
    Estimate,"2,890"
    Margin of Error,±448
ZCTA5 76537,
    Estimate,"11,501"
    Margin of Error,±921
ZCTA5 76538,
    Estimate,"1,155"
    Margin of Error,±325
ZCTA5 76539,
    Estimate,"8,713"
    Margin of Error,±942
ZCTA5 76541,
    Estimate,"18,849"
    Margin of Error,"±1,490"
ZCTA5 76542,
    Estimate,"52,059"
    Margin of Error,"±2,444"
ZCTA5 76543,
    Estimate,"33,220"
    Margin of Error,"±2,141"
ZCTA5 76544,
    Estimate,"26,040"
    Margin of Error,"±1,152"
ZCTA5 76548,
    Estimate,"32,608"
    Margin of Error,±274
ZCTA5 76549,
    Estimate,"55,730"
    Margin of Error,"±2,989"
ZCTA5 76550,
    Estimate,"13,574"
    Margin of Error,±724
ZCTA5 76554,
    Estimate,"2,509"
    Margin of Error,±504
ZCTA5 76556,
    Estimate,"2,008"
    Margin of Error,±327
ZCTA5 76557,
    Estimate,"5,389"
    Margin of Error,±983
ZCTA5 76559,
    Estimate,"6,443"
    Margin of Error,±265
ZCTA5 76561,
    Estimate,"1,207"
    Margin of Error,±296
ZCTA5 76565,
    Estimate,39
    Margin of Error,±53
ZCTA5 76566,
    Estimate,344
    Margin of Error,±179
ZCTA5 76567,
    Estimate,"8,244"
    Margin of Error,±449
ZCTA5 76569,
    Estimate,"3,304"
    Margin of Error,±502
ZCTA5 76570,
    Estimate,"2,243"
    Margin of Error,±412
ZCTA5 76571,
    Estimate,"9,648"
    Margin of Error,"±1,066"
ZCTA5 76573,
    Estimate,27
    Margin of Error,±41
ZCTA5 76574,
    Estimate,"19,629"
    Margin of Error,±693
ZCTA5 76577,
    Estimate,"3,196"
    Margin of Error,±426
ZCTA5 76578,
    Estimate,"1,232"
    Margin of Error,±378
ZCTA5 76579,
    Estimate,"5,129"
    Margin of Error,±589
ZCTA5 76596,
    Estimate,"1,097"
    Margin of Error,±362
ZCTA5 76597,
    Estimate,"3,123"
    Margin of Error,±804
ZCTA5 76598,
    Estimate,440
    Margin of Error,±157
ZCTA5 76599,
    Estimate,"1,764"
    Margin of Error,±552
ZCTA5 76621,
    Estimate,"1,002"
    Margin of Error,±183
ZCTA5 76622,
    Estimate,"1,558"
    Margin of Error,±365
ZCTA5 76623,
    Estimate,197
    Margin of Error,±96
ZCTA5 76624,
    Estimate,"2,587"
    Margin of Error,±860
ZCTA5 76626,
    Estimate,"1,363"
    Margin of Error,±240
ZCTA5 76627,
    Estimate,"1,389"
    Margin of Error,±307
ZCTA5 76628,
    Estimate,91
    Margin of Error,±63
ZCTA5 76629,
    Estimate,"1,916"
    Margin of Error,±288
ZCTA5 76630,
    Estimate,"1,953"
    Margin of Error,±496
ZCTA5 76631,
    Estimate,540
    Margin of Error,±138
ZCTA5 76632,
    Estimate,"1,901"
    Margin of Error,±375
ZCTA5 76633,
    Estimate,"6,348"
    Margin of Error,"±1,101"
ZCTA5 76634,
    Estimate,"7,316"
    Margin of Error,±422
ZCTA5 76635,
    Estimate,"1,397"
    Margin of Error,±404
ZCTA5 76636,
    Estimate,"1,638"
    Margin of Error,±314
ZCTA5 76637,
    Estimate,466
    Margin of Error,±143
ZCTA5 76638,
    Estimate,"3,106"
    Margin of Error,±574
ZCTA5 76639,
    Estimate,"1,823"
    Margin of Error,±341
ZCTA5 76640,
    Estimate,"2,953"
    Margin of Error,±749
ZCTA5 76641,
    Estimate,"1,714"
    Margin of Error,±364
ZCTA5 76642,
    Estimate,"6,216"
    Margin of Error,±475
ZCTA5 76643,
    Estimate,"16,034"
    Margin of Error,±79
ZCTA5 76645,
    Estimate,"10,970"
    Margin of Error,±366
ZCTA5 76648,
    Estimate,"2,751"
    Margin of Error,±397
ZCTA5 76649,
    Estimate,700
    Margin of Error,±140
ZCTA5 76650,
    Estimate,96
    Margin of Error,±70
ZCTA5 76651,
    Estimate,"3,902"
    Margin of Error,±585
ZCTA5 76652,
    Estimate,955
    Margin of Error,±204
ZCTA5 76653,
    Estimate,"1,426"
    Margin of Error,±263
ZCTA5 76654,
    Estimate,173
    Margin of Error,±82
ZCTA5 76655,
    Estimate,"8,591"
    Margin of Error,"±1,133"
ZCTA5 76656,
    Estimate,"2,560"
    Margin of Error,±400
ZCTA5 76657,
    Estimate,"12,160"
    Margin of Error,"±1,165"
ZCTA5 76660,
    Estimate,664
    Margin of Error,±203
ZCTA5 76661,
    Estimate,"7,118"
    Margin of Error,±234
ZCTA5 76664,
    Estimate,"3,698"
    Margin of Error,±505
ZCTA5 76665,
    Estimate,"2,596"
    Margin of Error,±427
ZCTA5 76666,
    Estimate,186
    Margin of Error,±70
ZCTA5 76667,
    Estimate,"10,275"
    Margin of Error,±501
ZCTA5 76670,
    Estimate,"1,934"
    Margin of Error,±308
ZCTA5 76671,
    Estimate,"2,011"
    Margin of Error,±321
ZCTA5 76673,
    Estimate,"1,162"
    Margin of Error,±350
ZCTA5 76676,
    Estimate,317
    Margin of Error,±99
ZCTA5 76678,
    Estimate,112
    Margin of Error,±63
ZCTA5 76679,
    Estimate,"1,161"
    Margin of Error,±378
ZCTA5 76680,
    Estimate,199
    Margin of Error,±112
ZCTA5 76681,
    Estimate,419
    Margin of Error,±179
ZCTA5 76682,
    Estimate,"3,276"
    Margin of Error,±522
ZCTA5 76685,
    Estimate,49
    Margin of Error,±51
ZCTA5 76686,
    Estimate,230
    Margin of Error,±82
ZCTA5 76687,
    Estimate,"1,741"
    Margin of Error,±392
ZCTA5 76689,
    Estimate,"4,308"
    Margin of Error,±681
ZCTA5 76690,
    Estimate,"1,285"
    Margin of Error,±379
ZCTA5 76691,
    Estimate,"6,315"
    Margin of Error,±527
ZCTA5 76692,
    Estimate,"9,673"
    Margin of Error,±595
ZCTA5 76693,
    Estimate,"2,320"
    Margin of Error,±492
ZCTA5 76701,
    Estimate,"1,861"
    Margin of Error,±354
ZCTA5 76704,
    Estimate,"7,450"
    Margin of Error,"±1,078"
ZCTA5 76705,
    Estimate,"31,985"
    Margin of Error,"±1,088"
ZCTA5 76706,
    Estimate,"40,770"
    Margin of Error,"±1,785"
ZCTA5 76707,
    Estimate,"16,516"
    Margin of Error,"±1,365"
ZCTA5 76708,
    Estimate,"26,917"
    Margin of Error,"±1,854"
ZCTA5 76710,
    Estimate,"23,008"
    Margin of Error,"±1,429"
ZCTA5 76711,
    Estimate,"9,474"
    Margin of Error,"±1,214"
ZCTA5 76712,
    Estimate,"28,758"
    Margin of Error,"±2,138"
ZCTA5 76798,
    Estimate,"2,907"
    Margin of Error,±378
ZCTA5 76801,
    Estimate,"25,048"
    Margin of Error,±613
ZCTA5 76802,
    Estimate,"5,667"
    Margin of Error,±618
ZCTA5 76820,
    Estimate,135
    Margin of Error,±91
ZCTA5 76821,
    Estimate,"4,436"
    Margin of Error,±219
ZCTA5 76823,
    Estimate,"2,741"
    Margin of Error,±415
ZCTA5 76824,
    Estimate,0
    Margin of Error,±15
ZCTA5 76825,
    Estimate,"6,415"
    Margin of Error,±241
ZCTA5 76827,
    Estimate,611
    Margin of Error,±282
ZCTA5 76828,
    Estimate,236
    Margin of Error,±129
ZCTA5 76831,
    Estimate,0
    Margin of Error,±15
ZCTA5 76832,
    Estimate,572
    Margin of Error,±170
ZCTA5 76834,
    Estimate,"4,992"
    Margin of Error,±154
ZCTA5 76836,
    Estimate,3
    Margin of Error,±5
ZCTA5 76837,
    Estimate,"1,964"
    Margin of Error,±202
ZCTA5 76841,
    Estimate,186
    Margin of Error,±179
ZCTA5 76842,
    Estimate,179
    Margin of Error,±90
ZCTA5 76844,
    Estimate,"3,307"
    Margin of Error,±193
ZCTA5 76845,
    Estimate,231
    Margin of Error,±92
ZCTA5 76848,
    Estimate,66
    Margin of Error,±87
ZCTA5 76849,
    Estimate,"3,733"
    Margin of Error,±183
ZCTA5 76852,
    Estimate,286
    Margin of Error,±91
ZCTA5 76853,
    Estimate,"1,639"
    Margin of Error,±321
ZCTA5 76854,
    Estimate,290
    Margin of Error,±185
ZCTA5 76856,
    Estimate,"3,506"
    Margin of Error,±144
ZCTA5 76857,
    Estimate,"1,989"
    Margin of Error,±429
ZCTA5 76858,
    Estimate,226
    Margin of Error,±92
ZCTA5 76859,
    Estimate,"1,728"
    Margin of Error,±210
ZCTA5 76861,
    Estimate,"2,048"
    Margin of Error,±328
ZCTA5 76862,
    Estimate,167
    Margin of Error,±60
ZCTA5 76864,
    Estimate,800
    Margin of Error,±155
ZCTA5 76865,
    Estimate,200
    Margin of Error,±108
ZCTA5 76866,
    Estimate,946
    Margin of Error,±208
ZCTA5 76869,
    Estimate,190
    Margin of Error,±194
ZCTA5 76870,
    Estimate,70
    Margin of Error,±35
ZCTA5 76871,
    Estimate,561
    Margin of Error,±135
ZCTA5 76872,
    Estimate,798
    Margin of Error,±192
ZCTA5 76873,
    Estimate,89
    Margin of Error,±78
ZCTA5 76874,
    Estimate,0
    Margin of Error,±15
ZCTA5 76875,
    Estimate,484
    Margin of Error,±104
ZCTA5 76877,
    Estimate,"4,509"
    Margin of Error,±214
ZCTA5 76878,
    Estimate,"1,717"
    Margin of Error,±185
ZCTA5 76880,
    Estimate,0
    Margin of Error,±15
ZCTA5 76882,
    Estimate,194
    Margin of Error,±94
ZCTA5 76884,
    Estimate,75
    Margin of Error,±48
ZCTA5 76885,
    Estimate,65
    Margin of Error,±79
ZCTA5 76887,
    Estimate,68
    Margin of Error,±68
ZCTA5 76888,
    Estimate,127
    Margin of Error,±59
ZCTA5 76890,
    Estimate,902
    Margin of Error,±191
ZCTA5 76901,
    Estimate,"31,415"
    Margin of Error,"±1,762"
ZCTA5 76902,
    Estimate,0
    Margin of Error,±15
ZCTA5 76903,
    Estimate,"30,955"
    Margin of Error,"±1,871"
ZCTA5 76904,
    Estimate,"37,090"
    Margin of Error,"±2,064"
ZCTA5 76905,
    Estimate,"13,424"
    Margin of Error,"±1,233"
ZCTA5 76908,
    Estimate,"1,943"
    Margin of Error,±114
ZCTA5 76909,
    Estimate,512
    Margin of Error,±268
ZCTA5 76930,
    Estimate,87
    Margin of Error,±60
ZCTA5 76932,
    Estimate,"3,308"
    Margin of Error,*****
ZCTA5 76933,
    Estimate,"1,238"
    Margin of Error,±169
ZCTA5 76934,
    Estimate,"1,068"
    Margin of Error,±313
ZCTA5 76935,
    Estimate,"1,721"
    Margin of Error,±396
ZCTA5 76936,
    Estimate,"2,474"
    Margin of Error,*****
ZCTA5 76937,
