Label (Grouping),Total
    Estimate,"10,181"
    Margin of Error,"±1,014"
ZCTA5 78066,
    Estimate,538
    Margin of Error,±331
ZCTA5 78067,
    Estimate,695
    Margin of Error,±284
ZCTA5 78069,
    Estimate,"5,874"
    Margin of Error,±961
ZCTA5 78070,
    Estimate,"15,559"
    Margin of Error,"±1,023"
ZCTA5 78071,
    Estimate,"4,510"
    Margin of Error,±533
ZCTA5 78072,
    Estimate,404
    Margin of Error,±134
ZCTA5 78073,
    Estimate,"9,269"
    Margin of Error,"±1,060"
ZCTA5 78075,
    Estimate,166
    Margin of Error,±108
ZCTA5 78076,
    Estimate,"13,202"
    Margin of Error,±430
ZCTA5 78101,
    Estimate,"6,911"
    Margin of Error,±819
ZCTA5 78102,
    Estimate,"28,648"
    Margin of Error,±458
ZCTA5 78104,
    Estimate,65
    Margin of Error,±43
ZCTA5 78107,
    Estimate,296
    Margin of Error,±168
ZCTA5 78108,
    Estimate,"35,986"
    Margin of Error,±971
ZCTA5 78109,
    Estimate,"40,093"
    Margin of Error,"±1,509"
ZCTA5 78112,
    Estimate,"8,129"
    Margin of Error,±510
ZCTA5 78113,
    Estimate,"2,877"
    Margin of Error,±423
ZCTA5 78114,
    Estimate,"22,409"
    Margin of Error,±929
ZCTA5 78116,
    Estimate,362
    Margin of Error,±138
ZCTA5 78117,
    Estimate,453
    Margin of Error,±129
ZCTA5 78118,
    Estimate,"3,862"
    Margin of Error,±174
ZCTA5 78119,
    Estimate,"7,521"
    Margin of Error,±374
ZCTA5 78121,
    Estimate,"12,726"
    Margin of Error,±739
ZCTA5 78122,
    Estimate,291
    Margin of Error,±153
ZCTA5 78123,
    Estimate,"2,527"
    Margin of Error,±277
ZCTA5 78124,
    Estimate,"5,961"
    Margin of Error,±618
ZCTA5 78125,
    Estimate,75
    Margin of Error,±31
ZCTA5 78130,
    Estimate,"70,055"
    Margin of Error,"±1,131"
ZCTA5 78132,
    Estimate,"26,918"
    Margin of Error,"±1,319"
ZCTA5 78133,
    Estimate,"18,942"
    Margin of Error,±985
ZCTA5 78140,
    Estimate,"3,736"
    Margin of Error,±396
ZCTA5 78141,
    Estimate,484
    Margin of Error,±98
ZCTA5 78142,
    Estimate,153
    Margin of Error,±68
ZCTA5 78143,
    Estimate,516
    Margin of Error,±369
ZCTA5 78144,
    Estimate,40
    Margin of Error,±34
ZCTA5 78145,
    Estimate,91
    Margin of Error,±61
ZCTA5 78146,
    Estimate,559
    Margin of Error,±149
ZCTA5 78147,
    Estimate,"2,156"
    Margin of Error,±357
ZCTA5 78148,
    Estimate,"21,456"
    Margin of Error,±275
ZCTA5 78150,
    Estimate,20
    Margin of Error,±36
ZCTA5 78151,
    Estimate,"1,529"
    Margin of Error,±227
ZCTA5 78152,
    Estimate,"2,155"
    Margin of Error,±298
ZCTA5 78154,
    Estimate,"38,293"
    Margin of Error,±819
ZCTA5 78155,
    Estimate,"47,469"
    Margin of Error,±937
ZCTA5 78159,
    Estimate,993
    Margin of Error,±291
ZCTA5 78160,
    Estimate,"4,424"
    Margin of Error,±485
ZCTA5 78161,
    Estimate,628
    Margin of Error,±220
ZCTA5 78162,
    Estimate,410
    Margin of Error,±166
ZCTA5 78163,
    Estimate,"10,703"
    Margin of Error,±950
ZCTA5 78164,
    Estimate,"3,048"
    Margin of Error,±386
ZCTA5 78201,
    Estimate,"47,500"
    Margin of Error,"±1,904"
ZCTA5 78202,
    Estimate,"12,178"
    Margin of Error,"±1,118"
ZCTA5 78203,
    Estimate,"6,456"
    Margin of Error,±904
ZCTA5 78204,
    Estimate,"12,454"
    Margin of Error,±909
ZCTA5 78205,
    Estimate,"1,041"
    Margin of Error,±208
ZCTA5 78207,
    Estimate,"54,071"
    Margin of Error,"±1,862"
ZCTA5 78208,
    Estimate,"4,704"
    Margin of Error,±737
ZCTA5 78209,
    Estimate,"41,274"
    Margin of Error,"±1,383"
ZCTA5 78210,
    Estimate,"37,801"
    Margin of Error,"±1,529"
ZCTA5 78211,
    Estimate,"31,952"
    Margin of Error,"±1,738"
ZCTA5 78212,
    Estimate,"28,664"
    Margin of Error,"±1,220"
ZCTA5 78213,
    Estimate,"43,394"
    Margin of Error,"±1,964"
ZCTA5 78214,
    Estimate,"26,013"
    Margin of Error,"±1,714"
ZCTA5 78215,
    Estimate,"2,686"
    Margin of Error,±428
ZCTA5 78216,
    Estimate,"41,042"
    Margin of Error,"±1,495"
ZCTA5 78217,
    Estimate,"33,803"
    Margin of Error,"±1,632"
ZCTA5 78218,
    Estimate,"35,384"
    Margin of Error,"±1,623"
ZCTA5 78219,
    Estimate,"16,376"
    Margin of Error,±805
ZCTA5 78220,
    Estimate,"16,833"
    Margin of Error,"±1,478"
ZCTA5 78221,
    Estimate,"40,249"
    Margin of Error,"±1,657"
ZCTA5 78222,
    Estimate,"24,189"
    Margin of Error,"±1,410"
ZCTA5 78223,
    Estimate,"54,517"
    Margin of Error,"±1,889"
ZCTA5 78224,
    Estimate,"21,636"
    Margin of Error,"±1,249"
ZCTA5 78225,
    Estimate,"13,933"
    Margin of Error,"±1,283"
ZCTA5 78226,
    Estimate,"6,755"
    Margin of Error,±641
ZCTA5 78227,
    Estimate,"49,793"
    Margin of Error,"±1,947"
ZCTA5 78228,
    Estimate,"62,371"
    Margin of Error,"±2,036"
ZCTA5 78229,
    Estimate,"32,338"
    Margin of Error,"±1,381"
ZCTA5 78230,
    Estimate,"45,104"
    Margin of Error,"±1,758"
ZCTA5 78231,
    Estimate,"8,453"
    Margin of Error,±710
ZCTA5 78232,
    Estimate,"38,054"
    Margin of Error,"±1,440"
ZCTA5 78233,
    Estimate,"47,700"
    Margin of Error,"±1,551"
ZCTA5 78234,
    Estimate,"5,552"
    Margin of Error,±548
ZCTA5 78235,
    Estimate,"1,062"
    Margin of Error,±318
ZCTA5 78236,
    Estimate,"7,048"
    Margin of Error,±660
ZCTA5 78237,
    Estimate,"37,508"
    Margin of Error,"±1,895"
ZCTA5 78238,
    Estimate,"25,300"
    Margin of Error,"±1,153"
ZCTA5 78239,
    Estimate,"28,373"
    Margin of Error,"±1,281"
ZCTA5 78240,
    Estimate,"58,207"
    Margin of Error,"±1,927"
ZCTA5 78242,
    Estimate,"33,219"
    Margin of Error,"±1,687"
ZCTA5 78243,
    Estimate,413
    Margin of Error,±170
ZCTA5 78244,
    Estimate,"30,618"
    Margin of Error,"±1,555"
ZCTA5 78245,
    Estimate,"72,277"
    Margin of Error,"±2,268"
ZCTA5 78247,
    Estimate,"52,885"
    Margin of Error,"±1,558"
ZCTA5 78248,
    Estimate,"14,372"
    Margin of Error,±752
ZCTA5 78249,
    Estimate,"56,674"
    Margin of Error,"±1,647"
ZCTA5 78250,
    Estimate,"60,906"
    Margin of Error,"±1,815"
ZCTA5 78251,
    Estimate,"58,522"
    Margin of Error,"±1,793"
ZCTA5 78252,
    Estimate,"10,593"
    Margin of Error,"±1,082"
ZCTA5 78253,
    Estimate,"41,188"
    Margin of Error,"±1,583"
ZCTA5 78254,
    Estimate,"56,329"
    Margin of Error,"±1,493"
ZCTA5 78255,
    Estimate,"14,507"
    Margin of Error,"±1,050"
ZCTA5 78256,
    Estimate,"9,423"
    Margin of Error,±950
ZCTA5 78257,
    Estimate,"6,107"
    Margin of Error,±627
ZCTA5 78258,
    Estimate,"45,966"
    Margin of Error,"±1,453"
ZCTA5 78259,
    Estimate,"25,873"
    Margin of Error,"±1,121"
ZCTA5 78260,
    Estimate,"27,907"
    Margin of Error,"±1,031"
ZCTA5 78261,
    Estimate,"17,143"
    Margin of Error,±827
ZCTA5 78263,
    Estimate,"5,072"
    Margin of Error,±769
ZCTA5 78264,
    Estimate,"10,188"
    Margin of Error,"±1,071"
ZCTA5 78266,
    Estimate,"6,746"
    Margin of Error,±618
ZCTA5 78330,
    Estimate,975
    Margin of Error,±266
ZCTA5 78332,
    Estimate,"28,641"
    Margin of Error,"±1,023"
ZCTA5 78335,
    Estimate,0
    Margin of Error,±13
ZCTA5 78336,
    Estimate,"11,828"
    Margin of Error,±773
ZCTA5 78338,
    Estimate,46
    Margin of Error,±52
ZCTA5 78339,
    Estimate,433
    Margin of Error,±150
ZCTA5 78340,
    Estimate,461
    Margin of Error,±143
ZCTA5 78341,
    Estimate,"2,100"
    Margin of Error,±407
ZCTA5 78342,
    Estimate,361
    Margin of Error,±174
ZCTA5 78343,
    Estimate,"4,374"
    Margin of Error,±318
ZCTA5 78344,
    Estimate,270
    Margin of Error,±115
ZCTA5 78349,
    Estimate,685
    Margin of Error,±263
ZCTA5 78351,
    Estimate,391
    Margin of Error,±152
ZCTA5 78352,
    Estimate,271
    Margin of Error,±287
ZCTA5 78353,
    Estimate,206
    Margin of Error,±97
ZCTA5 78355,
    Estimate,"7,309"
    Margin of Error,±165
ZCTA5 78357,
    Estimate,"2,912"
    Margin of Error,±203
ZCTA5 78358,
    Estimate,682
    Margin of Error,±251
ZCTA5 78359,
    Estimate,"2,056"
    Margin of Error,±238
ZCTA5 78361,
    Estimate,"5,357"
    Margin of Error,±144
ZCTA5 78362,
    Estimate,"9,907"
    Margin of Error,±376
ZCTA5 78363,
    Estimate,"29,963"
    Margin of Error,±353
ZCTA5 78368,
    Estimate,"9,620"
    Margin of Error,±556
ZCTA5 78369,
    Estimate,480
    Margin of Error,±218
ZCTA5 78370,
    Estimate,"4,718"
    Margin of Error,±577
ZCTA5 78371,
    Estimate,307
    Margin of Error,±139
ZCTA5 78372,
    Estimate,"6,233"
    Margin of Error,±969
ZCTA5 78373,
    Estimate,"4,084"
    Margin of Error,±120
ZCTA5 78374,
    Estimate,"17,661"
    Margin of Error,±348
ZCTA5 78375,
    Estimate,"3,055"
    Margin of Error,±209
ZCTA5 78376,
    Estimate,760
    Margin of Error,±273
ZCTA5 78377,
    Estimate,"3,770"
    Margin of Error,±177
ZCTA5 78379,
    Estimate,"1,576"
    Margin of Error,±353
ZCTA5 78380,
    Estimate,"24,126"
    Margin of Error,±610
ZCTA5 78382,
    Estimate,"21,537"
    Margin of Error,±720
ZCTA5 78383,
    Estimate,"4,077"
    Margin of Error,±820
ZCTA5 78384,
    Estimate,"5,635"
    Margin of Error,±587
ZCTA5 78385,
    Estimate,483
    Margin of Error,±211
ZCTA5 78387,
    Estimate,"10,062"
    Margin of Error,±777
ZCTA5 78389,
    Estimate,"1,623"
    Margin of Error,±316
ZCTA5 78390,
    Estimate,"5,197"
    Margin of Error,±473
ZCTA5 78391,
    Estimate,251
    Margin of Error,±148
ZCTA5 78393,
    Estimate,"2,130"
    Margin of Error,±248
ZCTA5 78401,
    Estimate,"5,445"
    Margin of Error,±739
ZCTA5 78402,
    Estimate,272
    Margin of Error,±111
ZCTA5 78404,
    Estimate,"18,467"
    Margin of Error,"±1,043"
ZCTA5 78405,
    Estimate,"15,469"
    Margin of Error,"±1,160"
ZCTA5 78406,
    Estimate,"1,784"
    Margin of Error,±601
ZCTA5 78407,
    Estimate,"3,456"
    Margin of Error,±534
ZCTA5 78408,
    Estimate,"12,606"
    Margin of Error,±881
ZCTA5 78409,
    Estimate,"2,733"
    Margin of Error,±336
ZCTA5 78410,
    Estimate,"27,087"
    Margin of Error,"±1,186"
ZCTA5 78411,
    Estimate,"26,570"
    Margin of Error,"±1,116"
ZCTA5 78412,
    Estimate,"39,286"
    Margin of Error,"±1,198"
ZCTA5 78413,
    Estimate,"40,070"
    Margin of Error,"±1,233"
ZCTA5 78414,
    Estimate,"38,343"
    Margin of Error,"±1,051"
ZCTA5 78415,
    Estimate,"40,496"
    Margin of Error,"±1,419"
ZCTA5 78416,
    Estimate,"15,493"
    Margin of Error,"±1,173"
ZCTA5 78417,
    Estimate,"4,176"
    Margin of Error,±440
ZCTA5 78418,
    Estimate,"31,120"
    Margin of Error,"±1,506"
ZCTA5 78419,
    Estimate,919
    Margin of Error,±205
ZCTA5 78501,
    Estimate,"64,340"
    Margin of Error,"±1,942"
ZCTA5 78503,
    Estimate,"22,877"
    Margin of Error,"±1,564"
ZCTA5 78504,
    Estimate,"53,665"
    Margin of Error,"±1,741"
ZCTA5 78516,
    Estimate,"35,223"
    Margin of Error,"±2,306"
ZCTA5 78520,
    Estimate,"62,804"
    Margin of Error,"±1,752"
ZCTA5 78521,
    Estimate,"92,975"
    Margin of Error,"±2,072"
ZCTA5 78526,
    Estimate,"47,125"
    Margin of Error,"±1,655"
ZCTA5 78535,
    Estimate,678
    Margin of Error,±250
ZCTA5 78536,
    Estimate,400
    Margin of Error,±192
ZCTA5 78537,
    Estimate,"45,606"
    Margin of Error,"±2,481"
ZCTA5 78538,
    Estimate,"10,912"
    Margin of Error,"±1,125"
ZCTA5 78539,
    Estimate,"34,991"
    Margin of Error,"±1,800"
ZCTA5 78541,
    Estimate,"44,387"
    Margin of Error,"±1,949"
ZCTA5 78542,
    Estimate,"75,822"
    Margin of Error,"±3,025"
ZCTA5 78543,
    Estimate,"8,886"
    Margin of Error,±505
ZCTA5 78545,
    Estimate,521
    Margin of Error,±350
ZCTA5 78548,
    Estimate,649
    Margin of Error,±259
ZCTA5 78549,
    Estimate,925
    Margin of Error,±415
ZCTA5 78550,
    Estimate,"52,746"
    Margin of Error,"±1,414"
ZCTA5 78552,
    Estimate,"38,352"
    Margin of Error,"±1,785"
ZCTA5 78557,
    Estimate,"13,859"
    Margin of Error,±328
ZCTA5 78558,
    Estimate,"1,121"
    Margin of Error,±488
ZCTA5 78559,
    Estimate,"12,579"
    Margin of Error,"±1,277"
ZCTA5 78560,
    Estimate,"4,846"
    Margin of Error,±312
ZCTA5 78561,
    Estimate,772
    Margin of Error,±210
ZCTA5 78562,
    Estimate,"4,099"
    Margin of Error,±295
ZCTA5 78563,
    Estimate,167
    Margin of Error,±82
ZCTA5 78564,
    Estimate,171
    Margin of Error,±240
ZCTA5 78565,
    Estimate,133
    Margin of Error,±114
ZCTA5 78566,
    Estimate,"18,120"
    Margin of Error,"±1,203"
ZCTA5 78567,
    Estimate,521
    Margin of Error,±195
ZCTA5 78569,
    Estimate,"4,110"
    Margin of Error,±300
ZCTA5 78570,
    Estimate,"34,560"
    Margin of Error,"±2,379"
ZCTA5 78572,
    Estimate,"78,770"
    Margin of Error,"±2,669"
ZCTA5 78573,
    Estimate,"38,420"
    Margin of Error,"±1,548"
ZCTA5 78574,
    Estimate,"61,238"
    Margin of Error,"±2,620"
ZCTA5 78575,
    Estimate,"9,762"
    Margin of Error,"±1,397"
ZCTA5 78576,
    Estimate,"11,044"
    Margin of Error,"±1,314"
ZCTA5 78577,
    Estimate,"76,821"
    Margin of Error,±166
ZCTA5 78578,
    Estimate,"11,727"
    Margin of Error,±675
ZCTA5 78579,
    Estimate,"4,775"
    Margin of Error,±592
ZCTA5 78580,
    Estimate,"14,943"
    Margin of Error,±428
ZCTA5 78582,
    Estimate,"42,644"
    Margin of Error,±703
ZCTA5 78583,
    Estimate,"6,820"
    Margin of Error,±902
ZCTA5 78584,
    Estimate,"18,757"
    Margin of Error,±574
ZCTA5 78585,
    Estimate,313
    Margin of Error,±167
ZCTA5 78586,
    Estimate,"56,086"
    Margin of Error,"±1,779"
ZCTA5 78588,
    Estimate,198
    Margin of Error,±109
ZCTA5 78589,
    Estimate,"40,709"
    Margin of Error,"±1,036"
ZCTA5 78590,
    Estimate,288
    Margin of Error,±126
ZCTA5 78591,
    Estimate,285
    Margin of Error,±152
ZCTA5 78592,
    Estimate,936
    Margin of Error,±239
ZCTA5 78593,
    Estimate,"6,114"
    Margin of Error,"±1,083"
ZCTA5 78594,
    Estimate,"1,632"
    Margin of Error,±359
ZCTA5 78595,
    Estimate,"6,330"
    Margin of Error,±930
ZCTA5 78596,
    Estimate,"65,013"
    Margin of Error,"±2,206"
ZCTA5 78597,
    Estimate,"2,856"
    Margin of Error,±16
ZCTA5 78598,
    Estimate,95
    Margin of Error,±55
ZCTA5 78602,
    Estimate,"28,027"
    Margin of Error,"±1,727"
ZCTA5 78605,
    Estimate,"5,955"
    Margin of Error,±903
ZCTA5 78606,
    Estimate,"5,552"
    Margin of Error,±451
ZCTA5 78607,
    Estimate,77
    Margin of Error,±54
ZCTA5 78608,
    Estimate,387
    Margin of Error,±196
ZCTA5 78609,
    Estimate,"1,948"
    Margin of Error,±303
ZCTA5 78610,
    Estimate,"32,692"
    Margin of Error,"±1,183"
ZCTA5 78611,
    Estimate,"13,016"
    Margin of Error,±791
ZCTA5 78612,
    Estimate,"12,484"
    Margin of Error,"±1,813"
ZCTA5 78613,
    Estimate,"77,779"
    Margin of Error,"±1,181"
ZCTA5 78614,
    Estimate,556
    Margin of Error,±172
ZCTA5 78615,
    Estimate,931
    Margin of Error,±208
ZCTA5 78616,
    Estimate,"7,518"
    Margin of Error,"±1,098"
ZCTA5 78617,
    Estimate,"27,900"
    Margin of Error,"±1,541"
ZCTA5 78618,
    Estimate,353
    Margin of Error,±130
ZCTA5 78619,
    Estimate,"4,124"
    Margin of Error,±594
ZCTA5 78620,
    Estimate,"15,452"
    Margin of Error,±778
ZCTA5 78621,
    Estimate,"22,261"
    Margin of Error,"±1,211"
ZCTA5 78622,
    Estimate,200
    Margin of Error,±110
ZCTA5 78623,
    Estimate,781
    Margin of Error,±266
ZCTA5 78624,
    Estimate,"21,687"
    Margin of Error,±484
ZCTA5 78626,
    Estimate,"32,529"
    Margin of Error,"±1,435"
ZCTA5 78628,
    Estimate,"30,322"
    Margin of Error,"±1,049"
ZCTA5 78629,
    Estimate,"12,341"
    Margin of Error,±556
ZCTA5 78631,
    Estimate,"2,729"
    Margin of Error,±551
ZCTA5 78632,
    Estimate,821
    Margin of Error,±276
ZCTA5 78633,
    Estimate,"24,727"
    Margin of Error,±869
ZCTA5 78634,
    Estimate,"29,770"
    Margin of Error,±859
ZCTA5 78635,
    Estimate,214
    Margin of Error,±170
ZCTA5 78636,
    Estimate,"3,882"
    Margin of Error,±471
ZCTA5 78638,
    Estimate,"2,103"
    Margin of Error,±466
ZCTA5 78639,
    Estimate,"8,046"
    Margin of Error,±572
ZCTA5 78640,
    Estimate,"52,981"
    Margin of Error,"±1,392"
ZCTA5 78641,
    Estimate,"60,135"
    Margin of Error,"±1,424"
ZCTA5 78642,
    Estimate,"11,087"
    Margin of Error,±953
ZCTA5 78643,
    Estimate,"5,901"
    Margin of Error,±365
ZCTA5 78644,
    Estimate,"18,287"
    Margin of Error,±712
ZCTA5 78645,
    Estimate,"10,705"
    Margin of Error,±502
ZCTA5 78648,
    Estimate,"7,791"
    Margin of Error,±530
ZCTA5 78650,
    Estimate,"1,663"
    Margin of Error,±365
ZCTA5 78652,
    Estimate,"4,965"
    Margin of Error,±689
ZCTA5 78653,
    Estimate,"20,822"
    Margin of Error,"±1,244"
ZCTA5 78654,
    Estimate,"18,488"
    Margin of Error,±810
ZCTA5 78655,
    Estimate,"3,415"
    Margin of Error,±618
ZCTA5 78656,
    Estimate,"2,513"
    Margin of Error,±583
ZCTA5 78657,
    Estimate,"5,868"
    Margin of Error,±534
ZCTA5 78659,
    Estimate,"3,136"
    Margin of Error,±780
ZCTA5 78660,
    Estimate,"85,450"
    Margin of Error,"±2,167"
ZCTA5 78661,
    Estimate,416
    Margin of Error,±182
ZCTA5 78662,
    Estimate,"2,485"
    Margin of Error,±628
ZCTA5 78663,
    Estimate,913
    Margin of Error,±308
ZCTA5 78664,
    Estimate,"61,361"
    Margin of Error,"±1,798"
ZCTA5 78665,
    Estimate,"46,109"
    Margin of Error,"±1,555"
ZCTA5 78666,
    Estimate,"77,355"
    Margin of Error,"±1,109"
ZCTA5 78669,
    Estimate,"11,375"
    Margin of Error,±898
ZCTA5 78670,
    Estimate,164
    Margin of Error,±76
ZCTA5 78671,
    Estimate,626
    Margin of Error,±213
ZCTA5 78672,
    Estimate,"1,248"
    Margin of Error,±257
ZCTA5 78675,
    Estimate,384
    Margin of Error,±219
ZCTA5 78676,
    Estimate,"13,231"
    Margin of Error,±877
ZCTA5 78677,
    Estimate,45
    Margin of Error,±35
ZCTA5 78681,
    Estimate,"57,234"
    Margin of Error,"±1,499"
ZCTA5 78701,
    Estimate,"7,875"
    Margin of Error,±637
ZCTA5 78702,
    Estimate,"22,876"
    Margin of Error,±833
ZCTA5 78703,
    Estimate,"20,788"
    Margin of Error,±741
ZCTA5 78704,
    Estimate,"47,158"
    Margin of Error,"±1,447"
ZCTA5 78705,
    Estimate,"33,075"
    Margin of Error,"±1,804"
ZCTA5 78712,
    Estimate,845
    Margin of Error,±327
ZCTA5 78717,
    Estimate,"27,764"
    Margin of Error,"±1,167"
ZCTA5 78719,
    Estimate,"2,007"
    Margin of Error,±352
ZCTA5 78721,
    Estimate,"12,447"
    Margin of Error,±802
ZCTA5 78722,
    Estimate,"7,254"
    Margin of Error,±508
ZCTA5 78723,
    Estimate,"33,170"
    Margin of Error,"±1,406"
ZCTA5 78724,
    Estimate,"24,833"
    Margin of Error,"±1,561"
ZCTA5 78725,
    Estimate,"7,517"
    Margin of Error,"±1,240"
ZCTA5 78726,
    Estimate,"14,610"
    Margin of Error,"±1,474"
ZCTA5 78727,
    Estimate,"28,999"
    Margin of Error,"±1,226"
ZCTA5 78728,
    Estimate,"21,245"
    Margin of Error,"±1,137"
ZCTA5 78729,
    Estimate,"29,434"
    Margin of Error,"±1,282"
ZCTA5 78730,
    Estimate,"8,933"
    Margin of Error,±656
ZCTA5 78731,
    Estimate,"27,447"
    Margin of Error,±809
ZCTA5 78732,
    Estimate,"17,762"
    Margin of Error,"±1,121"
ZCTA5 78733,
    Estimate,"8,754"
    Margin of Error,±581
ZCTA5 78734,
    Estimate,"18,722"
    Margin of Error,±652
ZCTA5 78735,
    Estimate,"17,919"
    Margin of Error,"±1,040"
ZCTA5 78736,
    Estimate,"8,199"
    Margin of Error,±645
ZCTA5 78737,
    Estimate,"15,879"
    Margin of Error,±753
ZCTA5 78738,
    Estimate,"15,746"
    Margin of Error,±599
ZCTA5 78739,
    Estimate,"20,191"
    Margin of Error,±653
ZCTA5 78741,
    Estimate,"52,307"
    Margin of Error,"±1,891"
ZCTA5 78742,
    Estimate,517
    Margin of Error,±118
ZCTA5 78744,
    Estimate,"48,432"
    Margin of Error,"±1,815"
ZCTA5 78745,
    Estimate,"62,220"
    Margin of Error,"±2,070"
ZCTA5 78746,
    Estimate,"28,268"
    Margin of Error,±683
ZCTA5 78747,
    Estimate,"20,954"
    Margin of Error,"±1,468"
ZCTA5 78748,
    Estimate,"49,142"
    Margin of Error,"±1,591"
ZCTA5 78749,
    Estimate,"37,453"
    Margin of Error,"±1,175"
ZCTA5 78750,
    Estimate,"30,758"
    Margin of Error,"±1,412"
ZCTA5 78751,
    Estimate,"14,949"
    Margin of Error,±819
ZCTA5 78752,
    Estimate,"20,302"
    Margin of Error,"±1,360"
ZCTA5 78753,
    Estimate,"58,693"
    Margin of Error,"±2,347"
ZCTA5 78754,
    Estimate,"23,858"
    Margin of Error,"±1,873"
ZCTA5 78756,
    Estimate,"8,377"
    Margin of Error,±551
ZCTA5 78757,
    Estimate,"24,059"
    Margin of Error,"±1,189"
ZCTA5 78758,
    Estimate,"46,618"
    Margin of Error,"±1,963"
ZCTA5 78759,
    Estimate,"41,847"
    Margin of Error,"±1,253"
ZCTA5 78801,
    Estimate,"22,156"
    Margin of Error,±629
ZCTA5 78802,
    Estimate,549
    Margin of Error,±489
ZCTA5 78827,
    Estimate,"1,110"
    Margin of Error,±308
ZCTA5 78828,
    Estimate,104
    Margin of Error,±89
ZCTA5 78829,
    Estimate,"1,195"
    Margin of Error,±408
ZCTA5 78830,
    Estimate,867
    Margin of Error,±312
ZCTA5 78832,
    Estimate,"3,631"
    Margin of Error,*****
ZCTA5 78833,
    Estimate,"1,403"
    Margin of Error,±295
ZCTA5 78834,
    Estimate,"8,662"
    Margin of Error,±493
ZCTA5 78836,
    Estimate,165
    Margin of Error,±115
ZCTA5 78837,
    Estimate,190
    Margin of Error,±78
ZCTA5 78838,
    Estimate,202
    Margin of Error,±125
ZCTA5 78839,
    Estimate,"9,251"
    Margin of Error,±508
ZCTA5 78840,
    Estimate,"48,317"
    Margin of Error,±182
ZCTA5 78843,
    Estimate,409
    Margin of Error,±148
ZCTA5 78850,
    Estimate,"1,306"
    Margin of Error,±273
ZCTA5 78851,
    Estimate,33
    Margin of Error,±32
ZCTA5 78852,
    Estimate,"55,879"
    Margin of Error,±608
ZCTA5 78860,
    Estimate,122
    Margin of Error,±104
ZCTA5 78861,
    Estimate,"13,782"
    Margin of Error,±905
ZCTA5 78870,
    Estimate,"1,031"
    Margin of Error,±305
ZCTA5 78871,
    Estimate,46
    Margin of Error,±63
ZCTA5 78872,
    Estimate,"1,724"
    Margin of Error,±343
ZCTA5 78873,
    Estimate,"1,920"
    Margin of Error,±268
ZCTA5 78877,
    Estimate,"1,183"
    Margin of Error,±500
ZCTA5 78879,
    Estimate,215
    Margin of Error,±156
ZCTA5 78880,
    Estimate,"1,833"
    Margin of Error,±275
ZCTA5 78881,
    Estimate,"2,321"
    Margin of Error,±491
ZCTA5 78883,
    Estimate,200
    Margin of Error,±84
ZCTA5 78884,
    Estimate,977
    Margin of Error,±248
ZCTA5 78885,
    Estimate,86
    Margin of Error,±60
ZCTA5 78886,
    Estimate,336
    Margin of Error,±141
ZCTA5 78931,
    Estimate,266
    Margin of Error,±168
ZCTA5 78932,
    Estimate,583
    Margin of Error,±193
ZCTA5 78933,
    Estimate,"1,138"
    Margin of Error,±312
ZCTA5 78934,
    Estimate,"6,238"
    Margin of Error,±596
ZCTA5 78935,
    Estimate,"1,509"
    Margin of Error,±511
ZCTA5 78938,
    Estimate,337
    Margin of Error,±187
ZCTA5 78940,
    Estimate,"2,387"
    Margin of Error,±357
ZCTA5 78941,
    Estimate,"2,791"
    Margin of Error,±456
ZCTA5 78942,
    Estimate,"8,499"
    Margin of Error,±419
ZCTA5 78943,
    Estimate,231
    Margin of Error,±157
ZCTA5 78944,
    Estimate,521
    Margin of Error,±190
ZCTA5 78945,
    Estimate,"10,107"
    Margin of Error,±529
ZCTA5 78946,
    Estimate,860
    Margin of Error,±208
ZCTA5 78947,
    Estimate,"4,605"
    Margin of Error,±437
ZCTA5 78948,
    Estimate,743
    Margin of Error,±233
ZCTA5 78949,
    Estimate,768
    Margin of Error,±260
ZCTA5 78950,
    Estimate,"2,000"
    Margin of Error,±405
ZCTA5 78951,
    Estimate,0
    Margin of Error,±13
ZCTA5 78953,
    Estimate,874
    Margin of Error,±349
ZCTA5 78954,
    Estimate,"1,170"
    Margin of Error,±168
ZCTA5 78956,
    Estimate,"5,518"
    Margin of Error,±531
ZCTA5 78957,
    Estimate,"9,310"
    Margin of Error,±764
ZCTA5 78959,
    Estimate,"2,047"
    Margin of Error,±343
ZCTA5 78962,
    Estimate,"5,200"
    Margin of Error,±529
ZCTA5 78963,
    Estimate,"1,174"
    Margin of Error,±263
ZCTA5 79001,
    Estimate,201
    Margin of Error,±58
ZCTA5 79003,
    Estimate,210
    Margin of Error,±63
ZCTA5 79005,
    Estimate,"1,653"
    Margin of Error,±129
ZCTA5 79007,
    Estimate,"14,415"
    Margin of Error,±281
ZCTA5 79009,
    Estimate,"1,921"
    Margin of Error,±244
ZCTA5 79010,
    Estimate,"1,008"
    Margin of Error,±367
ZCTA5 79011,
    Estimate,209
    Margin of Error,±73
ZCTA5 79012,
    Estimate,"1,272"
    Margin of Error,±478
ZCTA5 79013,
    Estimate,"3,707"
    Margin of Error,±299
ZCTA5 79014,
    Estimate,"4,119"
    Margin of Error,±56
ZCTA5 79015,
    Estimate,"21,576"
    Margin of Error,±690
ZCTA5 79016,
    Estimate,133
    Margin of Error,±123
ZCTA5 79018,
    Estimate,272
    Margin of Error,±97
ZCTA5 79019,
    Estimate,"1,756"
    Margin of Error,±130
ZCTA5 79021,
    Estimate,142
