Label (Grouping),Total
    Margin of Error,±984
ZCTA5 76009,
    Estimate,"21,049"
    Margin of Error,"±1,358"
ZCTA5 76010,
    Estimate,"57,813"
    Margin of Error,"±1,887"
ZCTA5 76011,
    Estimate,"22,953"
    Margin of Error,±974
ZCTA5 76012,
    Estimate,"26,571"
    Margin of Error,"±1,202"
ZCTA5 76013,
    Estimate,"33,169"
    Margin of Error,"±1,211"
ZCTA5 76014,
    Estimate,"35,235"
    Margin of Error,"±1,512"
ZCTA5 76015,
    Estimate,"16,464"
    Margin of Error,±807
ZCTA5 76016,
    Estimate,"30,808"
    Margin of Error,"±1,064"
ZCTA5 76017,
    Estimate,"47,010"
    Margin of Error,"±1,351"
ZCTA5 76018,
    Estimate,"31,416"
    Margin of Error,"±2,173"
ZCTA5 76020,
    Estimate,"27,714"
    Margin of Error,"±1,246"
ZCTA5 76021,
    Estimate,"35,903"
    Margin of Error,±790
ZCTA5 76022,
    Estimate,"13,059"
    Margin of Error,±790
ZCTA5 76023,
    Estimate,"5,930"
    Margin of Error,±857
ZCTA5 76028,
    Estimate,"67,388"
    Margin of Error,"±1,204"
ZCTA5 76031,
    Estimate,"18,050"
    Margin of Error,"±1,204"
ZCTA5 76033,
    Estimate,"25,190"
    Margin of Error,±748
ZCTA5 76034,
    Estimate,"25,557"
    Margin of Error,±46
ZCTA5 76035,
    Estimate,"1,466"
    Margin of Error,±354
ZCTA5 76036,
    Estimate,"25,736"
    Margin of Error,"±1,153"
ZCTA5 76039,
    Estimate,"33,750"
    Margin of Error,"±1,019"
ZCTA5 76040,
    Estimate,"32,301"
    Margin of Error,"±1,466"
ZCTA5 76041,
    Estimate,331
    Margin of Error,±269
ZCTA5 76043,
    Estimate,"7,509"
    Margin of Error,±339
ZCTA5 76044,
    Estimate,"3,799"
    Margin of Error,±319
ZCTA5 76048,
    Estimate,"23,702"
    Margin of Error,"±1,115"
ZCTA5 76049,
    Estimate,"27,889"
    Margin of Error,"±1,132"
ZCTA5 76050,
    Estimate,"5,747"
    Margin of Error,±737
ZCTA5 76051,
    Estimate,"51,685"
    Margin of Error,±110
ZCTA5 76052,
    Estimate,"20,779"
    Margin of Error,"±1,823"
ZCTA5 76053,
    Estimate,"30,567"
    Margin of Error,±991
ZCTA5 76054,
    Estimate,"11,948"
    Margin of Error,±539
ZCTA5 76055,
    Estimate,"2,643"
    Margin of Error,±279
ZCTA5 76058,
    Estimate,"18,068"
    Margin of Error,±854
ZCTA5 76059,
    Estimate,"5,211"
    Margin of Error,±407
ZCTA5 76060,
    Estimate,"7,638"
    Margin of Error,±247
ZCTA5 76061,
    Estimate,84
    Margin of Error,±122
ZCTA5 76063,
    Estimate,"69,146"
    Margin of Error,±855
ZCTA5 76064,
    Estimate,"1,790"
    Margin of Error,±369
ZCTA5 76065,
    Estimate,"34,291"
    Margin of Error,±870
ZCTA5 76066,
    Estimate,"3,193"
    Margin of Error,±603
ZCTA5 76067,
    Estimate,"20,561"
    Margin of Error,±553
ZCTA5 76070,
    Estimate,731
    Margin of Error,±296
ZCTA5 76071,
    Estimate,"4,069"
    Margin of Error,±476
ZCTA5 76073,
    Estimate,"6,155"
    Margin of Error,±652
ZCTA5 76077,
    Estimate,419
    Margin of Error,±167
ZCTA5 76078,
    Estimate,"10,366"
    Margin of Error,±958
ZCTA5 76082,
    Estimate,"18,030"
    Margin of Error,"±1,186"
ZCTA5 76084,
    Estimate,"8,456"
    Margin of Error,±761
ZCTA5 76085,
    Estimate,"10,747"
    Margin of Error,"±1,129"
ZCTA5 76086,
    Estimate,"22,311"
    Margin of Error,±612
ZCTA5 76087,
    Estimate,"26,889"
    Margin of Error,"±1,630"
ZCTA5 76088,
    Estimate,"11,854"
    Margin of Error,"±1,063"
ZCTA5 76092,
    Estimate,"30,138"
    Margin of Error,±377
ZCTA5 76093,
    Estimate,"1,680"
    Margin of Error,±401
ZCTA5 76102,
    Estimate,"9,803"
    Margin of Error,±609
ZCTA5 76103,
    Estimate,"13,689"
    Margin of Error,±905
ZCTA5 76104,
    Estimate,"18,199"
    Margin of Error,±949
ZCTA5 76105,
    Estimate,"21,661"
    Margin of Error,"±1,186"
ZCTA5 76106,
    Estimate,"39,218"
    Margin of Error,"±1,720"
ZCTA5 76107,
    Estimate,"30,110"
    Margin of Error,"±1,071"
ZCTA5 76108,
    Estimate,"41,418"
    Margin of Error,"±1,153"
ZCTA5 76109,
    Estimate,"22,448"
    Margin of Error,"±1,098"
ZCTA5 76110,
    Estimate,"31,118"
    Margin of Error,"±1,241"
ZCTA5 76111,
    Estimate,"22,456"
    Margin of Error,"±1,009"
ZCTA5 76112,
    Estimate,"41,448"
    Margin of Error,"±1,599"
ZCTA5 76114,
    Estimate,"25,647"
    Margin of Error,±767
ZCTA5 76115,
    Estimate,"20,485"
    Margin of Error,"±1,176"
ZCTA5 76116,
    Estimate,"49,789"
    Margin of Error,"±2,087"
ZCTA5 76117,
    Estimate,"31,298"
    Margin of Error,"±1,320"
ZCTA5 76118,
    Estimate,"16,318"
    Margin of Error,±929
ZCTA5 76119,
    Estimate,"48,380"
    Margin of Error,"±1,930"
ZCTA5 76120,
    Estimate,"19,041"
    Margin of Error,"±1,269"
ZCTA5 76123,
    Estimate,"32,131"
    Margin of Error,"±1,306"
ZCTA5 76126,
    Estimate,"21,355"
    Margin of Error,±722
ZCTA5 76127,
    Estimate,"2,048"
    Margin of Error,±272
ZCTA5 76129,
    Estimate,"2,983"
    Margin of Error,±294
ZCTA5 76131,
    Estimate,"37,868"
    Margin of Error,"±2,341"
ZCTA5 76132,
    Estimate,"26,405"
    Margin of Error,"±1,035"
ZCTA5 76133,
    Estimate,"51,022"
    Margin of Error,"±1,641"
ZCTA5 76134,
    Estimate,"26,581"
    Margin of Error,"±1,504"
ZCTA5 76135,
    Estimate,"23,845"
    Margin of Error,"±1,783"
ZCTA5 76137,
    Estimate,"60,065"
    Margin of Error,"±1,662"
ZCTA5 76140,
    Estimate,"30,643"
    Margin of Error,"±1,605"
ZCTA5 76148,
    Estimate,"23,819"
    Margin of Error,±648
ZCTA5 76155,
    Estimate,"5,289"
    Margin of Error,±413
ZCTA5 76164,
    Estimate,"16,091"
    Margin of Error,"±1,116"
ZCTA5 76177,
    Estimate,"7,907"
    Margin of Error,"±1,020"
ZCTA5 76179,
    Estimate,"57,204"
    Margin of Error,"±1,767"
ZCTA5 76180,
    Estimate,"36,385"
    Margin of Error,±973
ZCTA5 76182,
    Estimate,"31,227"
    Margin of Error,±830
ZCTA5 76201,
    Estimate,"28,038"
    Margin of Error,±908
ZCTA5 76205,
    Estimate,"20,992"
    Margin of Error,"±1,200"
ZCTA5 76207,
    Estimate,"14,221"
    Margin of Error,±946
ZCTA5 76208,
    Estimate,"23,463"
    Margin of Error,"±1,178"
ZCTA5 76209,
    Estimate,"24,667"
    Margin of Error,"±1,233"
ZCTA5 76210,
    Estimate,"44,044"
    Margin of Error,"±1,382"
ZCTA5 76225,
    Estimate,"3,313"
    Margin of Error,±450
ZCTA5 76226,
    Estimate,"25,037"
    Margin of Error,"±1,009"
ZCTA5 76227,
    Estimate,"29,616"
    Margin of Error,±944
ZCTA5 76228,
    Estimate,"1,027"
    Margin of Error,±174
ZCTA5 76230,
    Estimate,"9,538"
    Margin of Error,±526
ZCTA5 76233,
    Estimate,"3,490"
    Margin of Error,±606
ZCTA5 76234,
    Estimate,"15,341"
    Margin of Error,±624
ZCTA5 76238,
    Estimate,400
    Margin of Error,±155
ZCTA5 76239,
    Estimate,"1,263"
    Margin of Error,±248
ZCTA5 76240,
    Estimate,"27,123"
    Margin of Error,±718
ZCTA5 76244,
    Estimate,"74,414"
    Margin of Error,"±2,518"
ZCTA5 76245,
    Estimate,"1,869"
    Margin of Error,±355
ZCTA5 76247,
    Estimate,"14,009"
    Margin of Error,±858
ZCTA5 76248,
    Estimate,"39,131"
    Margin of Error,±640
ZCTA5 76249,
    Estimate,"8,516"
    Margin of Error,±605
ZCTA5 76250,
    Estimate,"1,011"
    Margin of Error,±174
ZCTA5 76251,
    Estimate,658
    Margin of Error,±134
ZCTA5 76252,
    Estimate,"2,622"
    Margin of Error,±256
ZCTA5 76253,
    Estimate,313
    Margin of Error,±147
ZCTA5 76255,
    Estimate,"5,369"
    Margin of Error,±302
ZCTA5 76258,
    Estimate,"6,820"
    Margin of Error,±523
ZCTA5 76259,
    Estimate,"4,890"
    Margin of Error,±833
ZCTA5 76261,
    Estimate,310
    Margin of Error,±112
ZCTA5 76262,
    Estimate,"34,422"
    Margin of Error,"±1,310"
ZCTA5 76263,
    Estimate,58
    Margin of Error,±50
ZCTA5 76264,
    Estimate,"1,541"
    Margin of Error,±385
ZCTA5 76265,
    Estimate,"1,806"
    Margin of Error,±287
ZCTA5 76266,
    Estimate,"15,439"
    Margin of Error,±664
ZCTA5 76268,
    Estimate,277
    Margin of Error,±116
ZCTA5 76270,
    Estimate,"1,797"
    Margin of Error,±418
ZCTA5 76271,
    Estimate,"1,626"
    Margin of Error,±400
ZCTA5 76272,
    Estimate,"4,256"
    Margin of Error,±717
ZCTA5 76273,
    Estimate,"9,245"
    Margin of Error,"±1,015"
ZCTA5 76301,
    Estimate,"15,632"
    Margin of Error,±957
ZCTA5 76302,
    Estimate,"13,725"
    Margin of Error,±706
ZCTA5 76305,
    Estimate,"4,264"
    Margin of Error,±360
ZCTA5 76306,
    Estimate,"15,099"
    Margin of Error,±883
ZCTA5 76308,
    Estimate,"19,361"
    Margin of Error,±816
ZCTA5 76309,
    Estimate,"12,939"
    Margin of Error,±831
ZCTA5 76310,
    Estimate,"17,720"
    Margin of Error,±963
ZCTA5 76311,
    Estimate,"8,501"
    Margin of Error,±919
ZCTA5 76351,
    Estimate,"1,853"
    Margin of Error,±278
ZCTA5 76354,
    Estimate,"12,085"
    Margin of Error,±331
ZCTA5 76357,
    Estimate,662
    Margin of Error,±170
ZCTA5 76360,
    Estimate,"3,561"
    Margin of Error,±301
ZCTA5 76363,
    Estimate,433
    Margin of Error,±118
ZCTA5 76364,
    Estimate,143
    Margin of Error,±44
ZCTA5 76365,
    Estimate,"4,395"
    Margin of Error,±218
ZCTA5 76366,
    Estimate,"2,102"
    Margin of Error,±264
ZCTA5 76367,
    Estimate,"14,963"
    Margin of Error,±592
ZCTA5 76370,
    Estimate,252
    Margin of Error,±92
ZCTA5 76371,
    Estimate,"1,557"
    Margin of Error,±211
ZCTA5 76372,
    Estimate,"1,409"
    Margin of Error,±342
ZCTA5 76373,
    Estimate,198
    Margin of Error,±127
ZCTA5 76374,
    Estimate,"3,917"
    Margin of Error,±249
ZCTA5 76377,
    Estimate,820
    Margin of Error,±183
ZCTA5 76379,
    Estimate,616
    Margin of Error,±167
ZCTA5 76380,
    Estimate,"3,633"
    Margin of Error,±22
ZCTA5 76384,
    Estimate,"12,385"
    Margin of Error,±205
ZCTA5 76388,
    Estimate,318
    Margin of Error,±107
ZCTA5 76389,
    Estimate,"1,387"
    Margin of Error,±262
ZCTA5 76401,
    Estimate,"29,478"
    Margin of Error,±692
ZCTA5 76402,
    Estimate,831
    Margin of Error,±188
ZCTA5 76424,
    Estimate,"8,794"
    Margin of Error,±220
ZCTA5 76426,
    Estimate,"12,453"
    Margin of Error,±852
ZCTA5 76427,
    Estimate,"1,021"
    Margin of Error,±290
ZCTA5 76429,
    Estimate,158
    Margin of Error,±95
ZCTA5 76430,
    Estimate,"2,428"
    Margin of Error,±184
ZCTA5 76431,
    Estimate,"2,931"
    Margin of Error,±526
ZCTA5 76432,
    Estimate,"1,152"
    Margin of Error,±174
ZCTA5 76433,
    Estimate,"1,514"
    Margin of Error,±308
ZCTA5 76435,
    Estimate,453
    Margin of Error,±136
ZCTA5 76436,
    Estimate,234
    Margin of Error,±137
ZCTA5 76437,
    Estimate,"5,401"
    Margin of Error,±517
ZCTA5 76442,
    Estimate,"7,496"
    Margin of Error,±469
ZCTA5 76443,
    Estimate,"2,316"
    Margin of Error,±354
ZCTA5 76444,
    Estimate,"3,472"
    Margin of Error,±364
ZCTA5 76445,
    Estimate,322
    Margin of Error,±151
ZCTA5 76446,
    Estimate,"8,105"
    Margin of Error,±759
ZCTA5 76448,
    Estimate,"5,224"
    Margin of Error,±389
ZCTA5 76449,
    Estimate,"2,427"
    Margin of Error,±317
ZCTA5 76450,
    Estimate,"12,885"
    Margin of Error,±468
ZCTA5 76452,
    Estimate,95
    Margin of Error,±72
ZCTA5 76453,
    Estimate,"1,357"
    Margin of Error,±225
ZCTA5 76454,
    Estimate,"1,560"
    Margin of Error,±296
ZCTA5 76455,
    Estimate,"1,249"
    Margin of Error,±270
ZCTA5 76457,
    Estimate,"4,102"
    Margin of Error,±343
ZCTA5 76458,
    Estimate,"5,913"
    Margin of Error,±235
ZCTA5 76459,
    Estimate,175
    Margin of Error,±83
ZCTA5 76460,
    Estimate,419
    Margin of Error,±206
ZCTA5 76462,
    Estimate,"3,102"
    Margin of Error,±592
ZCTA5 76463,
    Estimate,380
    Margin of Error,±104
ZCTA5 76464,
    Estimate,587
    Margin of Error,±146
ZCTA5 76466,
    Estimate,107
    Margin of Error,±131
ZCTA5 76469,
    Estimate,68
    Margin of Error,±45
ZCTA5 76470,
    Estimate,"3,820"
    Margin of Error,±464
ZCTA5 76471,
    Estimate,"2,275"
    Margin of Error,±371
ZCTA5 76472,
    Estimate,"1,507"
    Margin of Error,±355
ZCTA5 76474,
    Estimate,223
    Margin of Error,±64
ZCTA5 76475,
    Estimate,909
    Margin of Error,±181
ZCTA5 76476,
    Estimate,"2,718"
    Margin of Error,±408
ZCTA5 76481,
    Estimate,222
    Margin of Error,±238
ZCTA5 76483,
    Estimate,972
    Margin of Error,±114
ZCTA5 76484,
    Estimate,926
    Margin of Error,±295
ZCTA5 76486,
    Estimate,"1,040"
    Margin of Error,±255
ZCTA5 76487,
    Estimate,"2,704"
    Margin of Error,±580
ZCTA5 76490,
    Estimate,67
    Margin of Error,±49
ZCTA5 76491,
    Estimate,341
    Margin of Error,±81
ZCTA5 76501,
    Estimate,"17,571"
    Margin of Error,±979
ZCTA5 76502,
    Estimate,"38,571"
    Margin of Error,"±1,239"
ZCTA5 76504,
    Estimate,"23,368"
    Margin of Error,"±1,095"
ZCTA5 76508,
    Estimate,10
    Margin of Error,±19
ZCTA5 76511,
    Estimate,"2,869"
    Margin of Error,±430
ZCTA5 76513,
    Estimate,"38,124"
    Margin of Error,"±1,395"
ZCTA5 76518,
    Estimate,"1,408"
    Margin of Error,±387
ZCTA5 76519,
    Estimate,457
    Margin of Error,±250
ZCTA5 76520,
    Estimate,"8,124"
    Margin of Error,±410
ZCTA5 76522,
    Estimate,"36,581"
    Margin of Error,±622
ZCTA5 76523,
    Estimate,0
    Margin of Error,±13
ZCTA5 76524,
    Estimate,"3,359"
    Margin of Error,±489
ZCTA5 76525,
    Estimate,"1,051"
    Margin of Error,±194
ZCTA5 76527,
    Estimate,"3,886"
    Margin of Error,±516
ZCTA5 76528,
    Estimate,"16,708"
    Margin of Error,±721
ZCTA5 76530,
    Estimate,"2,190"
    Margin of Error,±282
ZCTA5 76531,
    Estimate,"4,632"
    Margin of Error,±244
ZCTA5 76534,
    Estimate,"2,927"
    Margin of Error,±500
ZCTA5 76537,
    Estimate,"4,921"
    Margin of Error,±476
ZCTA5 76538,
    Estimate,734
    Margin of Error,±180
ZCTA5 76539,
    Estimate,"8,530"
    Margin of Error,±705
ZCTA5 76541,
    Estimate,"18,447"
    Margin of Error,"±1,223"
ZCTA5 76542,
    Estimate,"50,324"
    Margin of Error,"±1,744"
ZCTA5 76543,
    Estimate,"29,256"
    Margin of Error,"±1,401"
ZCTA5 76544,
    Estimate,"26,637"
    Margin of Error,"±1,339"
ZCTA5 76548,
    Estimate,"29,595"
    Margin of Error,±352
ZCTA5 76549,
    Estimate,"48,970"
    Margin of Error,"±1,825"
ZCTA5 76550,
    Estimate,"12,517"
    Margin of Error,±462
ZCTA5 76554,
    Estimate,"2,285"
    Margin of Error,±355
ZCTA5 76556,
    Estimate,"1,281"
    Margin of Error,±209
ZCTA5 76557,
    Estimate,"4,783"
    Margin of Error,±651
ZCTA5 76559,
    Estimate,"5,534"
    Margin of Error,±310
ZCTA5 76561,
    Estimate,"1,007"
    Margin of Error,±162
ZCTA5 76565,
    Estimate,72
    Margin of Error,±46
ZCTA5 76566,
    Estimate,330
    Margin of Error,±139
ZCTA5 76567,
    Estimate,"9,098"
    Margin of Error,±433
ZCTA5 76569,
    Estimate,"2,250"
    Margin of Error,±344
ZCTA5 76570,
    Estimate,"2,909"
    Margin of Error,±404
ZCTA5 76571,
    Estimate,"7,200"
    Margin of Error,±780
ZCTA5 76573,
    Estimate,22
    Margin of Error,±26
ZCTA5 76574,
    Estimate,"18,939"
    Margin of Error,±398
ZCTA5 76577,
    Estimate,"3,311"
    Margin of Error,±340
ZCTA5 76578,
    Estimate,"1,422"
    Margin of Error,±232
ZCTA5 76579,
    Estimate,"4,672"
    Margin of Error,±581
ZCTA5 76596,
    Estimate,"1,319"
    Margin of Error,±154
ZCTA5 76597,
    Estimate,"2,816"
    Margin of Error,±253
ZCTA5 76598,
    Estimate,505
    Margin of Error,±114
ZCTA5 76599,
    Estimate,"2,057"
    Margin of Error,±256
ZCTA5 76621,
    Estimate,907
    Margin of Error,±132
ZCTA5 76622,
    Estimate,"1,110"
    Margin of Error,±260
ZCTA5 76623,
    Estimate,144
    Margin of Error,±80
ZCTA5 76624,
    Estimate,"2,065"
    Margin of Error,±315
ZCTA5 76626,
    Estimate,"1,312"
    Margin of Error,±300
ZCTA5 76627,
    Estimate,"1,612"
    Margin of Error,±332
ZCTA5 76628,
    Estimate,26
    Margin of Error,±17
ZCTA5 76629,
    Estimate,"1,686"
    Margin of Error,±288
ZCTA5 76630,
    Estimate,"1,124"
    Margin of Error,±518
ZCTA5 76631,
    Estimate,555
    Margin of Error,±143
ZCTA5 76632,
    Estimate,"1,537"
    Margin of Error,±315
ZCTA5 76633,
    Estimate,"5,346"
    Margin of Error,±437
ZCTA5 76634,
    Estimate,"7,068"
    Margin of Error,±324
ZCTA5 76635,
    Estimate,"1,219"
    Margin of Error,±272
ZCTA5 76636,
    Estimate,"1,330"
    Margin of Error,±233
ZCTA5 76637,
    Estimate,629
    Margin of Error,±177
ZCTA5 76638,
    Estimate,"3,081"
    Margin of Error,±381
ZCTA5 76639,
    Estimate,"1,341"
    Margin of Error,±227
ZCTA5 76640,
    Estimate,"2,816"
    Margin of Error,±533
ZCTA5 76641,
    Estimate,"1,768"
    Margin of Error,±251
ZCTA5 76642,
    Estimate,"7,025"
    Margin of Error,±382
ZCTA5 76643,
    Estimate,"14,253"
    Margin of Error,±47
ZCTA5 76645,
    Estimate,"10,477"
    Margin of Error,±305
ZCTA5 76648,
    Estimate,"2,762"
    Margin of Error,±345
ZCTA5 76649,
    Estimate,701
    Margin of Error,±145
ZCTA5 76650,
    Estimate,172
    Margin of Error,±81
ZCTA5 76651,
    Estimate,"3,232"
    Margin of Error,±325
ZCTA5 76652,
    Estimate,"1,210"
    Margin of Error,±322
ZCTA5 76653,
    Estimate,902
    Margin of Error,±226
ZCTA5 76654,
    Estimate,178
    Margin of Error,±68
ZCTA5 76655,
    Estimate,"8,530"
    Margin of Error,±579
ZCTA5 76656,
    Estimate,"2,440"
    Margin of Error,±282
ZCTA5 76657,
    Estimate,"9,663"
    Margin of Error,±566
ZCTA5 76660,
    Estimate,530
    Margin of Error,±127
ZCTA5 76661,
    Estimate,"8,108"
    Margin of Error,±305
ZCTA5 76664,
    Estimate,"3,494"
    Margin of Error,±298
ZCTA5 76665,
    Estimate,"2,399"
    Margin of Error,±269
ZCTA5 76666,
    Estimate,259
    Margin of Error,±68
ZCTA5 76667,
    Estimate,"11,261"
    Margin of Error,±509
ZCTA5 76670,
    Estimate,"1,524"
    Margin of Error,±255
ZCTA5 76671,
    Estimate,"1,792"
    Margin of Error,±229
ZCTA5 76673,
    Estimate,"1,620"
    Margin of Error,±423
ZCTA5 76676,
    Estimate,268
    Margin of Error,±94
ZCTA5 76678,
    Estimate,362
    Margin of Error,±132
ZCTA5 76679,
    Estimate,"1,380"
    Margin of Error,±258
ZCTA5 76680,
    Estimate,302
    Margin of Error,±150
ZCTA5 76681,
    Estimate,676
    Margin of Error,±258
ZCTA5 76682,
    Estimate,"2,702"
    Margin of Error,±344
ZCTA5 76685,
    Estimate,17
    Margin of Error,±25
ZCTA5 76686,
    Estimate,209
    Margin of Error,±66
ZCTA5 76687,
    Estimate,"1,934"
    Margin of Error,±368
ZCTA5 76689,
    Estimate,"3,715"
    Margin of Error,±419
ZCTA5 76690,
    Estimate,984
    Margin of Error,±184
ZCTA5 76691,
    Estimate,"6,524"
    Margin of Error,±476
ZCTA5 76692,
    Estimate,"10,577"
    Margin of Error,±643
ZCTA5 76693,
    Estimate,"1,604"
    Margin of Error,±273
ZCTA5 76701,
    Estimate,"1,906"
    Margin of Error,±387
ZCTA5 76704,
    Estimate,"7,825"
    Margin of Error,"±1,029"
ZCTA5 76705,
    Estimate,"30,546"
    Margin of Error,±991
ZCTA5 76706,
    Estimate,"36,680"
    Margin of Error,"±1,287"
ZCTA5 76707,
    Estimate,"16,256"
    Margin of Error,"±1,195"
ZCTA5 76708,
    Estimate,"27,160"
    Margin of Error,"±1,198"
ZCTA5 76710,
    Estimate,"24,415"
    Margin of Error,"±1,055"
ZCTA5 76711,
    Estimate,"9,671"
    Margin of Error,±791
ZCTA5 76712,
    Estimate,"25,350"
    Margin of Error,"±1,055"
ZCTA5 76798,
    Estimate,"1,599"
    Margin of Error,±319
ZCTA5 76801,
    Estimate,"24,918"
    Margin of Error,±512
ZCTA5 76802,
    Estimate,"5,010"
    Margin of Error,±309
ZCTA5 76820,
    Estimate,107
    Margin of Error,±56
ZCTA5 76821,
    Estimate,"4,595"
    Margin of Error,±193
ZCTA5 76823,
    Estimate,"3,348"
    Margin of Error,±378
ZCTA5 76824,
    Estimate,15
    Margin of Error,±22
ZCTA5 76825,
    Estimate,"6,891"
    Margin of Error,±201
ZCTA5 76827,
    Estimate,402
    Margin of Error,±114
ZCTA5 76828,
    Estimate,211
    Margin of Error,±110
ZCTA5 76831,
    Estimate,39
    Margin of Error,±63
ZCTA5 76832,
    Estimate,691
    Margin of Error,±156
ZCTA5 76834,
    Estimate,"5,349"
    Margin of Error,±131
ZCTA5 76836,
    Estimate,9
    Margin of Error,±14
ZCTA5 76837,
    Estimate,"2,901"
    Margin of Error,±173
ZCTA5 76841,
    Estimate,25
    Margin of Error,±22
ZCTA5 76842,
    Estimate,213
    Margin of Error,±143
ZCTA5 76844,
    Estimate,"3,719"
    Margin of Error,±168
ZCTA5 76845,
    Estimate,154
    Margin of Error,±79
ZCTA5 76848,
    Estimate,70
    Margin of Error,±44
ZCTA5 76849,
    Estimate,"3,884"
    Margin of Error,±161
ZCTA5 76852,
    Estimate,191
    Margin of Error,±59
ZCTA5 76853,
    Estimate,"1,575"
    Margin of Error,±290
ZCTA5 76854,
    Estimate,238
    Margin of Error,±106
ZCTA5 76856,
    Estimate,"3,684"
    Margin of Error,±175
ZCTA5 76857,
    Estimate,"1,733"
    Margin of Error,±221
ZCTA5 76858,
    Estimate,335
    Margin of Error,±117
ZCTA5 76859,
    Estimate,"1,967"
    Margin of Error,±65
ZCTA5 76861,
    Estimate,"1,992"
    Margin of Error,±242
ZCTA5 76862,
    Estimate,186
    Margin of Error,±88
ZCTA5 76864,
    Estimate,700
    Margin of Error,±140
ZCTA5 76865,
    Estimate,107
    Margin of Error,±71
ZCTA5 76866,
    Estimate,696
    Margin of Error,±152
ZCTA5 76869,
    Estimate,122
    Margin of Error,±99
ZCTA5 76870,
    Estimate,297
    Margin of Error,±107
ZCTA5 76871,
    Estimate,723
    Margin of Error,±162
ZCTA5 76872,
    Estimate,851
    Margin of Error,±186
ZCTA5 76873,
    Estimate,41
    Margin of Error,±21
ZCTA5 76874,
    Estimate,40
    Margin of Error,±52
ZCTA5 76875,
    Estimate,551
    Margin of Error,±131
ZCTA5 76877,
    Estimate,"4,187"
    Margin of Error,±193
ZCTA5 76878,
    Estimate,"1,920"
    Margin of Error,±190
ZCTA5 76882,
    Estimate,259
    Margin of Error,±84
ZCTA5 76884,
    Estimate,148
    Margin of Error,±70
ZCTA5 76885,
    Estimate,184
    Margin of Error,±212
ZCTA5 76887,
    Estimate,95
    Margin of Error,±77
ZCTA5 76888,
    Estimate,137
    Margin of Error,±58
ZCTA5 76890,
    Estimate,"1,015"
    Margin of Error,±180
ZCTA5 76901,
    Estimate,"29,879"
    Margin of Error,"±1,217"
ZCTA5 76903,
    Estimate,"32,103"
    Margin of Error,"±1,300"
ZCTA5 76904,
    Estimate,"34,828"
    Margin of Error,"±1,365"
ZCTA5 76905,
    Estimate,"13,129"
    Margin of Error,±829
ZCTA5 76908,
    Estimate,"2,652"
    Margin of Error,±923
ZCTA5 76930,
    Estimate,110
    Margin of Error,±55
ZCTA5 76932,
    Estimate,"3,744"
    Margin of Error,±69
ZCTA5 76933,
    Estimate,"1,344"
    Margin of Error,±151
ZCTA5 76934,
    Estimate,"1,308"
    Margin of Error,±299
ZCTA5 76935,
    Estimate,"1,736"
    Margin of Error,±412
ZCTA5 76936,
    Estimate,"3,122"
    Margin of Error,*****
ZCTA5 76937,
    Estimate,54
    Margin of Error,±39
ZCTA5 76939,
    Estimate,8
    Margin of Error,±13
ZCTA5 76940,
    Estimate,164
    Margin of Error,±105
ZCTA5 76941,
    Estimate,"1,430"
    Margin of Error,±152
ZCTA5 76943,
    Estimate,"3,693"
    Margin of Error,±213
ZCTA5 76945,
    Estimate,"1,647"
    Margin of Error,±148
ZCTA5 76949,
    Estimate,16
    Margin of Error,±13
ZCTA5 76950,
    Estimate,"3,915"
    Margin of Error,±24
ZCTA5 76951,
    Estimate,"1,139"
    Margin of Error,±158
ZCTA5 76953,
    Estimate,38
    Margin of Error,±34
ZCTA5 76955,
    Estimate,148
    Margin of Error,±116
ZCTA5 76957,
    Estimate,0
    Margin of Error,±13
ZCTA5 76958,
    Estimate,158
    Margin of Error,±88
ZCTA5 77002,
    Estimate,"12,370"
    Margin of Error,"±1,216"
ZCTA5 77003,
    Estimate,"9,646"
    Margin of Error,±717
ZCTA5 77004,
    Estimate,"37,642"
    Margin of Error,"±1,454"
ZCTA5 77005,
    Estimate,"28,233"
    Margin of Error,±624
ZCTA5 77006,
    Estimate,"21,945"
    Margin of Error,±993
ZCTA5 77007,
    Estimate,"35,822"
    Margin of Error,"±1,445"
ZCTA5 77008,
    Estimate,"34,491"
    Margin of Error,"±1,303"
ZCTA5 77009,
    Estimate,"37,751"
    Margin of Error,"±1,484"
ZCTA5 77010,
    Estimate,915
    Margin of Error,±179
ZCTA5 77011,
    Estimate,"18,598"
    Margin of Error,"±1,474"
ZCTA5 77012,
    Estimate,"20,085"
    Margin of Error,"±1,176"
ZCTA5 77013,
    Estimate,"20,790"
    Margin of Error,"±1,227"
ZCTA5 77014,
    Estimate,"35,729"
    Margin of Error,"±1,960"
ZCTA5 77015,
    Estimate,"57,258"
    Margin of Error,"±2,181"
ZCTA5 77016,
    Estimate,"29,597"
    Margin of Error,"±1,568"
ZCTA5 77017,
    Estimate,"32,556"
    Margin of Error,"±1,225"
ZCTA5 77018,
    Estimate,"28,073"
    Margin of Error,"±1,195"
ZCTA5 77019,
    Estimate,"21,572"
    Margin of Error,±929
ZCTA5 77020,
    Estimate,"25,898"
    Margin of Error,"±1,293"
ZCTA5 77021,
    Estimate,"26,654"
    Margin of Error,"±1,337"
ZCTA5 77022,
    Estimate,"27,364"
    Margin of Error,"±1,671"
ZCTA5 77023,
    Estimate,"28,528"
    Margin of Error,"±1,140"
ZCTA5 77024,
    Estimate,"38,110"
