Label (Grouping),Total
    Estimate,"36,460"
    Margin of Error,"±2,762"
ZCTA5 76006,
    Estimate,"24,684"
    Margin of Error,"±1,098"
ZCTA5 76008,
    Estimate,"19,338"
    Margin of Error,"±1,113"
ZCTA5 76009,
    Estimate,"20,417"
    Margin of Error,"±1,088"
ZCTA5 76010,
    Estimate,"60,097"
    Margin of Error,"±1,977"
ZCTA5 76011,
    Estimate,"22,622"
    Margin of Error,"±1,110"
ZCTA5 76012,
    Estimate,"25,719"
    Margin of Error,"±1,214"
ZCTA5 76013,
    Estimate,"34,203"
    Margin of Error,"±1,211"
ZCTA5 76014,
    Estimate,"35,096"
    Margin of Error,"±1,661"
ZCTA5 76015,
    Estimate,"16,961"
    Margin of Error,±972
ZCTA5 76016,
    Estimate,"32,026"
    Margin of Error,"±1,022"
ZCTA5 76017,
    Estimate,"47,499"
    Margin of Error,"±1,584"
ZCTA5 76018,
    Estimate,"31,200"
    Margin of Error,"±2,501"
ZCTA5 76020,
    Estimate,"29,131"
    Margin of Error,"±1,441"
ZCTA5 76021,
    Estimate,"35,794"
    Margin of Error,±662
ZCTA5 76022,
    Estimate,"13,495"
    Margin of Error,±662
ZCTA5 76023,
    Estimate,"6,909"
    Margin of Error,±759
ZCTA5 76028,
    Estimate,"70,507"
    Margin of Error,"±1,624"
ZCTA5 76031,
    Estimate,"17,668"
    Margin of Error,"±1,225"
ZCTA5 76033,
    Estimate,"26,081"
    Margin of Error,±641
ZCTA5 76034,
    Estimate,"26,418"
    Margin of Error,±111
ZCTA5 76035,
    Estimate,"2,211"
    Margin of Error,±572
ZCTA5 76036,
    Estimate,"27,056"
    Margin of Error,"±1,252"
ZCTA5 76039,
    Estimate,"36,087"
    Margin of Error,±999
ZCTA5 76040,
    Estimate,"31,519"
    Margin of Error,"±1,389"
ZCTA5 76041,
    Estimate,395
    Margin of Error,±185
ZCTA5 76043,
    Estimate,"7,440"
    Margin of Error,±468
ZCTA5 76044,
    Estimate,"4,401"
    Margin of Error,±428
ZCTA5 76048,
    Estimate,"24,822"
    Margin of Error,"±1,107"
ZCTA5 76049,
    Estimate,"29,698"
    Margin of Error,"±1,143"
ZCTA5 76050,
    Estimate,"6,212"
    Margin of Error,±771
ZCTA5 76051,
    Estimate,"53,291"
    Margin of Error,±128
ZCTA5 76052,
    Estimate,"22,290"
    Margin of Error,"±2,155"
ZCTA5 76053,
    Estimate,"30,765"
    Margin of Error,"±1,110"
ZCTA5 76054,
    Estimate,"12,280"
    Margin of Error,±714
ZCTA5 76055,
    Estimate,"2,811"
    Margin of Error,±337
ZCTA5 76058,
    Estimate,"19,904"
    Margin of Error,"±1,019"
ZCTA5 76059,
    Estimate,"5,601"
    Margin of Error,±276
ZCTA5 76060,
    Estimate,"8,468"
    Margin of Error,±304
ZCTA5 76061,
    Estimate,37
    Margin of Error,±62
ZCTA5 76063,
    Estimate,"73,216"
    Margin of Error,"±1,140"
ZCTA5 76064,
    Estimate,"1,818"
    Margin of Error,±458
ZCTA5 76065,
    Estimate,"37,090"
    Margin of Error,±827
ZCTA5 76066,
    Estimate,"2,621"
    Margin of Error,±633
ZCTA5 76067,
    Estimate,"20,309"
    Margin of Error,±627
ZCTA5 76070,
    Estimate,895
    Margin of Error,±414
ZCTA5 76071,
    Estimate,"4,589"
    Margin of Error,±591
ZCTA5 76073,
    Estimate,"5,656"
    Margin of Error,±651
ZCTA5 76077,
    Estimate,355
    Margin of Error,±198
ZCTA5 76078,
    Estimate,"10,247"
    Margin of Error,±797
ZCTA5 76082,
    Estimate,"20,194"
    Margin of Error,"±1,322"
ZCTA5 76084,
    Estimate,"9,109"
    Margin of Error,±773
ZCTA5 76085,
    Estimate,"11,014"
    Margin of Error,±986
ZCTA5 76086,
    Estimate,"23,699"
    Margin of Error,"±1,002"
ZCTA5 76087,
    Estimate,"27,760"
    Margin of Error,"±1,615"
ZCTA5 76088,
    Estimate,"11,907"
    Margin of Error,"±1,025"
ZCTA5 76092,
    Estimate,"31,424"
    Margin of Error,±210
ZCTA5 76093,
    Estimate,"1,792"
    Margin of Error,±407
ZCTA5 76102,
    Estimate,"9,282"
    Margin of Error,±616
ZCTA5 76103,
    Estimate,"15,486"
    Margin of Error,"±1,050"
ZCTA5 76104,
    Estimate,"18,344"
    Margin of Error,"±1,176"
ZCTA5 76105,
    Estimate,"22,179"
    Margin of Error,"±1,272"
ZCTA5 76106,
    Estimate,"39,900"
    Margin of Error,"±2,076"
ZCTA5 76107,
    Estimate,"30,168"
    Margin of Error,"±1,239"
ZCTA5 76108,
    Estimate,"43,169"
    Margin of Error,"±1,368"
ZCTA5 76109,
    Estimate,"23,220"
    Margin of Error,"±1,111"
ZCTA5 76110,
    Estimate,"31,926"
    Margin of Error,"±1,398"
ZCTA5 76111,
    Estimate,"22,531"
    Margin of Error,"±1,122"
ZCTA5 76112,
    Estimate,"42,572"
    Margin of Error,"±1,727"
ZCTA5 76114,
    Estimate,"26,563"
    Margin of Error,±918
ZCTA5 76115,
    Estimate,"21,319"
    Margin of Error,"±1,398"
ZCTA5 76116,
    Estimate,"50,506"
    Margin of Error,"±2,089"
ZCTA5 76117,
    Estimate,"31,068"
    Margin of Error,"±1,165"
ZCTA5 76118,
    Estimate,"16,378"
    Margin of Error,±755
ZCTA5 76119,
    Estimate,"52,070"
    Margin of Error,"±2,046"
ZCTA5 76120,
    Estimate,"18,125"
    Margin of Error,"±1,517"
ZCTA5 76123,
    Estimate,"36,245"
    Margin of Error,"±2,022"
ZCTA5 76126,
    Estimate,"23,450"
    Margin of Error,±841
ZCTA5 76127,
    Estimate,"1,946"
    Margin of Error,±293
ZCTA5 76129,
    Estimate,"2,519"
    Margin of Error,±226
ZCTA5 76131,
    Estimate,"43,542"
    Margin of Error,"±2,666"
ZCTA5 76132,
    Estimate,"27,243"
    Margin of Error,±959
ZCTA5 76133,
    Estimate,"51,505"
    Margin of Error,"±1,863"
ZCTA5 76134,
    Estimate,"26,151"
    Margin of Error,"±1,434"
ZCTA5 76135,
    Estimate,"21,973"
    Margin of Error,"±1,412"
ZCTA5 76137,
    Estimate,"60,385"
    Margin of Error,"±1,572"
ZCTA5 76140,
    Estimate,"30,723"
    Margin of Error,"±1,526"
ZCTA5 76148,
    Estimate,"23,993"
    Margin of Error,±909
ZCTA5 76155,
    Estimate,"5,813"
    Margin of Error,±444
ZCTA5 76164,
    Estimate,"15,488"
    Margin of Error,"±1,172"
ZCTA5 76177,
    Estimate,"11,695"
    Margin of Error,"±1,407"
ZCTA5 76179,
    Estimate,"65,496"
    Margin of Error,"±2,303"
ZCTA5 76180,
    Estimate,"37,524"
    Margin of Error,±885
ZCTA5 76182,
    Estimate,"31,046"
    Margin of Error,±724
ZCTA5 76201,
    Estimate,"28,601"
    Margin of Error,"±1,098"
ZCTA5 76205,
    Estimate,"21,326"
    Margin of Error,"±1,406"
ZCTA5 76207,
    Estimate,"14,588"
    Margin of Error,±972
ZCTA5 76208,
    Estimate,"24,621"
    Margin of Error,"±1,441"
ZCTA5 76209,
    Estimate,"25,689"
    Margin of Error,"±1,535"
ZCTA5 76210,
    Estimate,"45,474"
    Margin of Error,"±1,387"
ZCTA5 76225,
    Estimate,"2,857"
    Margin of Error,±386
ZCTA5 76226,
    Estimate,"26,761"
    Margin of Error,"±1,118"
ZCTA5 76227,
    Estimate,"34,036"
    Margin of Error,"±1,093"
ZCTA5 76228,
    Estimate,994
    Margin of Error,±163
ZCTA5 76230,
    Estimate,"9,896"
    Margin of Error,±525
ZCTA5 76233,
    Estimate,"3,294"
    Margin of Error,±468
ZCTA5 76234,
    Estimate,"16,630"
    Margin of Error,±880
ZCTA5 76238,
    Estimate,324
    Margin of Error,±128
ZCTA5 76239,
    Estimate,"1,087"
    Margin of Error,±202
ZCTA5 76240,
    Estimate,"28,010"
    Margin of Error,±695
ZCTA5 76244,
    Estimate,"77,496"
    Margin of Error,"±3,053"
ZCTA5 76245,
    Estimate,"1,569"
    Margin of Error,±367
ZCTA5 76247,
    Estimate,"13,601"
    Margin of Error,±971
ZCTA5 76248,
    Estimate,"39,665"
    Margin of Error,±650
ZCTA5 76249,
    Estimate,"8,317"
    Margin of Error,±602
ZCTA5 76250,
    Estimate,"1,157"
    Margin of Error,±227
ZCTA5 76251,
    Estimate,779
    Margin of Error,±183
ZCTA5 76252,
    Estimate,"2,624"
    Margin of Error,±271
ZCTA5 76253,
    Estimate,291
    Margin of Error,±145
ZCTA5 76255,
    Estimate,"5,311"
    Margin of Error,±278
ZCTA5 76258,
    Estimate,"7,010"
    Margin of Error,±385
ZCTA5 76259,
    Estimate,"6,045"
    Margin of Error,±768
ZCTA5 76261,
    Estimate,285
    Margin of Error,±102
ZCTA5 76262,
    Estimate,"39,425"
    Margin of Error,"±1,542"
ZCTA5 76263,
    Estimate,46
    Margin of Error,±42
ZCTA5 76264,
    Estimate,"1,513"
    Margin of Error,±417
ZCTA5 76265,
    Estimate,"1,472"
    Margin of Error,±235
ZCTA5 76266,
    Estimate,"16,112"
    Margin of Error,±732
ZCTA5 76268,
    Estimate,232
    Margin of Error,±149
ZCTA5 76270,
    Estimate,"1,958"
    Margin of Error,±373
ZCTA5 76271,
    Estimate,"1,792"
    Margin of Error,±523
ZCTA5 76272,
    Estimate,"4,116"
    Margin of Error,±550
ZCTA5 76273,
    Estimate,"9,806"
    Margin of Error,±894
ZCTA5 76301,
    Estimate,"14,757"
    Margin of Error,±778
ZCTA5 76302,
    Estimate,"13,482"
    Margin of Error,±750
ZCTA5 76305,
    Estimate,"4,261"
    Margin of Error,±449
ZCTA5 76306,
    Estimate,"14,980"
    Margin of Error,±795
ZCTA5 76308,
    Estimate,"19,493"
    Margin of Error,"±1,006"
ZCTA5 76309,
    Estimate,"12,991"
    Margin of Error,±745
ZCTA5 76310,
    Estimate,"19,187"
    Margin of Error,±849
ZCTA5 76311,
    Estimate,"8,987"
    Margin of Error,±852
ZCTA5 76351,
    Estimate,"2,068"
    Margin of Error,±227
ZCTA5 76354,
    Estimate,"12,114"
    Margin of Error,±338
ZCTA5 76357,
    Estimate,569
    Margin of Error,±159
ZCTA5 76360,
    Estimate,"3,545"
    Margin of Error,±306
ZCTA5 76363,
    Estimate,534
    Margin of Error,±157
ZCTA5 76364,
    Estimate,174
    Margin of Error,±78
ZCTA5 76365,
    Estimate,"4,688"
    Margin of Error,±206
ZCTA5 76366,
    Estimate,"1,903"
    Margin of Error,±242
ZCTA5 76367,
    Estimate,"14,247"
    Margin of Error,±829
ZCTA5 76370,
    Estimate,232
    Margin of Error,±116
ZCTA5 76371,
    Estimate,"1,367"
    Margin of Error,±187
ZCTA5 76372,
    Estimate,"1,166"
    Margin of Error,±237
ZCTA5 76373,
    Estimate,153
    Margin of Error,±57
ZCTA5 76374,
    Estimate,"3,858"
    Margin of Error,±275
ZCTA5 76377,
    Estimate,555
    Margin of Error,±153
ZCTA5 76379,
    Estimate,590
    Margin of Error,±166
ZCTA5 76380,
    Estimate,"3,630"
    Margin of Error,±40
ZCTA5 76384,
    Estimate,"12,179"
    Margin of Error,±174
ZCTA5 76388,
    Estimate,235
    Margin of Error,±63
ZCTA5 76389,
    Estimate,"1,257"
    Margin of Error,±216
ZCTA5 76401,
    Estimate,"30,003"
    Margin of Error,±778
ZCTA5 76402,
    Estimate,953
    Margin of Error,±222
ZCTA5 76424,
    Estimate,"8,721"
    Margin of Error,±337
ZCTA5 76426,
    Estimate,"12,351"
    Margin of Error,±670
ZCTA5 76427,
    Estimate,859
    Margin of Error,±174
ZCTA5 76429,
    Estimate,133
    Margin of Error,±81
ZCTA5 76430,
    Estimate,"2,288"
    Margin of Error,±186
ZCTA5 76431,
    Estimate,"3,630"
    Margin of Error,±580
ZCTA5 76432,
    Estimate,"1,314"
    Margin of Error,±311
ZCTA5 76433,
    Estimate,"1,796"
    Margin of Error,±343
ZCTA5 76435,
    Estimate,512
    Margin of Error,±127
ZCTA5 76436,
    Estimate,227
    Margin of Error,±100
ZCTA5 76437,
    Estimate,"5,818"
    Margin of Error,±506
ZCTA5 76442,
    Estimate,"7,909"
    Margin of Error,±482
ZCTA5 76443,
    Estimate,"1,914"
    Margin of Error,±323
ZCTA5 76444,
    Estimate,"3,339"
    Margin of Error,±354
ZCTA5 76445,
    Estimate,292
    Margin of Error,±170
ZCTA5 76446,
    Estimate,"7,709"
    Margin of Error,±763
ZCTA5 76448,
    Estimate,"5,196"
    Margin of Error,±518
ZCTA5 76449,
    Estimate,"2,430"
    Margin of Error,±326
ZCTA5 76450,
    Estimate,"13,112"
    Margin of Error,±419
ZCTA5 76452,
    Estimate,99
    Margin of Error,±104
ZCTA5 76453,
    Estimate,"1,295"
    Margin of Error,±227
ZCTA5 76454,
    Estimate,"1,870"
    Margin of Error,±355
ZCTA5 76455,
    Estimate,"1,009"
    Margin of Error,±168
ZCTA5 76457,
    Estimate,"4,013"
    Margin of Error,±445
ZCTA5 76458,
    Estimate,"6,111"
    Margin of Error,±219
ZCTA5 76459,
    Estimate,270
    Margin of Error,±107
ZCTA5 76460,
    Estimate,233
    Margin of Error,±118
ZCTA5 76462,
    Estimate,"3,762"
    Margin of Error,±740
ZCTA5 76463,
    Estimate,412
    Margin of Error,±99
ZCTA5 76464,
    Estimate,505
    Margin of Error,±113
ZCTA5 76466,
    Estimate,149
    Margin of Error,±168
ZCTA5 76469,
    Estimate,93
    Margin of Error,±44
ZCTA5 76470,
    Estimate,"3,580"
    Margin of Error,±429
ZCTA5 76471,
    Estimate,"1,785"
    Margin of Error,±327
ZCTA5 76472,
    Estimate,"1,761"
    Margin of Error,±482
ZCTA5 76474,
    Estimate,171
    Margin of Error,±71
ZCTA5 76475,
    Estimate,956
    Margin of Error,±213
ZCTA5 76476,
    Estimate,"2,628"
    Margin of Error,±494
ZCTA5 76481,
    Estimate,189
    Margin of Error,±214
ZCTA5 76483,
    Estimate,932
    Margin of Error,±116
ZCTA5 76484,
    Estimate,916
    Margin of Error,±276
ZCTA5 76486,
    Estimate,"1,125"
    Margin of Error,±248
ZCTA5 76487,
    Estimate,"3,058"
    Margin of Error,±649
ZCTA5 76490,
    Estimate,90
    Margin of Error,±72
ZCTA5 76491,
    Estimate,347
    Margin of Error,±85
ZCTA5 76501,
    Estimate,"16,710"
    Margin of Error,±921
ZCTA5 76502,
    Estimate,"42,103"
    Margin of Error,"±1,383"
ZCTA5 76504,
    Estimate,"23,756"
    Margin of Error,"±1,180"
ZCTA5 76508,
    Estimate,7
    Margin of Error,±10
ZCTA5 76511,
    Estimate,"2,505"
    Margin of Error,±524
ZCTA5 76513,
    Estimate,"39,411"
    Margin of Error,"±1,428"
ZCTA5 76518,
    Estimate,"1,880"
    Margin of Error,±451
ZCTA5 76519,
    Estimate,487
    Margin of Error,±397
ZCTA5 76520,
    Estimate,"7,722"
    Margin of Error,±462
ZCTA5 76522,
    Estimate,"36,560"
    Margin of Error,±602
ZCTA5 76523,
    Estimate,0
    Margin of Error,±14
ZCTA5 76524,
    Estimate,"3,042"
    Margin of Error,±388
ZCTA5 76525,
    Estimate,"1,098"
    Margin of Error,±213
ZCTA5 76527,
    Estimate,"2,969"
    Margin of Error,±492
ZCTA5 76528,
    Estimate,"17,284"
    Margin of Error,±687
ZCTA5 76530,
    Estimate,"1,874"
    Margin of Error,±290
ZCTA5 76531,
    Estimate,"4,728"
    Margin of Error,±293
ZCTA5 76534,
    Estimate,"3,046"
    Margin of Error,±448
ZCTA5 76537,
    Estimate,"5,782"
    Margin of Error,±567
ZCTA5 76538,
    Estimate,"1,025"
    Margin of Error,±300
ZCTA5 76539,
    Estimate,"8,608"
    Margin of Error,±844
ZCTA5 76541,
    Estimate,"17,691"
    Margin of Error,"±1,057"
ZCTA5 76542,
    Estimate,"51,405"
    Margin of Error,"±1,831"
ZCTA5 76543,
    Estimate,"30,268"
    Margin of Error,"±1,143"
ZCTA5 76544,
    Estimate,"23,834"
    Margin of Error,"±1,237"
ZCTA5 76548,
    Estimate,"30,510"
    Margin of Error,±381
ZCTA5 76549,
    Estimate,"52,012"
    Margin of Error,"±2,187"
ZCTA5 76550,
    Estimate,"13,412"
    Margin of Error,±544
ZCTA5 76554,
    Estimate,"2,380"
    Margin of Error,±432
ZCTA5 76556,
    Estimate,"1,494"
    Margin of Error,±244
ZCTA5 76557,
    Estimate,"5,331"
    Margin of Error,±712
ZCTA5 76559,
    Estimate,"6,211"
    Margin of Error,±318
ZCTA5 76561,
    Estimate,"1,030"
    Margin of Error,±229
ZCTA5 76565,
    Estimate,138
    Margin of Error,±90
ZCTA5 76566,
    Estimate,242
    Margin of Error,±104
ZCTA5 76567,
    Estimate,"9,161"
    Margin of Error,±496
ZCTA5 76569,
    Estimate,"2,681"
    Margin of Error,±358
ZCTA5 76570,
    Estimate,"2,700"
    Margin of Error,±321
ZCTA5 76571,
    Estimate,"8,630"
    Margin of Error,±704
ZCTA5 76573,
    Estimate,29
    Margin of Error,±38
ZCTA5 76574,
    Estimate,"19,161"
    Margin of Error,±391
ZCTA5 76577,
    Estimate,"3,187"
    Margin of Error,±423
ZCTA5 76578,
    Estimate,"1,482"
    Margin of Error,±262
ZCTA5 76579,
    Estimate,"5,223"
    Margin of Error,±620
ZCTA5 76596,
    Estimate,"1,250"
    Margin of Error,±126
ZCTA5 76597,
    Estimate,"2,657"
    Margin of Error,±258
ZCTA5 76598,
    Estimate,479
    Margin of Error,±104
ZCTA5 76599,
    Estimate,"2,339"
    Margin of Error,±183
ZCTA5 76621,
    Estimate,867
    Margin of Error,±126
ZCTA5 76622,
    Estimate,"1,160"
    Margin of Error,±247
ZCTA5 76623,
    Estimate,259
    Margin of Error,±93
ZCTA5 76624,
    Estimate,"2,015"
    Margin of Error,±413
ZCTA5 76626,
    Estimate,"1,386"
    Margin of Error,±321
ZCTA5 76627,
    Estimate,"1,511"
    Margin of Error,±294
ZCTA5 76628,
    Estimate,54
    Margin of Error,±23
ZCTA5 76629,
    Estimate,"1,668"
    Margin of Error,±238
ZCTA5 76630,
    Estimate,"1,359"
    Margin of Error,±460
ZCTA5 76631,
    Estimate,692
    Margin of Error,±179
ZCTA5 76632,
    Estimate,"1,613"
    Margin of Error,±336
ZCTA5 76633,
    Estimate,"5,290"
    Margin of Error,±519
ZCTA5 76634,
    Estimate,"7,431"
    Margin of Error,±408
ZCTA5 76635,
    Estimate,"1,290"
    Margin of Error,±254
ZCTA5 76636,
    Estimate,"1,525"
    Margin of Error,±269
ZCTA5 76637,
    Estimate,540
    Margin of Error,±142
ZCTA5 76638,
    Estimate,"2,910"
    Margin of Error,±320
ZCTA5 76639,
    Estimate,"1,318"
    Margin of Error,±280
ZCTA5 76640,
    Estimate,"3,567"
    Margin of Error,±734
ZCTA5 76641,
    Estimate,"1,575"
    Margin of Error,±256
ZCTA5 76642,
    Estimate,"6,949"
    Margin of Error,±381
ZCTA5 76643,
    Estimate,"14,523"
    Margin of Error,±52
ZCTA5 76645,
    Estimate,"10,568"
    Margin of Error,±308
ZCTA5 76648,
    Estimate,"2,887"
    Margin of Error,±313
ZCTA5 76649,
    Estimate,596
    Margin of Error,±127
ZCTA5 76650,
    Estimate,186
    Margin of Error,±100
ZCTA5 76651,
    Estimate,"3,250"
    Margin of Error,±320
ZCTA5 76652,
    Estimate,"1,349"
    Margin of Error,±259
ZCTA5 76653,
    Estimate,"1,279"
    Margin of Error,±300
ZCTA5 76654,
    Estimate,139
    Margin of Error,±69
ZCTA5 76655,
    Estimate,"8,312"
    Margin of Error,±651
ZCTA5 76656,
    Estimate,"2,446"
    Margin of Error,±319
ZCTA5 76657,
    Estimate,"10,108"
    Margin of Error,±730
ZCTA5 76660,
    Estimate,561
    Margin of Error,±133
ZCTA5 76661,
    Estimate,"7,755"
    Margin of Error,±353
ZCTA5 76664,
    Estimate,"3,688"
    Margin of Error,±325
ZCTA5 76665,
    Estimate,"2,417"
    Margin of Error,±247
ZCTA5 76666,
    Estimate,268
    Margin of Error,±91
ZCTA5 76667,
    Estimate,"11,098"
    Margin of Error,±428
ZCTA5 76670,
    Estimate,"1,517"
    Margin of Error,±267
ZCTA5 76671,
    Estimate,"1,621"
    Margin of Error,±268
ZCTA5 76673,
    Estimate,"1,706"
    Margin of Error,±518
ZCTA5 76676,
    Estimate,281
    Margin of Error,±96
ZCTA5 76678,
    Estimate,260
    Margin of Error,±128
ZCTA5 76679,
    Estimate,"1,435"
    Margin of Error,±388
ZCTA5 76680,
    Estimate,279
    Margin of Error,±118
ZCTA5 76681,
    Estimate,801
    Margin of Error,±306
ZCTA5 76682,
    Estimate,"2,846"
    Margin of Error,±413
ZCTA5 76685,
    Estimate,40
    Margin of Error,±38
ZCTA5 76686,
    Estimate,195
    Margin of Error,±72
ZCTA5 76687,
    Estimate,"1,879"
    Margin of Error,±362
ZCTA5 76689,
    Estimate,"3,565"
    Margin of Error,±352
ZCTA5 76690,
    Estimate,"1,101"
    Margin of Error,±211
ZCTA5 76691,
    Estimate,"6,333"
    Margin of Error,±445
ZCTA5 76692,
    Estimate,"10,252"
    Margin of Error,±599
ZCTA5 76693,
    Estimate,"1,492"
    Margin of Error,±253
ZCTA5 76701,
    Estimate,"1,895"
    Margin of Error,±315
ZCTA5 76704,
    Estimate,"7,956"
    Margin of Error,±939
ZCTA5 76705,
    Estimate,"31,734"
    Margin of Error,±906
ZCTA5 76706,
    Estimate,"39,221"
    Margin of Error,"±1,159"
ZCTA5 76707,
    Estimate,"15,688"
    Margin of Error,"±1,266"
ZCTA5 76708,
    Estimate,"27,964"
    Margin of Error,"±1,445"
ZCTA5 76710,
    Estimate,"24,837"
    Margin of Error,"±1,181"
ZCTA5 76711,
    Estimate,"9,988"
    Margin of Error,±725
ZCTA5 76712,
    Estimate,"25,525"
    Margin of Error,"±1,019"
ZCTA5 76798,
    Estimate,"1,591"
    Margin of Error,±301
ZCTA5 76801,
    Estimate,"25,011"
    Margin of Error,±519
ZCTA5 76802,
    Estimate,"5,251"
    Margin of Error,±403
ZCTA5 76820,
    Estimate,88
    Margin of Error,±69
ZCTA5 76821,
    Estimate,"4,561"
    Margin of Error,±218
ZCTA5 76823,
    Estimate,"3,024"
    Margin of Error,±347
ZCTA5 76824,
    Estimate,9
    Margin of Error,±14
ZCTA5 76825,
    Estimate,"6,908"
    Margin of Error,±211
ZCTA5 76827,
    Estimate,418
    Margin of Error,±147
ZCTA5 76828,
    Estimate,240
    Margin of Error,±102
ZCTA5 76831,
    Estimate,0
    Margin of Error,±14
ZCTA5 76832,
    Estimate,728
    Margin of Error,±158
ZCTA5 76834,
    Estimate,"5,310"
    Margin of Error,±201
ZCTA5 76836,
    Estimate,0
    Margin of Error,±14
ZCTA5 76837,
    Estimate,"2,440"
    Margin of Error,±137
ZCTA5 76841,
    Estimate,19
    Margin of Error,±26
ZCTA5 76842,
    Estimate,242
    Margin of Error,±141
ZCTA5 76844,
    Estimate,"3,534"
    Margin of Error,±245
ZCTA5 76845,
    Estimate,288
    Margin of Error,±110
ZCTA5 76848,
    Estimate,48
    Margin of Error,±39
ZCTA5 76849,
    Estimate,"3,785"
    Margin of Error,±159
ZCTA5 76852,
    Estimate,268
    Margin of Error,±85
ZCTA5 76853,
    Estimate,"1,456"
    Margin of Error,±244
ZCTA5 76854,
    Estimate,220
    Margin of Error,±99
ZCTA5 76856,
    Estimate,"3,735"
    Margin of Error,±143
ZCTA5 76857,
    Estimate,"1,761"
    Margin of Error,±278
ZCTA5 76858,
    Estimate,292
    Margin of Error,±102
ZCTA5 76859,
    Estimate,"2,015"
    Margin of Error,±57
ZCTA5 76861,
    Estimate,"1,945"
    Margin of Error,±263
ZCTA5 76862,
    Estimate,207
    Margin of Error,±64
ZCTA5 76864,
    Estimate,821
    Margin of Error,±193
ZCTA5 76865,
    Estimate,151
    Margin of Error,±87
ZCTA5 76866,
    Estimate,537
    Margin of Error,±134
ZCTA5 76869,
    Estimate,64
    Margin of Error,±40
ZCTA5 76870,
    Estimate,270
    Margin of Error,±108
ZCTA5 76871,
    Estimate,657
    Margin of Error,±157
ZCTA5 76872,
    Estimate,770
    Margin of Error,±166
ZCTA5 76873,
    Estimate,60
    Margin of Error,±51
ZCTA5 76874,
    Estimate,0
    Margin of Error,±14
ZCTA5 76875,
    Estimate,525
    Margin of Error,±106
ZCTA5 76877,
    Estimate,"4,371"
    Margin of Error,±189
ZCTA5 76878,
    Estimate,"1,688"
    Margin of Error,±204
ZCTA5 76882,
    Estimate,214
    Margin of Error,±79
ZCTA5 76884,
    Estimate,115
    Margin of Error,±50
ZCTA5 76885,
    Estimate,216
    Margin of Error,±175
ZCTA5 76887,
    Estimate,82
    Margin of Error,±74
ZCTA5 76888,
    Estimate,151
    Margin of Error,±67
ZCTA5 76890,
    Estimate,982
    Margin of Error,±214
ZCTA5 76901,
    Estimate,"31,667"
    Margin of Error,"±1,400"
ZCTA5 76903,
    Estimate,"31,248"
    Margin of Error,"±1,672"
ZCTA5 76904,
    Estimate,"36,178"
    Margin of Error,"±1,607"
ZCTA5 76905,
    Estimate,"12,206"
    Margin of Error,±935
ZCTA5 76908,
    Estimate,"2,554"
    Margin of Error,±434
ZCTA5 76930,
    Estimate,107
    Margin of Error,±59
ZCTA5 76932,
    Estimate,"3,819"
    Margin of Error,±91
ZCTA5 76933,
    Estimate,"1,209"
    Margin of Error,±142
ZCTA5 76934,
    Estimate,"1,084"
    Margin of Error,±299
ZCTA5 76935,
    Estimate,"1,791"
    Margin of Error,±532
ZCTA5 76936,
    Estimate,"2,983"
    Margin of Error,*****
ZCTA5 76937,
    Estimate,15
    Margin of Error,±21
ZCTA5 76939,
    Estimate,0
    Margin of Error,±14
ZCTA5 76940,
    Estimate,113
    Margin of Error,±106
ZCTA5 76941,
    Estimate,"1,455"
    Margin of Error,±160
ZCTA5 76943,
    Estimate,"3,420"
    Margin of Error,±295
ZCTA5 76945,
    Estimate,"1,798"
    Margin of Error,±136
ZCTA5 76949,
    Estimate,12
    Margin of Error,±9
ZCTA5 76950,
    Estimate,"3,867"
    Margin of Error,±53
ZCTA5 76951,
    Estimate,"1,231"
    Margin of Error,±140
ZCTA5 76953,
    Estimate,101
    Margin of Error,±53
ZCTA5 76955,
    Estimate,192
    Margin of Error,±94
ZCTA5 76957,
    Estimate,134
    Margin of Error,±206
ZCTA5 76958,
    Estimate,183
    Margin of Error,±118
ZCTA5 77002,
    Estimate,"15,613"
    Margin of Error,"±3,453"
ZCTA5 77003,
    Estimate,"9,707"
    Margin of Error,±644
ZCTA5 77004,
    Estimate,"37,294"
    Margin of Error,"±1,835"
ZCTA5 77005,
    Estimate,"28,572"
    Margin of Error,±785
ZCTA5 77006,
    Estimate,"22,580"
    Margin of Error,±936
ZCTA5 77007,
    Estimate,"40,080"
    Margin of Error,"±1,535"
ZCTA5 77008,
    Estimate,"34,895"
    Margin of Error,"±1,274"
ZCTA5 77009,
    Estimate,"36,147"
    Margin of Error,"±1,544"
ZCTA5 77010,
    Estimate,890
    Margin of Error,±238
ZCTA5 77011,
    Estimate,"17,447"
    Margin of Error,"±1,342"
ZCTA5 77012,
    Estimate,"19,597"
    Margin of Error,"±1,260"
ZCTA5 77013,
    Estimate,"19,198"
    Margin of Error,"±1,336"
ZCTA5 77014,
    Estimate,"37,488"
    Margin of Error,"±1,963"
ZCTA5 77015,
    Estimate,"56,477"
    Margin of Error,"±1,871"
ZCTA5 77016,
    Estimate,"30,741"
    Margin of Error,"±1,474"
ZCTA5 77017,
    Estimate,"32,985"
    Margin of Error,"±1,331"
ZCTA5 77018,
    Estimate,"28,229"
    Margin of Error,"±1,385"
ZCTA5 77019,
    Estimate,"22,057"
    Margin of Error,±902
ZCTA5 77020,
    Estimate,"26,357"
    Margin of Error,"±1,417"
ZCTA5 77021,
    Estimate,"26,214"
